Conversation, ChatGPT
85,Statement Non Opinion
86,Statement Non Opinion
87,Statement Non Opinion
1,Question
2,Opinion
3,Statement Non Opinion
4,Question
5,Statement Non Opinion
6,Statement Non Opinion
7,Question
8,Statement Non Opinion
9,Statement Non Opinion
10,Question
11,Question
12,Command
13,Statement Non Opinion
14,Statement Non Opinion
15,Question
16,Question
17,Statement Non Opinion
18,Question
19,Statement Non Opinion
20,Question
21,Command
22,Backchannel
23,Statement Non Opinion
24,Question
25,Command
26,Request
27,Command
28,Statement Non Opinion
29,Command
30,Command
31,Question
32,Command
33,Question
34,Statement Non Opinion
35,Statement Non Opinion
36,Question
1,Statement Opinion
2,Statement Opinion
3,Question
4,Answer
5,Acknowledge
6,Statement Non Opinion
7,Question
8,Answer
9,Statement Non Opinion
10,Statement Non Opinion
11,Backchannel
12,Statement Non Opinion
13,Question
14,Answer
15,Statement Opinion
16,Statement Non Opinion
17,Statement Non Opinion
18,Statement Non Opinion
19,Statement Opinion
20,Question
21,Answer
22,Question
23,Answer
24,Question
25,Answer
26,Question
27,Answer
28,Command
29,Statement Non Opinion
30,Statement Non Opinion
31,Statement Opinion
32,Statement Non Opinion
33,Statement Non Opinion
34,Statement Non Opinion
35,Command
36,Question
37,Answer
38,Question
39,Statement Non Opinion
40,Command
41,Statement Non Opinion
42,Statement Non Opinion
43,Question
44,Acknowledge
45,Statement Non Opinion
46,Question
47,Answer
48,Statement Non Opinion
49,Statement Non Opinion
50,Statement Non Opinion
51,Statement Non Opinion
52,Statement Non Opinion
53,Question
54,Statement Non Opinion
55,Statement Non Opinion
56,Statement Non Opinion
57,Statement Non Opinion
58,Question
59,Statement Non Opinion
60,Statement Non Opinion
61,Statement Opinion
62,Statement Opinion
63,Question
1,Question
2,Statement Opinion
3,Statement Opinion
4,Question
5,Answer
6,Question
7,Question
8,Statement Non Opinion
9,Question
10,Statement Non Opinion
11,Statement Non Opinion
12,Question
13,Statement Non Opinion
14,Agreement
15,Statement Non Opinion
16,Statement Non Opinion
17,Statement Non Opinion
18,Question
19,Answer
20,Question
21,Statement Opinion
22,Statement Non Opinion
23,Question
24,Statement Non Opinion
25,Question
26,Statement Non Opinion
27,Statement Non Opinion
28,Statement Non Opinion
29,Agreement
30,Statement Non Opinion
31,Statement Non Opinion
32,Command
33,Statement Non Opinion
34,Answer
35,Question
36,Statement Opinion
37,Statement Non Opinion
38,Statement Non Opinion
39,Statement Non Opinion
40,Statement Non Opinion
41,Statement Non Opinion
42,Question
43,Answer
44,Statement Non Opinion
45,Acknowledge
46,Statement Non Opinion
47,Statement Non Opinion
48,Question
49,Answer
50,Statement Non Opinion
51,Statement Non Opinion
52,Statement Non Opinion
53,Statement Non Opinion
54,Statement Non Opinion
55,Statement Non Opinion
56,Statement Non Opinion
57,Statement Opinion
58,Command
59,Statement Non Opinion
60,Statement Non Opinion
61,Statement Non Opinion
62,Statement Non Opinion
63,Statement Non Opinion
64,Statement Non Opinion
65,Question
66,Question
67,Question
68,Statement Opinion
1,Question
2,Question
3,Statement Non Opinion
4,Statement Non Opinion
5,Statement Non Opinion
6,Statement Non Opinion
7,Statement Non Opinion
8,Statement Non Opinion
9,Question
10,Apology
11,Question
12,Statement Non Opinion
13,Question
14,Statement Non Opinion
15,Statement Non Opinion
16,Statement Non Opinion
17,Question
18,Statement Non Opinion
19,Statement Non Opinion
20,Statement Non Opinion
21,Statement Non Opinion
22,Statement Non Opinion
23,Statement Non Opinion
24,Question
25,Statement Non Opinion
26,Agreement
27,Statement Non Opinion
28,Statement Non Opinion
29,Statement Non Opinion
30,Statement Non Opinion
31,Statement Non Opinion
32,Statement Non Opinion
33,Statement Non Opinion
34,Question
35,Statement Non Opinion
36,Statement Non Opinion
37,Statement Non Opinion
38,Statement Non Opinion
39,Statement Non Opinion
40,Statement Non Opinion
41,Question
42,Statement Non Opinion
43,Command
44,Disagreement
45,Question
46,Disagreement
47,Command
48,Disagreement
49,Question
50,Disagreement
51,Question
52,Disagreement
53,Question
54,Disagreement
55,Question
56,Disagreement
57,Question
58,Statement Non Opinion
59,Statement Non Opinion
60,Statement Non Opinion
61,Statement Non Opinion
62,Statement Non Opinion
63,Question
64,Agreement
65,Statement Non Opinion
66,Agreement
67,Statement Non Opinion
68,Agreement
69,Statement Non Opinion
70,Statement Non Opinion
71,Acknowledge
72,Statement Non Opinion
73,Statement Non Opinion
74,Disagreement
75,Statement Non Opinion
76,Statement Non Opinion
77,Question
78,Statement Non Opinion
79,Statement Non Opinion
80,Disagreement
81,Statement Non Opinion
82,Statement Non Opinion
83,Acknowledge
84,Statement Non Opinion
85,Statement Non Opinion
86,Statement Non Opinion
87,Statement Non Opinion
88,Question
89,Acknowledge
90,Apology
91,Statement Non Opinion
92,Statement Non Opinion
93,Statement Non Opinion
1,Statement Non Opinion
2,Question
3,Statement Non Opinion
4,Statement Non Opinion
5,Statement Opinion
6,Question
7,Question
8,Statement Opinion
9,Statement Opinion
10,Statement Opinion
11,Answer
12,Statement Opinion
13,Question
14,Answer
15,Question
16,Answer
17,Question
18,Statement Opinion
19,Statement Opinion
20,Statement Opinion
21,Question
22,Answer
23,Question
24,Statement Non Opinion
25,Command
26,Question
27,Statement Opinion
28,Statement Opinion
29,Statement Opinion
30,Statement Opinion
31,Question
32,Answer
33,Question
34,Statement Opinion
35,Question
36,Answer
37,Question
38,Answer
39,Statement Opinion
40,Statement Opinion
41,Statement Non Opinion
42,Statement Non Opinion
43,Command
44,Command
45,Statement Non Opinion
46,Statement Opinion
47,Statement Opinion
48,Statement Non Opinion
49,Question
50,Statement Opinion
51,Statement Non Opinion
52,Statement Opinion
53,Statement Non Opinion
54,Question
55,Answer
56,Statement Non Opinion
57,Statement Non Opinion
58,Statement Opinion
59,Statement Non Opinion
60,Statement Non Opinion
61,Statement Non Opinion
62,Statement Non Opinion
63,Statement Opinion
64,Statement Opinion
65,Statement Non Opinion
66,Statement Opinion
1,Statement Non Opinion
2,Answer
3,Statement Opinion
4,Disagreement
5,Statement Non Opinion
6,Disagreement
7,Question
8,Answer
9,Statement Non Opinion
10,Question
11,Question
12,Answer
13,Question
14,Answer
15,Statement Opinion
16,Statement Non Opinion
17,Statement Opinion
18,Answer
19,Statement Non Opinion
20,Statement Non Opinion
21,Answer
22,Statement Opinion
23,Disagreement
24,Statement Non Opinion
25,Statement Opinion
26,Statement Non Opinion
27,Statement Non Opinion
28,Question
29,Statement Non Opinion
30,Question
31,Answer
32,Statement Non Opinion
33,Command
34,Agreement
35,Statement Non Opinion
36,Agreement
37,Command
38,Statement Opinion
39,Statement Non Opinion
40,Statement Opinion
41,Statement Non Opinion
42,Statement Non Opinion
43,Statement Non Opinion
44,Statement Non Opinion
45,Statement Non Opinion
46,Question
47,Answer
48,Statement Non Opinion
49,Command
50,Statement Opinion
51,Statement Non Opinion
52,Statement Non Opinion
53,Statement Non Opinion
54,Statement Non Opinion
55,Question
56,Command
57,Statement Non Opinion
58,Statement Opinion
59,Command
60,Command
61,Question
62,Answer
63,Statement Non Opinion
64,Question
65,Answer
66,Statement Non Opinion
67,Command
68,Disagreement
69,Statement Opinion
70,Command
71,Statement Non Opinion
72,Command
73,Statement Non Opinion
74,Command
75,Statement Non Opinion
76,Statement Non Opinion
77,Statement Non Opinion
78,Statement Non Opinion
79,Statement Non Opinion
80,Command
81,Statement Non Opinion
82,Command
83,Statement Non Opinion
84,Command
85,Statement Non Opinion
86,Statement Non Opinion
87,Statement Non Opinion
88,Statement Non Opinion
1,Statement Non Opinion
2,Greeting
3,Statement Non Opinion
4,Backchannel
5,Command
6,Question
7,Answer
8,Statement Non Opinion
9,Apology
10,Backchannel
11,Question
12,Answer
13,Question
14,Statement Non Opinion
15,Statement Opinion
16,Apology
17,Statement Non Opinion
18,Statement Non Opinion
19,Question
20,Backchannel
21,Statement Non Opinion
22,Statement Opinion
23,Statement Non Opinion
24,Question
25,Answer
26,Command
27,Statement Non Opinion
28,Statement Non Opinion
29,Statement Non Opinion
30,Command
31,Apology
32,Statement Non Opinion
33,Statement Non Opinion
34,Statement Opinion
35,Statement Non Opinion
36,Question
37,Apology
38,Command
39,Statement Non Opinion
40,Statement Non Opinion
41,Statement Opinion
42,Command
43,Statement Non Opinion
44,Command
45,Statement Non Opinion
46,Exclamation
47,Statement Opinion
48,Apology
1,Statement Opinion
2,Statement Opinion
3,Statement Non Opinion
4,Backchannel
5,Backchannel
6,Statement Opinion
7,Statement Non Opinion
8,Statement Non Opinion
9,Statement Opinion
10,Statement Non Opinion
11,Statement Opinion
12,Command
13,Statement Non Opinion
14,Command
15,Statement Non Opinion
16,Statement Non Opinion
17,Statement Non Opinion
18,Command
19,Question
20,Statement Non Opinion
21,Statement Non Opinion
22,Statement Opinion
23,Statement Non Opinion
24,Statement Non Opinion
25,Command
26,Question
27,Statement Non Opinion
28,Statement Non Opinion
29,Command
30,Statement Non Opinion
31,Command
32,Statement Non Opinion
1,Statement Non Opinion
2,Question
3,Statement Non Opinion
4,Question
5,Statement Non Opinion
6,Statement Opinion
7,Statement Non Opinion
8,Backchannel
9,Statement Non Opinion
10,Question
11,Statement Non Opinion
12,Statement Opinion
13,Question
14,Statement Opinion
15,Question
16,Statement Non Opinion
17,Agreement
18,Statement Opinion
19,Question
20,Statement Non Opinion
21,Statement Non Opinion
22,Statement Opinion
23,Statement Non Opinion
24,Statement Opinion
25,Statement Non Opinion
26,Statement Opinion
27,Statement Non Opinion
28,Statement Non Opinion
29,Backchannel
30,Statement Opinion
31,Statement Non Opinion
32,Statement Opinion
33,Statement Non Opinion
34,Question
35,Statement Non Opinion
36,Statement Opinion
37,Statement Non Opinion
38,Question
39,Statement Non Opinion
40,Question
41,Statement Non Opinion
42,Statement Opinion
43,Statement Opinion
44,Question
45,Statement Non Opinion
46,Acknowledge
47,Statement Non Opinion
48,Statement Opinion
49,Acknowledge
50,Statement Opinion
51,Statement Non Opinion
52,Question
53,Statement Non Opinion
54,Statement Non Opinion
55,Statement Non Opinion
56,Statement Non Opinion
57,Statement Opinion
58,Statement Opinion
59,Backchannel
1,Statement Non Opinion
2,Statement Opinion
3,Question
4,Answer
5,Statement Opinion
6,Answer
7,Statement Opinion
8,Statement Opinion
9,Question
10,Statement Opinion
11,Statement Opinion
12,Statement Opinion
13,Statement Opinion
14,Statement Opinion
15,Statement Opinion
16,Statement Opinion
17,Statement Opinion
18,Statement Opinion
19,Statement Opinion
20,Statement Opinion
21,Statement Opinion
22,Apology
23,Statement Opinion
24,Statement Opinion
25,Command
26,Statement Opinion
27,Statement Opinion
28,Statement Opinion
29,Statement Opinion
30,Statement Opinion
31,Statement Opinion
32,Statement Opinion
33,Statement Opinion
34,Statement Opinion
35,Statement Opinion
36,Command
37,Question
38,Statement Opinion
39,Acknowledge
1,Statement Non Opinion
2,Question
3,Statement Non Opinion
4,Question
5,Statement Non Opinion
6,Question
7,Statement Non Opinion
8,Statement Non Opinion
9,Question
10,Answer
11,Statement Non Opinion
12,Acknowledge
13,Statement Non Opinion
14,Backchannel
15,Statement Non Opinion
16,Backchannel
17,Statement Non Opinion
18,Statement Non Opinion
19,Question
20,Question
21,Answer
22,Backchannel
23,Statement Non Opinion
24,Command
25,Question
26,Backchannel
27,Statement Non Opinion
28,Backchannel
29,Statement Non Opinion
30,Question
31,Answer
32,Apology
33,Statement Non Opinion
34,Command
35,Acknowledge
36,Statement Non Opinion
37,Command
38,Statement Non Opinion
39,Statement Non Opinion
40,Question
41,Statement Non Opinion
42,Disagreement
43,Statement Non Opinion
44,Statement Non Opinion
45,Statement Non Opinion
46,Statement Non Opinion
47,Question
48,Answer
49,Statement Non Opinion
50,Question
51,Statement Non Opinion
52,Apology
53,Statement Non Opinion
54,Statement Opinion
55,Command
56,Statement Non Opinion
1,Apology
2,Statement Non-Opinion
3,Statement Non-Opinion
4,Apology
5,Statement Non-Opinion
6,Statement Opinion
7,Agreement
8,Statement Non-Opinion
9,Agreement
10,Statement Non-Opinion
11,Agreement
12,Statement Non-Opinion
13,Statement Opinion
14,Statement Non-Opinion
15,Statement Opinion
16,Statement Non-Opinion
17,Statement Non-Opinion
18,Agreement
19,Statement Opinion
20,Agreement
21,Statement Non-Opinion
22,Statement Opinion
23,Statement Non-Opinion
24,Question
25,Statement Opinion
26,Statement Opinion
27,Statement Non-Opinion
28,Statement Opinion
29,Statement Non-Opinion
30,Acknowledge
31,Statement Non-Opinion
32,Statement Opinion
33,Statement Opinion
34,Agreement
35,Backchannel
36,Acknowledge
37,Agreement
1,Statement Non-Opinion
2,Question
3,Statement Non-Opinion
4,Question
5,Answer
6,Question
7,Statement Non-Opinion
8,Statement Non-Opinion
9,Statement Non-Opinion
10,Statement Non-Opinion
11,Statement Non-Opinion
12,Statement Non-Opinion
13,Statement Non-Opinion
14,Statement Non-Opinion
15,Answer
16,Statement Non-Opinion
17,Statement Non-Opinion
18,Acknowledge
19,Statement Non-Opinion
20,Statement Non-Opinion
21,Statement Non-Opinion
22,Question
23,Answer
24,Acknowledge
25,Statement Non-Opinion
26,Acknowledge
27,Statement Non-Opinion
28,Statement Non-Opinion
29,Acknowledge
30,Statement Non-Opinion
31,Statement Non-Opinion
32,Statement Non-Opinion
33,Question
34,Statement Non-Opinion
35,Statement Non-Opinion
36,Statement Non-Opinion
37,Statement Non-Opinion
38,Statement Non-Opinion
39,Question
40,Answer
41,Statement Non-Opinion
42,Question
43,Answer
44,Statement Non-Opinion
45,Acknowledge
46,Statement Non-Opinion
47,Statement Non-Opinion
48,Statement Non-Opinion
49,Statement Non-Opinion
50,Statement Non-Opinion
51,Agreement
52,Statement Non-Opinion
53,Acknowledge
54,Statement Non-Opinion
55,Acknowledge
56,Agreement
57,Statement Non-Opinion
58,Acknowledge
59,
1,Greeting
2,Question
3,Answer
4,Statement Non Opinion
5,Statement Opinion
6,Acknowledge
7,Question
8,Statement Non Opinion
9,Answer
10,Statement Opinion
11,Statement Non Opinion
12,Acknowledge
13,Statement Non Opinion
14,Statement Non Opinion
15,Statement Non Opinion
16,Statement Non Opinion
17,Statement Non Opinion
18,Statement Non Opinion
19,Answer
20,Statement Non Opinion
21,Statement Non Opinion
22,Question
23,Answer
24,Command
25,Command
26,Agreement
27,Statement Non Opinion
28,Statement Non Opinion
29,Agreement
30,Command
31,Statement Non Opinion
32,Acknowledge
33,Question
34,Statement Non Opinion
35,Statement Non Opinion
36,Acknowledge
37,Question
38,Question
39,Answer
40,Statement Non Opinion
41,Command
42,Question
43,Answer
44,Question
45,Statement Non Opinion
46,Agreement
47,Command
48,Answer
49,Command
50,Agreement
51,Statement Non Opinion
52,Agreement
53,Command
54,Command
55,Agreement
56,Acknowledge
57,Agreement
58,Statement Non Opinion
59,Statement Non Opinion
60,Apology
61,Acknowledge
62,Acknowledge
1,Question
2,Answer
3,Question
4,Answer
5,Question
6,Answer
7,Question
8,Answer
9,Question
10,Answer
11,Statement opinion
12,Agreement
13,Question
14,Answer
15,Question
16,Statement opinion
17,Question
18,Answer
19,Question
20,Answer
21,Question
22,Answer
23,Command
24,Question
25,Statement opinion
26,Statement opinion
27,Command
28,Statement opinion
29,Backchannel
30,Question
31,Statement non-opinion
32,Question
33,Statement non-opinion
34,Statement non-opinion
35,Disagreement
36,Statement non-opinion
37,Question
38,Statement non-opinion
39,Statement non-opinion
40,Statement non-opinion
41,Statement opinion
42,Statement opinion
43,Disagreement
44,Statement opinion
45,Statement opinion
46,Statement opinion
47,Statement non-opinion
48,Statement opinion
49,Question
50,Statement non-opinion
51,Question
52,Answer
53,Command
54,Statement opinion
55,Defend/Explanation
56,Statement opinion
57,Answer
58,Statement opinion
59,Statement non-opinion
60,Question
61,Statement opinion
62,Statement opinion
63,Backchannel
64,Command
65,Statement opinion
66,Statement opinion
67,Question
68,Answer
69,Question
70,Statement opinion
71,Question
72,Statement opinion
73,Question
74,Statement opinion
75,Question
76,Answer
77,Statement non-opinion
78,Command
79,Statement non-opinion
80,Backchannel
81,Statement non-opinion
82,Statement opinion
83,Statement non-opinion
84,Statement non-opinion
85,Statement non-opinion
1,Question
2,Question
3,Question
4,Statement Non Opinion
5,Statement Non Opinion
6,Question
7,Command
8,Statement Opinion
9,Question
10,Statement Opinion
11,Question
12,Question
13,Command
14,Statement Non Opinion
15,Statement Non Opinion
16,Question
17,Question
18,Statement Opinion
19,Question
20,Statement Opinion
21,Question
22,Statement Non Opinion
23,Backchannel
24,Statement Opinion
25,Question
26,Command
27,Statement Non Opinion
28,Command
29,Statement Non Opinion
30,Command
31,Statement Non Opinion
32,Question
33,Command
34,Question
35,Statement Non Opinion
36,Statement Non Opinion
37,Question
1,Statement Non Opinion
2,Statement Non Opinion
3,Opinion
4,Statement Non Opinion
5,Question
6,Answer
7,Question
8,Answer
9,Acknowledge
10,Statement Non Opinion
11,Question
12,Answer
13,Statement Non Opinion
14,Answer
15,Question
16,Answer
17,Question
18,Answer
19,Statement Non Opinion
20,Statement Non Opinion
21,Statement Non Opinion
22,Statement Non Opinion
23,Statement Non Opinion
24,Question
25,Answer
26,Question
27,Answer
28,Question
29,Answer
30,Question
31,Answer
32,Command
33,Statement Non Opinion
34,Question
35,Statement Non Opinion
36,Disagreement
37,Statement Non Opinion
38,Question
39,Command
40,Question
41,Answer
42,Question
43,Answer
44,Command
45,Statement Non Opinion
46,Statement Non Opinion
47,Statement Non Opinion
48,Acknowledge
49,Statement Non Opinion
50,Question
51,Answer
52,Backchannel
53,Statement Non Opinion
54,Statement Non Opinion
55,Opinion
56,Opinion
57,Statement Non Opinion
58,Statement Non Opinion
59,Opinion
60,Opinion
61,Question
62,Statement Non Opinion
63,Opinion
64,Opinion
65,Statement Non Opinion
66,Question
1,Question
2,Opinion
3,Statement Opinion
4,Question
5,Answer
6,Question
7,Statement Opinion
8,Question
9,Question
10,Question
11,Statement Non Opinion
12,Question
13,Statement Non Opinion
14,Agreement
15,Statement Non Opinion
16,Statement Non Opinion
17,Question
18,Question
19,Answer
20,Command
21,Statement Non Opinion
22,Statement Non Opinion
23,Question
24,Statement Non Opinion
25,Question
26,Command
27,Disagreement
28,Statement Non Opinion
29,Agreement
30,Statement Non Opinion
31,Agreement
32,Command
33,Disagreement
34,Answer
35,Question
36,Statement Non Opinion
37,Statement Opinion
38,Statement Opinion
39,Statement Non Opinion
40,Statement Non Opinion
41,Statement Opinion
42,Question
43,Answer
44,Acknowledge
45,Statement Non Opinion
46,Statement Opinion
47,Answer
48,Question
49,Answer
50,Statement Non Opinion
51,Statement Non Opinion
52,Statement Non Opinion
53,Statement Non Opinion
54,Statement Non Opinion
55,Statement Non Opinion
56,Question
57,Question
58,Statement Non Opinion
59,Statement Non Opinion
60,Statement Non Opinion
61,Statement Non Opinion
62,Statement Non Opinion
63,Statement Non Opinion
64,Statement Non Opinion
65,Question
66,Question
67,Backchannel
68,Statement Non Opinion
1,Question
2,Question
3,Statement Non Opinion
4,Opinion
5,Statement Non Opinion
6,Opinion
7,Statement Non Opinion
8,Opinion
9,Question
10,Statement Opinion
11,Question
12,Disagreement
13,Question
14,Statement Non Opinion
15,Statement Non Opinion
16,Statement Non Opinion
17,Question
18,Question
19,Statement Non Opinion
20,Statement Non Opinion
21,Statement Non Opinion
22,Opinion
23,Opinion
24,Question
25,Opinion
26,Disagreement
27,Statement Non Opinion
28,Opinion
29,Statement Non Opinion
30,Statement Non Opinion
31,Incomplete
32,Statement Non Opinion
33,Statement Non Opinion
34,Statement Non Opinion
35,Statement Non Opinion
36,Statement Non Opinion
37,Statement Non Opinion
38,Statement Non Opinion
39,Statement Non Opinion
40,Question
41,Question
42,Statement Non Opinion
43,Question
44,Disagreement
45,Question
46,Disagreement
47,Question
48,Disagreement
49,Question
50,Disagreement
51,Question
52,Disagreement
53,Question
54,Disagreement
55,Question
56,Disagreement
57,Question
58,Statement Non Opinion
59,Statement Non Opinion
60,Statement Non Opinion
61,Statement Non Opinion
62,Statement Non Opinion
63,Question
64,Agreement
65,Statement Opinion
66,Agreement
67,Statement Opinion
68,Agreement
69,Question
70,Statement Non Opinion
71,Acknowledge
72,Statement Non Opinion
73,Question
74,Disagreement
75,Statement Opinion
76,Statement Opinion
77,Question
78,Statement Non Opinion
79,Statement Opinion
80,Disagreement
81,Statement Opinion
82,Statement Non Opinion
83,Statement Non Opinion
84,Question
85,Statement Non Opinion
86,Statement Non Opinion
87,Statement Opinion
88,Question
89,Statement Opinion
90,Apology
91,Command
92,Disagreement
93,Agreement
94,Backchannel
1,Statement Non Opinion
2,Question
3,Statement Non Opinion
4,Statement Non Opinion
5,Statement Non Opinion
6,Question
7,Statement Non Opinion
8,Statement Non Opinion
9,Statement Opinion
10,Statement Non Opinion
11,Statement Non Opinion
12,Statement Opinion
13,Question
14,Statement Non Opinion
15,Statement Non Opinion
16,Question
17,Statement Opinion
18,Command
19,Statement Opinion
20,Question
21,Agreement
22,Question
23,Command
24,Statement Opinion
25,Question
26,Statement Opinion
27,Statement Opinion
28,Statement Non Opinion
29,Statement Opinion
30,Question
31,Statement Opinion
32,Question
33,Statement Opinion
34,Question
35,Statement Non Opinion
36,Question
37,Statement Opinion
38,Statement Non Opinion
39,Statement Opinion
40,Statement Opinion
41,Command
42,Statement Non Opinion
43,Statement Opinion
44,Statement Non Opinion
45,Question
46,Question
47,Statement Non Opinion
48,Statement Non Opinion
49,Statement Non Opinion
50,Statement Non Opinion
51,Question
52,Statement Non Opinion
53,Statement Non Opinion
54,Statement Non Opinion
55,Statement Non Opinion
56,Statement Non Opinion
57,Statement Non Opinion
58,Statement Non Opinion
59,Statement Non Opinion
60,Statement Opinion
61,Statement Non Opinion
62,Statement Opinion
63,Statement Non Opinion
1,Statement Non-Opinion
2,Disagreement
3,Statement Non-Opinion
4,Statement Non-Opinion
5,Disagreement
6,Statement Non-Opinion
7,Disagreement
8,Question
9,Answer
10,Statement Non-Opinion
11,Statement Non-Opinion
12,Question
13,Answer
14,Question
15,Answer
16,Statement Opinion
17,Statement Non-Opinion
18,Statement Non-Opinion
19,Answer
20,Statement Non-Opinion
21,Statement Non-Opinion
22,Answer
23,Statement Non-Opinion
24,Disagreement
25,Statement Non-Opinion
26,Disagreement
27,Statement Non-Opinion
28,Statement Non-Opinion
29,Question
30,Answer
31,Statement Non-Opinion
32,Question
33,Statement Non-Opinion
34,Statement Non-Opinion
35,Command
36,Agreement
37,Disagreement
38,Disagreement
39,Command
40,Statement Non-Opinion
41,Disagreement
42,Statement Non-Opinion
43,Statement Non-Opinion
44,Disagreement
45,Disagreement
46,Disagreement
47,Statement Non-Opinion
48,Question
49,Answer
50,Statement Non-Opinion
51,Statement Non-Opinion
52,Statement Non-Opinion
53,Statement Non-Opinion
54,Statement Opinion
55,Disagreement
56,Statement Non-Opinion
57,Disagreement
58,Question
59,Command
60,Statement Non-Opinion
61,Statement Non-Opinion
62,Agreement
63,Command
64,Question
65,Answer
66,Disagreement
67,Question
68,Answer
69,Statement Non-Opinion
70,Command
71,Disagreement
72,Statement Non-Opinion
73,Command
74,Statement Opinion
75,Command
76,Statement Non-Opinion
77,Command
78,Statement Non-Opinion
79,Statement Non-Opinion
80,Statement Non-Opinion
81,Statement Non-Opinion
82,Statement Non-Opinion
83,Command
84,Answer
85,Disagreement
86,Statement Non-Opinion
87,Command
88,Command
89,Statement Non-Opinion
90,Statement Non-Opinion
1,Statement Non Opinion
2,Statement Non Opinion
3,Agreement
4,Backchannel
5,Question
6,Statement Non Opinion
7,Statement Non Opinion
8,Question
9,Answer
10,Opinion
11,Disagreement
12,Backchannel
13,Statement Non Opinion
14,Opinion
15,Statement Non Opinion
16,Command
17,Statement Opinion
18,Disagreement
19,Command
20,Statement Non Opinion
21,Opinion
22,Statement Non Opinion
23,Statement Non Opinion
24,Backchannel
1,Statement Non Opinion
2,Question
3,Answer
4,Acknowledge
5,Statement Non Opinion
6,Statement Non Opinion
7,Backchannel
8,Question
9,Answer
10,Disagreement
11,Backchannel
12,Statement Non Opinion
13,Statement Non Opinion
14,Statement Non Opinion
15,Statement Opinion
16,Statement Non Opinion
17,Statement Non Opinion
18,Statement Opinion
19,Statement Opinion
20,Acknowledge
21,Statement Non Opinion
22,Statement Opinion
23,Statement Non Opinion
24,Backchannel
25,Apology
26,Acknowledge
27,Statement Opinion
28,Statement Non Opinion
29,Statement Opinion
30,Statement Non Opinion
31,Others
32,Statement Opinion
33,Statement Non Opinion
34,Statement Opinion
35,Statement Opinion
36,Question
37,Answer
38,Statement Non Opinion
39,Statement Opinion
40,Question
41,Answer
42,Statement Opinion
43,Statement Opinion
44,Others
45,Statement Non Opinion
46,Question
47,Statement Opinion
48,Statement Opinion
49,Question
50,Opinion
51,Statement Opinion
52,Statement Non Opinion
53,Statement Non Opinion
54,Statement Opinion
55,Statement Opinion
56,Statement Opinion
57,Statement Opinion
58,Question
59,Answer
60,Statement Non Opinion
61,Statement Opinion
62,Statement Opinion
63,Statement Non Opinion
64,Acknowledge
65,Statement Non Opinion
66,Apology
67,Apology
68,Agreement
1,Question
2,Answer
3,Question
4,Answer
5,Acknowledge
6,Statement Non Opinion
7,Statement Non Opinion
8,Question
9,Acknowledge
10,Statement Non Opinion
11,Statement Non Opinion
12,Backchannel
13,Statement Non Opinion
14,Statement Non Opinion
15,Statement Non Opinion
16,Statement Non Opinion
17,Statement Non Opinion
18,Question
19,Question
20,Answer
21,Statement Non Opinion
22,Statement Non Opinion
23,Question
24,Answer
25,Statement Non Opinion
26,Question
27,Answer
28,Statement Opinion
29,Statement Non Opinion
30,Statement Opinion
31,Question
32,Answer
33,Statement Non Opinion
34,Question
35,Answer
36,Question
37,Answer
38,Statement Opinion
39,Statement Non Opinion
40,Statement Opinion
41,Statement Non Opinion
1,Statement Non Opinion
2,Command
3,Statement Opinion
4,Command
5,Statement Non Opinion
6,Statement Non Opinion
7,Statement Non Opinion
8,Command
9,Statement Non Opinion
10,Statement Opinion
11,Statement Non Opinion
12,Statement Opinion
13,Statement Non Opinion
14,Question
15,Statement Opinion
16,Statement Non Opinion
17,Statement Non Opinion
18,Statement Non Opinion
19,Question
20,Answer
21,Statement Opinion
22,Question
23,Statement Opinion
24,Statement Non Opinion
25,Statement Opinion
26,Command
27,Statement Opinion
28,Question
29,Answer
30,Statement Opinion
31,Question
32,Answer
33,Statement Opinion
34,Statement Non Opinion
35,Backchannel
36,Statement Opinion
37,Suggestion
38,Answer
39,Suggestion
40,Backchannel
41,Statement Non Opinion
42,Acknowledge
43,Backchannel
44,Backchannel
1,Question
2,Apology
3,Statement Non Opinion
4,Question
5,Question
6,Statement Non Opinion
7,Statement Non Opinion
8,Question
9,Statement Non Opinion
10,Statement Non Opinion
11,Suggestion
12,Question
13,Statement Non Opinion
14,Suggestion
15,Question
16,Statement Non Opinion
17,Statement Non Opinion
18,Question
19,Statement Non Opinion
20,Statement Non Opinion
21,Statement Non Opinion
22,Statement Non Opinion
23,Question
24,Statement Opinion
25,Statement Non Opinion
26,Question
27,Answer
28,Others
29,Command
30,Statement Non Opinion
31,Question
32,Command
1,Question
2,Answer
3,Acknowledge
4,Statement Non Opinion
5,Acknowledge
6,Statement Opinion
7,Statement Non Opinion
8,Acknowledge
9,Statement Non Opinion
10,Statement Non Opinion
11,Statement Non Opinion
12,Statement Opinion
13,Statement Opinion
14,Statement Non Opinion
15,Statement Opinion
16,Statement Opinion
17,Statement Opinion
18,Statement Non Opinion
19,Acknowledge
20,Statement Non Opinion
21,Question
22,Answer
23,Statement Non Opinion
24,Statement Non Opinion
25,Statement Opinion
26,Statement Opinion
27,Statement Opinion
28,Question
29,Answer
30,Statement Non Opinion
31,Statement Non Opinion
32,Statement Opinion
33,Statement Non Opinion
34,Question
35,Answer
36,Acknowledge
37,Statement Non Opinion
38,Statement Non Opinion
39,Statement Non Opinion
40,Statement Opinion
41,Statement Opinion
