text,DeepSeek
2,"Monica - Honey, what's the matter? (Question) - **sadness**"
3,(Answer) - **fear**
1,- Singer - **joy**
2,- Joey - **surprise**
3,- Phoebe - **surprise**
4,- Chandler - **joy**
5,- Phoebe - **disgust**
6,- Chandler - **neutral**
7,- Monica - **joy**
8,- Ross - **neutral**
9,- Joey - **neutral**
10,- Phoebe - **neutral**
11,- Singer - **neutral**
12,- Singer - **sadness**
13,- Phoebe - **disgust**
1,neutral
2,neutral
3,neutral
4,neutral
5,joy
6,anger
7,surprise
8,neutral
9,neutral
10,anger
11,neutral
12,anger
13,anger
14,neutral
15,neutral
1,anger
2,disgust
3,neutral
1,- surprise
2,- neutral
3,- anger
4,- surprise
5,- disgust
6,- neutral
7,- anger
8,- joy
9,- neutral
10,- sadness
11,- sadness
12,- disgust
1,joy
2,neutral
3,neutral
4,neutral
5,surprise
6,neutral
7,joy
8,anger
1,neutral
2,neutral
3,joy
4,joy
5,neutral
6,joy
7,neutral
8,joy
9,neutral
1,joy
2,surprise
3,neutral
4,anger
5,neutral
6,neutral
7,joy
8,surprise
9,anger
10,neutral
1,joy
2,joy
3,joy
4,neutral
5,neutral
6,neutral
7,disgust
8,surprise
1,surprise
2,neutral
3,joy
4,neutral
5,surprise
6,anger
7,neutral
8,sadness
9,neutral
10,sadness
11,surprise
12,sadness
1,surprise
2,neutral
3,joy
4,surprise
5,neutral
6,joy
7,surprise
8,neutral
9,joy
10,joy
1,neutral
2,neutral
3,anger
4,disgust
5,neutral
6,neutral
7,joy
8,joy
9,sadness
10,anger
11,neutral
1,- joy
2,- neutral
3,- surprise
1,neutral
2,neutral
3,neutral
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,neutral
11,joy
12,neutral
13,neutral
14,neutral
15,neutral
16,neutral
17,neutral
18,neutral
19,neutral
20,anger
1,- Monica - Hey! (Greeting) - **joy**
2,How are you doing? (Question) - **anger**
3,Do you know that feeling when you're trying to blow a Saint Bernard out your ass? (Answer) - **disgust**
4,Did I hear----Mother of God it's true! (Statement Non Opinion) - **surprise**
5,Chandler Bing! (Others) - **joy**
6,Janice (Others) - **neutral**
7,(Statement Non Opinion) - **surprise**
8,(Statement Opinion) - **joy**
9,Janice I didn't even know you were pregnant! Who's the unwitting human who's essence you've stolen? (Question) - **surprise**
10,(Answer) - **joy**
11,What?! (Question) - **surprise**
12,Look how nervous he gets! We haven't slept together in years! (Statement Non Opinion) - **joy**
13,Does it-does it hurt? Does the labor hurt? (Question) - **fear**
1,anger
2,neutral
3,anger
4,surprise
5,neutral
1,neutral
2,sadness
3,sadness
4,anger
5,anger
6,anger
7,anger
8,neutral
9,neutral
10,neutral
11,joy
12,disgust
13,neutral
14,neutral
15,neutral
16,neutral
1,- joy
2,- joy
3,- joy
4,- joy
5,- joy
6,- joy
7,- joy
8,- joy
9,- neutral
10,- joy
11,- joy
12,- joy
13,- neutral
14,- joy
15,- sadness
16,- neutral
17,- neutral
18,- neutral
19,- surprise
20,- joy
1,joy
2,neutral
3,neutral
4,joy
5,joy
6,neutral
7,sadness
8,neutral
9,neutral
10,joy
11,anger
12,surprise
13,neutral
14,anger
15,neutral
16,surprise
17,anger
18,anger
19,neutral
20,anger
21,neutral
22,anger
1,neutral
2,neutral
3,joy
4,neutral
5,neutral
6,neutral
7,surprise
8,joy
9,joy
10,surprise
11,neutral
12,surprise
13,neutral
14,surprise
1,joy
2,joy
3,joy
4,joy
5,neutral
6,surprise
1,sadness
2,neutral
3,neutral
4,surprise
5,neutral
6,sadness
7,neutral
8,neutral
9,joy
10,joy
1,neutral
2,joy
3,anger
4,anger
5,anger
6,neutral
1,(Statement Opinion) - **fear**
2,(Statement Opinion) - **neutral**
3,(Statement Non Opinion) - **neutral**
4,(Agreement) - **joy**
5,Hey! (Greeting) - **joy**
6,There he is! (Statement Non Opinion) - **joy**
7,Oh my God! Where the hell have you been?!! (Question) - **anger**
8,(Answer) - **neutral**
9,"Ohh, out, oh God, I don't know why we didn't think to check there! (Statement Opinion) - **anger**"
10,What were you doing? (Question) - **surprise**
11,(Answer) - **neutral**
12,(Statement Non Opinion) - **joy**
13,"Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want! (Statement Non Opinion) - **anger**"
14,He hooked up!! Tell us about her! (Command) - **joy**
15,(Greeting) - **joy**
1,joy
2,neutral
3,joy
4,neutral
5,joy
6,anger
7,neutral
8,neutral
1,anger
2,neutral
3,joy
4,joy
5,neutral
6,neutral
7,joy
1,sadness
2,anger
3,sadness
4,neutral
5,joy
6,disgust
7,joy
8,surprise
1,disgust
2,joy
3,joy
4,joy
5,anger
6,surprise
7,neutral
8,neutral
1,- sadness
2,- sadness
1,neutral
2,neutral
3,joy
4,disgust
5,joy
6,neutral
7,neutral
8,surprise
9,anger
10,surprise
11,neutral
12,anger
13,anger
14,neutral
15,anger
16,neutral
17,neutral
18,neutral
19,surprise
20,joy
1,anger
2,joy
3,joy
1,joy
2,surprise
3,neutral
4,surprise
5,neutral
6,joy
7,neutral
8,neutral
1,joy
2,neutral
3,joy
4,neutral
5,surprise
6,neutral
7,joy
1,sadness
2,neutral
3,joy
4,joy
5,neutral
6,neutral
7,neutral
8,neutral
9,surprise
10,surprise
11,neutral
12,joy
1,neutral
2,anger
3,surprise
4,agreement (neutral)
5,anger
6,anger
7,anger
8,joy
9,joy
10,joy
1,neutral
2,neutral
3,joy
4,sadness
5,sadness
6,sadness
7,neutral
8,anger
9,joy
10,neutral
1,- Chandler - Hey! (Greeting) - **joy**
2,How do you feel? (Question) - **neutral**
3,(Answer) - **anger**
4,"Okay, so I (Others) - **neutral**"
5,And protected them from a tornado? (Question) - **surprise**
6,(Others) - **surprise**
7,(Statement Non Opinion) - **neutral**
8,"Phoebe, what, what happened here?! (Question) - **anger**"
9,I did it! I took care of the babies all by myself! (Answer) - **joy**
10,But my apartment! (Others) - **anger**
11,(Statement Non Opinion) - **neutral**
12,(Agreement) - **neutral**
13,Cause this is what will happen when you and I have babies! (Statement Non Opinion) - **joy**
14,When will that be? (Question) - **neutral**
15,"Phoebe, would you take a look at this mess!!!! (Question) - **anger**"
1,joy
2,surprise
3,neutral
4,surprise
5,joy
6,neutral
1,joy
2,surprise
3,neutral
4,neutral
5,neutral
6,anger
7,neutral
8,anger
9,disgust
10,anger
11,sadness
12,sadness
13,sadness
14,sadness
1,"3 - We get off around midnight, why don't we pick you up then? (Question) - **neutral**"
2,"- Rachel - So, um, will you bring the truck? (Question) - **neutral**"
3,(Answer) - **joy**
4,(Others) - **surprise**
5,"- Phoebe - See, there you go, the cleansing works! (Statement Non Opinion) - **joy**"
6,(Statement Opinion) - **joy**
7,(Statement Non Opinion) - **neutral**
1,neutral
2,anger
3,neutral
4,surprise
5,sadness
6,neutral
7,neutral
8,anger
9,anger
10,anger
11,neutral
12,anger
13,anger
14,anger
15,anger
16,anger
17,anger
18,neutral
19,anger
1,surprise
2,neutral
3,surprise
4,joy
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,neutral
11,neutral
12,joy
13,neutral
14,joy
15,neutral
16,anger
17,neutral
18,anger
19,anger
20,joy
1,anger
2,neutral
3,surprise
4,neutral
5,neutral
6,joy
7,anger
8,neutral
9,neutral
10,joy
11,joy
12,surprise
13,surprise
14,sadness
15,surprise
16,surprise
1,neutral
2,joy
3,surprise
4,anger
5,anger
6,anger
7,neutral
8,joy
9,joy
10,joy
11,neutral
12,neutral
1,joy
2,neutral
3,neutral
4,neutral
5,neutral
6,anger
7,sarcasm (or neutral if sarcasm isn't an option)
8,neutral
9,surprise
10,joy
11,surprise
12,sadness
13,fear
14,neutral
1,neutral
2,joy
3,neutral
4,anger
5,neutral
6,anger
7,neutral
8,anger
9,neutral
10,anger
1,neutral
2,joy
3,joy
4,neutral
5,anger
1,surprise
2,neutral
3,sadness
4,surprise
5,neutral
6,surprise
7,surprise
8,neutral
9,neutral
10,joy
11,neutral
1,joy
2,sadness
3,neutral
4,neutral
1,(Others) - **neutral**
2,(Command) - **neutral**
3,"Where you work the uh, waiters eat with the waiters, right? (Question) - **neutral**"
4,"And the chefs eat with the other chefs, right? (Question) - **neutral**"
5,(Answer) - **sadness**
6,(Statement Opinion) - **neutral**
7,(Statement Opinion) - **neutral**
8,(Statement Non Opinion) - **neutral**
9,Y'know? (Backchannel) - **neutral**
10,"Hey, when I'm in a play and you're in the audience, I don't talk to you, right? (Statement Non Opinion) - **neutral**"
11,(Statement Opinion) - **neutral**
12,(Statement Non Opinion) - **neutral**
13,(Statement Non Opinion) - **neutral**
"Most responses are **neutral**, with Monica's line (5) expressing **sadness**",
1,anger
2,anger
3,neutral
4,neutral
5,neutral
6,neutral
7,sadness
8,surprise
9,sadness
10,joy
11,neutral
12,neutral
13,anger
1,neutral
2,neutral
3,neutral
4,sadness
5,neutral
6,neutral
7,neutral
1,- Rachel - *Your parents'?* (Question) - **neutral**
2,* (Answer) - **neutral**
3,* (Backchannel) - **surprise**
4,* (Others) - **neutral**
5,* (Statement Opinion) - **joy**
6,* (Statement Non Opinion) - **fear**
1,joy
2,neutral
3,neutral
4,joy
5,sadness
6,joy
7,neutral
8,neutral
9,joy
10,neutral
11,neutral
12,anger
13,neutral
14,anger
15,disgust
16,anger
17,neutral
18,anger
19,disgust
1,joy
2,anger
3,neutral
4,neutral
5,neutral
6,disgust
7,neutral
8,neutral
9,joy
10,neutral
11,joy
12,sadness
13,surprise
14,surprise
15,anger
1,neutral
2,neutral
3,neutral
4,joy
5,joy
6,joy
1,disgust
2,neutral
3,surprise
4,joy
5,neutral
6,neutral
7,joy
8,neutral
9,neutral
10,sadness
11,neutral
12,neutral
1,neutral
2,joy
3,sadness
4,neutral
5,neutral
6,surprise
7,joy
8,neutral
9,surprise
10,joy
11,neutral
12,anger
13,surprise
14,anger
15,neutral
16,anger
17,joy
18,neutral
19,joy
1,"- Joey - Hey, Pheebs? (Greeting) - **neutral**"
2,"- Phoebe - No, I can't talk to you! I don't have a fancy ad in the Yellow Pages! (Statement Non Opinion) - **anger**"
3,(Apology) - **sadness**
4,(Statement Non Opinion) - **neutral**
5,- Joey - You really think I'm ready? (Question) - **surprise**
6,- Phoebe - Uh-huh! (Answer) - **joy**
7,- Joey - Wow! Cool! (Statement Opinion) - **joy**
8,- Joey - Was the chord at least right? (Question) - **fear**
9,- Phoebe - No! (Answer) - **disgust**
1,joy
2,joy
3,joy
4,neutral
5,neutral
1,(Statement Non Opinion) - **neutral**
2,(Statement Opinion) - **joy**
1,(Statement Non Opinion) - **neutral**
2,(Apology) - **neutral**
3,- Rachel - What are you doing? (Question) - **anger**
4,(Apology) - **sadness**
5,(Statement Opinion) - **joy**
6,(Statement Opinion) - **anger**
7,"- Ross - Come on Rach, you don't have what, ten minutes? (Question) - **neutral**"
8,- Rachel - I don't have ten minutes!! (Answer) - **anger**
9,"- Ross - What? Sophie, does she have ten minutes? (Question) - **surprise**"
10,"- Rachel - Hey, Ross!!! I told you I don't! (Answer) - **anger**"
11,(Command) - **anger**
12,(Statement Non Opinion) - **anger**
13,(Others) - **neutral**
14,- Rachel - Good bye! (Greeting) - **anger**
15,(Statement Non Opinion) - **neutral**
1,neutral
2,neutral
3,neutral
4,anger
5,fear
6,anger
7,fear
8,sadness
9,fear
10,anger
11,surprise
12,neutral
13,joy
14,neutral
15,neutral
16,neutral
17,fear
18,neutral
19,neutral
20,neutral
1,joy
2,surprise
1,joy
2,neutral
3,joy
4,anger
5,neutral
6,anger
7,neutral
8,neutral
9,neutral
10,anger
1,surprise
2,surprise
3,joy
4,neutral
5,anger
6,neutral
7,anger
8,neutral
9,sadness
10,neutral
1,joy
2,neutral
3,joy
4,joy
5,neutral
6,anger
7,anger
8,anger
9,anger
10,neutral
11,anger
12,anger
13,joy
14,neutral
15,anger
1,anger
2,surprise
3,anger
4,joy
5,surprise
6,sadness
7,neutral
8,surprise
9,sadness
10,sadness
11,neutral
12,joy
1,"Forward--Stop! Okay, back--Stop! Okay, forward--Stop! Stop! Stop! (Command) - **anger**"
2,(Statement Non Opinion) - **neutral**
3,(Statement Non Opinion) - **neutral**
4,(Statement Opinion) - **neutral**
5,Okay? (Backchannel) - **neutral**
6,(Agreement) - **joy**
7,Haul ass!!! (Others) - **joy**
1,neutral
2,neutral
3,joy
4,anger
5,neutral
6,disgust
7,joy
1,**fear**
2,**neutral**
3,**joy**
4,**anger**
5,**neutral**
6,**joy**
7,**neutral**
1,neutral
2,neutral
3,neutral
4,neutral
5,neutral
6,anger
7,joy
8,joy
9,surprise
10,joy
11,joy
12,disgust
13,anger
14,anger
1,joy
2,neutral
3,neutral
4,neutral
5,sadness
6,surprise
7,joy
1,- Ross - Ni-chou chi-ma! (Others) - [joy]
2,(Greeting) - [neutral]
3,(Greeting) - [neutral]
4,(Greeting) - [joy]
5,(Statement Opinion) - [neutral]
6,"What did, what did he say? (Question) - [surprise]"
7,(Answer) - [neutral]
8,(Statement Opinion) - [joy]
1,joy
2,joy
3,disgust
4,joy
5,neutral
6,joy
7,neutral
8,joy
9,joy
10,sadness
11,neutral
12,neutral
13,surprise
14,anger
15,sadness
16,sadness
17,neutral
1,joy
2,fear
3,neutral
4,sadness
5,joy
6,anger
7,neutral
1,anger
2,surprise
3,anger
1,anger
2,anger
3,surprise
4,joy
5,anger
6,joy
7,anger
1,disgust
2,joy
3,sadness
4,anger
5,anger
6,joy
7,neutral
8,joy
9,surprise
10,joy
11,joy
12,joy
13,joy
1,surprise
2,joy
3,surprise
4,joy
5,disgust
6,neutral
7,neutral
1,frustration
2,neutral
3,neutral
4,neutral
5,neutral
6,neutral
7,neutral
1,neutral
2,neutral
3,neutral
4,neutral
5,neutral
6,neutral
7,fear
8,fear
9,neutral
10,neutral
11,fear
12,disgust
13,joy
14,neutral
15,neutral
16,joy
17,anger
18,disgust
1,neutral
2,joy
3,surprise
4,surprise
5,neutral
6,neutral
7,neutral
8,neutral
9,joy
10,fear
11,sadness
12,joy
1,neutral
2,anger
3,neutral
4,anger
5,anger
6,neutral
7,neutral
8,anger
9,joy
10,anger
1,disgust
2,joy
3,anger
4,neutral
5,anger
6,neutral
7,anger
8,joy
9,surprise
10,sadness
11,anger
12,anger
13,fear
14,sadness
15,neutral
16,neutral
1,anger
2,neutral
3,anger
4,sadness
5,joy
6,neutral
7,neutral
8,sadness
9,neutral
10,joy
11,neutral
12,anger
13,anger
14,anger
15,anger
16,neutral
1,(Statement Non Opinion) - **neutral**
2,What's he gonna do now? (Question) - **fear**
3,I can't watch! (Statement Non Opinion) - **fear**
4,(Others) - **surprise**
5,"Seriously, how can you watch this? (Question) - **disgust**"
6,Aren't you scared? (Question) - **fear**
7,(Answer) - **fear**
1,joy
2,neutral
3,neutral
4,sadness
5,neutral
6,sadness
7,anger
1,neutral
2,anger
3,anger
4,anger
1,neutral
2,anger
3,surprise
4,sadness
5,anger
6,anger
7,sadness
8,anger
9,neutral
10,"determination (not listed, closest is neutral)"
11,neutral
12,anger
1,joy
2,surprise
3,neutral
4,joy
5,anger
6,sadness
7,neutral
8,joy
9,anger
1,neutral
2,neutral
3,neutral
4,sadness
5,anger
1,surprise
2,joy
3,neutral
4,anger
5,neutral
6,disgust
7,neutral
8,anger
9,joy
1,neutral
2,neutral
3,surprise
4,neutral
5,neutral
6,neutral
7,sadness
8,neutral
9,anger
10,neutral
11,joy
12,neutral
13,neutral
14,joy
15,neutral
16,neutral
17,anger
18,neutral
19,disgust
1,anger
2,neutral
3,anger
4,surprise
5,sadness
1,neutral
2,neutral
3,neutral
4,neutral
1,neutral
2,surprise
1,anger
2,joy
3,surprise
4,neutral
1,anger
2,joy
3,joy
4,joy
5,joy
6,anger
7,neutral
8,anger
9,neutral
10,anger
11,neutral
1,- **fear**
2,- **anger**
3,- **anger**
4,- **neutral**
5,- **neutral**
6,- **joy**
7,- **neutral**
8,- **joy**
9,- **anger**
1,joy
2,sadness
3,sadness
4,fear
5,surprise
6,neutral
7,neutral
8,neutral
9,joy
10,disgust
11,neutral
12,neutral
13,neutral
14,joy
15,neutral
16,neutral
17,fear
18,anger
19,neutral
1,anger
2,surprise
3,sadness
4,disgust
5,joy
6,anger
7,anger
8,anger
9,fear
10,neutral
11,sadness
12,surprise
13,joy
1,anger
2,joy
3,neutral
4,sadness
5,neutral
6,sadness
7,neutral
8,surprise
9,surprise
10,surprise
11,fear
12,joy
13,anger
14,surprise
15,anger
16,sadness
17,anger
1,joy
2,anger
3,neutral
1,disgust
2,neutral
3,surprise
4,sadness
5,joy
6,neutral
7,neutral
1,joy
2,neutral
3,joy
4,fear
5,neutral
6,joy
7,joy
8,joy
9,joy
1,surprise
2,sadness
3,anger
4,neutral
5,anger
6,anger
7,surprise
8,neutral
9,neutral
10,neutral
11,neutral
12,joy
13,neutral
14,neutral
15,neutral
16,neutral
1,neutral
2,joy
3,neutral
1,neutral
2,joy
3,neutral
4,joy
5,surprise
6,neutral
7,disgust
8,neutral
9,disgust
10,neutral
11,joy
12,joy
13,neutral
14,neutral
15,anger
16,anger
17,anger
18,neutral
19,neutral
20,neutral
21,neutral
1,disgust
2,surprise
3,neutral
1,neutral
2,joy
3,neutral
4,neutral
5,neutral
6,sadness
7,neutral
8,surprise
9,neutral
10,surprise/disgust
11,neutral
12,neutral
13,sadness/worry
14,sadness/worry
15,sadness/worry
16,neutral
1,neutral
2,joy
3,surprise
4,neutral
1,neutral
2,neutral
3,anger
4,neutral
5,neutral
6,disgust
7,sadness
8,joy
9,joy
10,neutral
11,neutral
12,joy
13,joy
1,joy
2,neutral
3,anger
4,neutral
5,neutral
6,neutral
7,anger
8,joy
9,joy
10,surprise
11,neutral
12,surprise
13,surprise
14,surprise
15,surprise
16,joy
17,neutral
18,joy
19,sadness
20,neutral
21,joy
22,fear
23,neutral
24,fear
25,sadness
26,surprise
1,- **sadness**
2,- **neutral**
3,- **neutral**
4,- **neutral**
5,- **sadness**
6,- **neutral**
7,- **neutral**
8,- **sadness**
9,- **sadness**
1,surprise
2,fear
3,sadness
4,joy
5,neutral
6,anger
7,joy
8,neutral
9,joy
10,sadness
11,joy
12,disgust
13,disgust
1,anger
2,surprise
1,surprise
2,neutral
3,surprise
4,anger
5,sadness
6,anger
7,anger
8,anger
9,anger
10,anger
11,anger
12,neutral
13,surprise
14,neutral
15,neutral
16,neutral
17,neutral
18,anger
19,neutral
20,anger
21,neutral
22,anger
1,neutral
2,neutral
3,neutral
4,sarcasm/anger
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,confusion/surprise
11,neutral
12,frustration/sadness
13,neutral
14,neutral/playful
15,neutral
16,neutral
17,neutral
18,hesitation/fear
19,neutral
20,surprise
21,neutral
1,(Statement Non Opinion) - **neutral**
2,"Uh, just a second! (Greeting) - **joy**"
3,"No-no, let me in! (Statement Non Opinion) - **anger**"
4,Phoebe? (Greeting) - **neutral**
5,Yeah! (Backchannel) - **neutral**
6,Can you just hold on for one minute? (Question) - **neutral**
7,"No, you have to let me in right now!! (Answer) - **anger**"
8,Are you alone? (Question) - **neutral**
9,Yes! (Answer) - **neutral**
10,(Statement Non Opinion) - **neutral**
1,anger
2,anger
3,sadness
4,sadness
5,joy
6,anger
7,anger
1,- Joey - Y'know what? (Question) - **neutral**
2,Umm? (Backchannel) - **neutral**
3,(Statement Opinion) - **joy**
4,(Statement Non Opinion) - **anger**
1,anger
2,neutral
3,joy
4,disgust
5,anger
6,disgust
7,neutral
8,neutral
9,anger
10,anger
11,surprise
12,sadness
13,sadness
14,neutral
15,neutral
1,sadness
2,fear
3,fear
4,neutral
5,sadness
6,neutral
7,joy
8,anger
9,surprise
10,anger
11,joy
12,anger
13,sadness
14,disgust
15,sadness
16,anger
1,fear
2,neutral
3,disgust
4,anger
5,neutral
6,joy
7,neutral
8,joy
9,anger
10,surprise
11,neutral
1,anger
2,anger
1,- Phoebe - **neutral**
2,- Chandler - **neutral**
3,- Monica - **neutral**
4,- Chandler - **sadness**
5,- Joey - **neutral**
6,- Chandler - **neutral**
7,- Monica - **neutral**
8,- Chandler - **anger**
9,- Monica - **anger**
10,- Chandler - **anger**
11,- Phoebe - **joy**
1,anger
2,neutral
3,surprise
4,neutral
5,neutral
6,sadness
7,joy
8,neutral
9,joy
10,surprise
11,fear
12,joy
13,joy
14,joy
15,joy
1,joy
2,joy
3,sadness
4,sadness
5,neutral
6,joy
7,joy
8,sadness
1,anger
2,joy
3,surprise
4,neutral
5,disgust
6,joy
7,sadness
8,sadness
9,joy
10,sadness
11,neutral
12,joy
13,joy
1,neutral
2,joy
3,neutral
4,neutral
5,neutral
6,neutral
1,joy
2,joy
3,joy
4,joy
5,neutral
1,neutral
2,neutral
3,sadness
4,neutral
5,neutral
6,surprise
7,anger
1,joy
2,anger
3,neutral
4,joy
5,surprise
6,joy
7,neutral
8,neutral
9,surprise
10,joy
11,surprise
12,neutral
13,neutral
1,anger
2,sadness
3,anger
4,sadness
5,surprise
6,neutral
7,joy
8,joy
9,surprise
10,neutral
11,joy
12,sadness
13,sadness
14,surprise
15,sadness
16,surprise
17,sadness
18,disgust
19,neutral
20,neutral
21,neutral
22,joy
1,neutral
2,neutral
3,anger
4,sadness
1,joy
2,joy
3,joy
4,neutral
5,joy
6,joy
7,anger/disgust
8,sadness
9,neutral
10,neutral
11,neutral
12,neutral
1,neutral
2,neutral
3,joy
4,"sarcasm (closest to disgust or neutral, but not a perfect fit)"
5,anger
6,joy
7,joy
8,joy
9,neutral
10,joy
1,neutral
2,neutral
3,sadness
4,neutral
5,sadness
6,anger
7,joy
8,joy
9,neutral
1,- anger
2,- neutral
3,- anger
4,- surprise
5,- neutral
6,- neutral
7,- joy
8,- neutral
9,- anger
10,- anger
11,- joy
12,- neutral
13,- anger
14,- anger
15,- sadness
16,- sadness
1,surprise
2,surprise
3,fear
4,neutral
5,joy
1,neutral
2,joy
3,neutral
4,sadness
5,neutral
6,neutral
7,joy
8,surprise
9,neutral
10,neutral
11,neutral
12,neutral
13,neutral
14,surprise
15,anger
16,surprise
17,neutral
18,disgust
19,neutral
20,neutral
21,disgust
22,neutral
23,"sarcasm (Note: ""sarcasm"" is not in the provided list; the closest option is ""neutral"")"
"For sentence 23, if strictly limited to the given options, ""neutral"" would be the default, but the tone suggests sarcasm, which isn't listed",
1,neutral
2,joy
3,neutral
4,sadness
5,neutral
6,neutral
7,joy
8,surprise
9,neutral
10,neutral
11,neutral
12,neutral
13,neutral
14,surprise
15,anger
16,surprise
17,neutral
18,disgust
19,neutral
20,neutral
21,disgust
22,neutral
23,neutral
1,neutral
2,joy
3,neutral
4,surprise
5,neutral
6,anger
7,sadness
8,surprise
9,sadness
10,neutral
11,neutral
12,neutral
13,neutral
14,sadness
15,anger
16,neutral
17,surprise
18,neutral
1,joy
2,joy
3,neutral
4,sadness
5,neutral
6,neutral
7,surprise
8,neutral
9,anger
10,neutral
11,disgust
12,fear
1,surprise
2,joy
3,sadness
1,neutral
2,surprise
3,neutral
4,joy
5,neutral
6,neutral
7,neutral
8,neutral
1,(Answer) - **neutral**
2,Oh! (Backchannel) - **surprise**
3,Oh God (Backchannel) - **fear**
4,(Statement Non Opinion) - **neutral**
5,"Oh-oh, that's a risky little game! (Statement Opinion) - **anger**"
6,Are you really gonna do this? (Question) - **fear**
7,I'm gonna have a baby! (Answer) - **joy**
8,With who? (Question) - **surprise**
9,(Statement Non Opinion) - **sadness**
1,- sadness
2,- anger
3,- surprise
4,- neutral
5,- anger
6,- neutral
7,- surprise
8,- neutral
1,anger
2,anger
3,anger
4,neutral
5,anger
6,neutral
7,neutral
8,neutral
9,sadness
1,joy
2,anger
3,neutral
4,joy
5,anger
6,anger
7,neutral
8,anger
9,neutral
10,anger
11,neutral
1,joy
2,neutral
3,joy
4,neutral
1,surprise
2,neutral
3,sadness
4,sadness
5,sadness
6,sadness
7,neutral
8,joy
9,joy
10,anger
1,surprise
2,neutral
3,neutral
4,joy
5,joy
6,joy
7,neutral
8,joy
9,neutral
10,neutral
11,neutral
12,anger
13,anger
14,anger
15,anger
16,neutral
1,(Statement Non Opinion) - **neutral**
2,Geller? (Question) - **neutral**
3,(Question) - **surprise**
4,(Statement Non Opinion) - **neutral**
5,(Statement Non Opinion) - **neutral**
1,(Statement Non Opinion) - **neutral**
2,(Acknowledge) - **neutral**
3,(Command) - **neutral**
4,(Agreement) - **joy**
5,(Greeting) - **neutral**
6,(Statement Non Opinion) - **neutral**
7,(Statement Non Opinion) - **neutral**
8,(Statement Non Opinion) - **neutral**
9,(Statement Opinion) - **sadness**
10,(Agreement) - **joy**
11,(Statement Non Opinion) - **neutral**
12,(Backchannel) - **surprise**
13,(Statement Non Opinion) - **neutral**
1,""" (Statement Non Opinion) - **joy**"
2,""" (Statement Opinion) - **joy**"
3,""" (Agreement) - **neutral**"
4,"Ledbetter - ""I wonder if it's time for you to rejoin our team at the museum?"" (Question) - **neutral**"
1,surprise
2,joy
3,neutral
4,neutral
5,surprise
6,anger
7,sadness
8,neutral
9,sadness
10,neutral
11,disgust
12,neutral
13,joy
14,surprise
15,joy
16,joy
17,joy
18,joy
19,neutral
20,neutral
21,joy
1,neutral
2,surprise
3,neutral
4,confusion
5,neutral
6,excitement
7,confusion
8,frustration
9,disagreement
10,neutral
11,agreement
12,neutral
13,neutral
14,neutral
15,anger/frustration
16,sadness/apologetic
17,fear/anger
18,neutral
19,neutral
20,neutral
21,neutral
1,neutral
2,joy
3,neutral
4,surprise
5,fear
6,neutral
7,neutral
8,neutral
9,joy
10,neutral
11,neutral
12,neutral
13,neutral
14,neutral
15,neutral
16,joy
17,neutral
1,anger
2,neutral
3,anger
4,neutral
1,neutral
2,neutral
3,neutral
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
9,anger
10,anger
11,sadness
12,neutral
13,neutral
14,neutral
15,neutral
16,anger
17,neutral
18,joy
19,surprise
20,joy
21,anger
22,neutral
1,joy
2,joy
3,neutral
4,anger
5,surprise
6,joy
7,joy
8,neutral
9,neutral
10,joy
11,neutral
12,neutral
13,neutral
14,joy
15,disgust
1,- Rachel - Hey! (Greeting) - **neutral**
2,Hey! (Greeting) - **neutral**
3,"Oh honey, I'm so sorry, you were right, this feels great! (Statement Opinion) - **joy**"
4,"See? And you don't care if people are staring, it's just for a second cause then you're gone! (Statement Non Opinion) - **joy**"
5,"Hey! Look out for the horse! Sorry! (Apology) - **fear** (for the horse warning), **joy** (for the excitement), **apology** (neutral)"
1,neutral
2,neutral
3,joy
4,joy
5,fear
1,neutral
2,surprise
3,fear
4,sadness
5,joy
6,anger
7,disgust
1,anger
2,neutral
3,surprise
4,neutral
5,sadness
6,neutral
7,confusion
8,anger
9,concern
10,sadness
11,neutral
12,neutral
1,joy
2,joy
3,neutral
4,neutral
1,joy
2,joy
3,joy
4,joy
5,neutral
6,joy
7,joy
8,neutral
9,sadness
10,surprise
11,sadness
12,joy
13,sadness
1,neutral
2,joy
3,neutral
4,joy
5,neutral
6,neutral
7,joy
8,neutral
1,anger
2,surprise
3,surprise
4,anger
5,fear
6,anger
7,fear
8,surprise
9,fear
10,anger
11,anger
12,surprise
13,sadness
14,anger
15,anger
16,neutral
1,- neutral
2,- anger
3,- surprise
4,- anger
5,- neutral
6,- joy
7,- surprise
1,- Joey - Bijan for men? Bijan for men? Bijan for men? (Question) - **surprise**
2,So did you hear about the new guy? (Question) - **neutral**
1,neutral
2,neutral
3,neutral
4,neutral
5,anger
6,neutral
7,sadness
8,surprise
9,neutral
10,anger
11,joy
12,neutral
13,sadness
14,neutral
15,sadness
16,sadness
17,neutral
18,neutral
1,- sadness
2,- neutral
3,- sadness
4,- joy
5,- neutral
1,joy
2,surprise
3,joy
4,surprise
5,neutral
6,neutral
7,concern
8,neutral
9,concern
10,sadness
11,regret
12,surprise
13,neutral
