Conversation,Original_Label,DeepSeek
|Now go!|,Statement Non Opinion,Command
|Thanks a lot.|,Greeting,Acknowledge
|See what you did.|,Statement Non Opinion,Command
"|Yeah, listen...|",Command,Acknowledge
|Out|,Command,Statement Non Opinion
"|Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir? Why? What did I say?|",Question,Statement Opinion
"|Well, you just asked if I wanted to go to bed with you tonight.|",Answer,Statement Opinion
|Oh my God! No wonder I get such great service at Cafe Maurice.|,Statement Non Opinion,Statement Opinion
"|Knock, knock, knock, knock, hi.|",Greeting,Greeting
"|Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times.|",Statement Non Opinion,Question
|You didn't say Boutros Boutros Gali.|,Statement Non Opinion,Disegreement
|Boutros Boutros Gali.|,Others,Statement Non Opinion
|He says he was too.|,Statement Non Opinion,Agreement
|Interesting.|,Statement Opinion,Backchannel
|So I was wondering....|,Others,Question
"|Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.|",Statement Non Opinion,Backchannel
"|Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.|",Statement Non Opinion,Statement Opinion
|So you're a chef?|,Question,Question
|I'm also thinking about opening up my own restaurant.|,Answer,Statement Opinion
"|Oh, really.|",Backchannel,Acknowledge
"|Monica, can I talk to you behind my menu, please. What are you doing?|",Question,Command
"|Well, I was having a conversation.|",Answer,Statement Non Opinion
"|Yeah but, Mischa is so interested in you, that Sergei and I haven't been able to say two words to each other.|",Statement Non Opinion,Disegreement
|What do you want me to do? Just sit here silently while you three have a conversation?|,Question,Disegreement
|That would be great. Thank you.|,Answer,Acknowledge
|so we finally get to the top of the mountain and airhead here forgets the camera!|,Statement Non Opinion,Statement Opinion
"|Oh, y'know the same thing happened to me one time.|",Statement Non Opinion,Acknowledge
|When did that happen to you?!|,Question,Question
|Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture--I didn't have my camera!|,Answer,Question
"|Oh yeah. First off all, chasing the Churo guy isn't jogging.|",Statement Opinion,Agreement
"|Oh, this is so good you have got to try it.|",Statement Opinion,Statement Opinion
"|Oh, damn! I got it on my pants.|",Statement Non Opinion,Apology
"|Here, I'll get it.|",Statement Non Opinion,Command
|We'd better take these pants off upstairs or that stain's gonna set.|,Statement Opinion,Command
|Yep. I'm gonna wear these on our date tonight.|,Agreement,Agreement
"|Oh, great!|",Others,Agreement
"|Okay, bye! Oh my God!!|",Greeting,Acknowledge
|That was unbelievable!|,Statement Opinion,Statement Opinion
"|Yeah, wow, sorry Rach.|",Apology,Apology
|I don't believe they're brother and sister.|,Statement Opinion,Statement Opinion
|They're brother and sister!!!|,Statement Non Opinion,Statement Non Opinion
|Action!|,Command,Command
|I found the picture!|,Statement Non Opinion,Acknowledge
|What picture?!|,Question,Question
|The picture of my wife! In your pack!|,Answer,Statement Non Opinion
|You went through my personal property?|,Question,Disegreement
|Why do have a picture of Paulette in your pack?!|,Question,Question
"|Because Vincent, we were lovers. For two years!|",Answer,Statement Opinion
|Cut! Wonderful!|,Apology,Agreement
|Great scene yeah?|,Statement Opinion,Statement Opinion
"|Oh you're awesome! And, in that last speech? You soaked me.|",Apology,Statement Opinion
|Here's your call sheet for tomorrow.|,Statement Non Opinion,Command
|I know.|,Statement Non Opinion,Acknowledge
"|So Chandler, your parents must've been thrilled when you told them you were engaged.|",Statement Opinion,Statement Opinion
"|Oh yeah, I should probably call them.|",Statement Opinion,Acknowledge
|I remember when we first got engaged.|,Statement Non Opinion,Statement Non Opinion
"|Oh, I don't think I ever heard that story.|",Statement Opinion,Disegreement
"|Well, I'd gotten Judy pregnant. I still don't know how that happened.|",Statement Non Opinion,Statement Opinion
|You don't know how that happened?! Your dog thought my diaphragm was a chew toy!|,Statement Non Opinion,Disegreement
|What a sweet story.|,Statement Opinion,Statement Opinion
"|Well, at least you're not hearing it for the first time at your fifth grade Halloween party.|",Statement Non Opinion,Statement Opinion
|What?! They wanted a scary story!|,Statement Non Opinion,Disegreement
"|Anyway, we're really excited about our wedding plans, and well I guess pretty soon we'll be making a big withdrawal from the Monica wedding fund.|",Statement Non Opinion,Statement Opinion
|What?|,Question,Question
"|You tell her Jack, I can't do it.|",Answer,Command
|What happened? You still have the Monica wedding fund don't you?|,Question,Question
"|We have it. Only now, we call it the beach house.|",Answer,Statement Non Opinion
"|After applying the Waxine and linen strips to leg number one,|",Statement Non Opinion,Command
|Did that!|,Statement Non Opinion,Disegreement
|Grasp one of the linen strips by its 'easy grab tab' and pull it off in one quick pain free motion.|,Command,Command
|Okay. Ow!!!!! Ow-oh-oh!|,Others,Acknowledge
|Was it not pain-free?|,Question,Question
"|No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.|",Answer,Disegreement
"|Huh, well, the girls in the satin nighties on the commercial don't seem to think it's that bad.|",Statement Non Opinion,Statement Opinion
|That's because their nerves are probably deadened from being so stupid.|,Statement Opinion,Disegreement
"|But hey, y'know if you don't believe me, please, by my guest.|",Statement Opinion,Disegreement
|Ow-ow-ow-ow! Oh my God!!!|,Others,Others
"|Now umm, remember I'm still learning.|",Statement Non Opinion,Apology
"|One, two, three, four!|",Others,Command
|You know the song! Sing along!|,Statement Non Opinion,Command
|So?|,Question,Question
|No!|,Disagreement,Disegreement
|Oh my God! That's David!|,Statement Non Opinion,Statement Opinion
|David who?|,Question,Question
"|David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!|",Answer,Statement Opinion
|Oh my God!|,Others,Statement Opinion
"|Oh, you say someone's name enough, they turn around.|",Statement Non Opinion,Statement Non Opinion
|Phoebe?|,Others,Question
|David! What-what are you doing here? Aren't you supposed to be in Russia?|,Question,Question
"|Yeah, I'm just, I'm just in town for a conference. Umm,|",Answer,Statement Non Opinion
|Well... Yeah. You look great too. Did you get a haircut?|,Question,Acknowledge
|Yeah. Well I-I got like thirty of them.|,Answer,Acknowledge
|Yeah.|,Backchannel,Acknowledge
|Yes! Santa's coming!|,Statement Non Opinion,Agreement
"|Hey, uh, I'm really, really sorry about what happened in the cafeteria today.|",Apology,Apology
"|It's no big deal. Hey, y'know, you do what you gotta do. Right?|",Question,Acknowledge
"|But hey, it's not just me, I mean the scientists and the tour guides|",Statement Non Opinion,Statement Opinion
|Whatever.|,Others,Disegreement
"|Okay, Mon, back me up here.|",Command,Command
"|Where you work the uh, waiters eat with the waiters, right?|",Question,Question
"|And the chefs eat with the other chefs, right?|",Question,Question
|I eat by myself in the alley because everybody hates me.|,Answer,Statement Opinion
"|Look, Ross, really it's-it's no big deal.|",Statement Opinion,Apology
"|Y'know you wear a white coat, I wear a blue blazer, if that means we can't be friends at work, then so be it.|",Statement Opinion,Disegreement
"|Y'know, hey I understand.|",Statement Non Opinion,Acknowledge
|Y'know?|,Backchannel,Question
"|Hey, when I'm in a play and you're in the audience, I don't talk to you, right?|",Statement Non Opinion,Question
"|So it's y'know, it's uh, it's cool.|",Statement Opinion,Statement Opinion
|I'll see you tomorrow.|,Statement Non Opinion,Statement Non Opinion
"|Yeah, when we're in the audience he doesn't talk to us, but he does wave.|",Statement Non Opinion,Acknowledge
|You did look like an idiot.|,Statement Opinion,Disegreement
"|Hey, I wasn't the only one who looked like an idiot.|",Statement Opinion,Statement Opinion
|All right?|,Backchannel,Acknowledge
"|Remember when Ross tried to say, ""Butternut squash?""|",Statement Non Opinion,Question
"|And it came out, ""Squatternut buash?""|",Statement Non Opinion,Question
|Yeah that's the same.|,Statement Opinion,Acknowledge
|That's it. That's my worse Thanksgiving.|,Statement Opinion,Statement Opinion
|Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?|,Question,Question
"|Umm, I-I really don't want to tell this story.|",Answer,Acknowledge
"|Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about.|",Statement Opinion,Statement Opinion
"|Y'know, for me anyway.|",Others,Statement Opinion
"|And of course, the Indians.|",Statement Non Opinion,Statement Opinion
"|Look umm, of all people, you do not want me to tell this story!|",Statement Opinion,Statement Opinion
"|Hi, guys.|",Greeting,Greeting
|Hi! Phoebe.|,Greeting,Greeting
|Hi Phoebe.|,Greeting,Greeting
"|I-I wanted to apologise if I--y'know seemed a tad edgy yesterday at my shower. Y'know it's just the hormones, y'know.|",Apology,Apology
|No we|,Backchannel,Disegreement
|Hormones.|,Others,Statement Non Opinion
"|hormones, yeah.|",Agreement,Backchannel
|Your parents'?|,Question,Question
"|Yeah, they're out of town.|",Answer,Acknowledge
|Ohh.|,Backchannel,Backchannel
"|Yeah-yeah, it's this|",Others,Acknowledge
|Yeah that works.|,Statement Opinion,Agreement
|They-they-they can smell fear.|,Statement Non Opinion,Statement Opinion
|Bing! Ho! And the Bing-ette!|,Others,Statement Non Opinion
"|Honey, you remember my boss Doug right?|",Question,Question
"|Yes, hi.|",Answer,Greeting
"|Hi. So good news, the divorce is final. I signed the papers this A.M.|",Statement Non Opinion,Statement Non Opinion
"|I didn't know you and Carol were getting divorced, I'm sorry.|",Statement Non Opinion,Apology
"|Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!|",Greeting,Apology
|No leg-chewing for us sir.|,Statement Non Opinion,Command
"|Oh well, give it time.|",Statement Opinion,Acknowledge
"|So the divorce, the marriage, we've got a lot to celebrate.|",Statement Opinion,Statement Opinion
|How about we all go out to dinner tomorrow night?|,Question,Question
"|Tomorrow night it is then, I should be out of court by six.|",Answer,Agreement
|They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!|,Statement Non Opinion,Statement Opinion
"|Okay, I'll see you tomorrow!|",Statement Non Opinion,Acknowledge
"|Just so you know, we're not seeing him tomorrow.|",Statement Non Opinion,Statement Non Opinion
|I-I cannot spend another evening with that man.|,Statement Opinion,Disegreement
|Do you remember how he behaved at our wedding?|,Question,Question
|No.|,Answer,Statement Non Opinion
|That's because he wasn't invited because of the way he behaved at our engagement party.|,Statement Opinion,Statement Opinion
"|Oh yeah. Boy, urine cuts|",Agreement,Acknowledge
"|Now maybe you just like wanna but the whole duck in there! Who cares, y'know? Now I got the legs|",Others,Statement Opinion
"|How many times have I told you guys, you|",Statement Opinion,Command
|Hi Chandler.|,Greeting,Greeting
|Hey!|,Greeting,Greeting
"|Uh, listen, I need that broiling pan that Joey borrowed the other day.|",Statement Non Opinion,Command
"|Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.|",Statement Non Opinion,Acknowledge
|William Sonoma|,Others,Statement Non Opinion
|Expect it in 4-6 weeks.|,Statement Non Opinion,Statement Non Opinion
"|Umm, hey, umm, Joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves.|",Statement Non Opinion,Backchannel
"|Yeah, so?|",Question,Disegreement
"|Well I just, thought maybe you'd wanna book some time with the best you'd ever had.|",Answer,Statement Opinion
"|Y'know what, champ? I think I'll pass.|",Statement Opinion,Statement Opinion
|Why?|,Question,Statement Non Opinion
|Why?|,Question,Statement Non Opinion
|What's your point?|,Question,Question
"|So uh, what's your name?|",Question,Question
|It's Jake.|,Answer,Statement Non Opinion
"|Joey. Hey Jake, do you like the Knicks?|",Question,Question
"|Yeah, big fan.|",Answer,Agreement
"|Me too! There's a game on Tuesday, do you wanna go?|",Question,Agreement
|Yeah that would be great! Let me make sure I'm not doing anything Tuesday.|,Answer,Agreement
|Ugh. Ross!|,Greeting,Disegreement
|Hi! Sorry I'm late. Were you sleeping?|,Question,Apology
"|Ahh, nooo!!|",Answer,Disegreement
"|Oh, great!|",Statement Opinion,Agreement
"|Listen, oh I had to get you a whole new battery.|",Statement Non Opinion,Command
"|I got you the best one I could, 'cause that's not where you want to skimp.|",Statement Non Opinion,Statement Opinion
"|You're a genius, Ross.|",Statement Opinion,Statement Opinion
"|Yeah, well it came to about $112, but what the hell, just call it an even 110?|",Statement Non Opinion,Agreement
"|Okay, I'll pay you tomorrow.|",Statement Non Opinion,Agreement
"|So they ah, they all took off, it was pretty hard watching them go, y'know?|",Statement Non Opinion,Statement Opinion
"|Yeah, okay, bye.|",Greeting,Acknowledge
|So I'm gonna take off then!|,Statement Non Opinion,Statement Non Opinion
"|Hey! Oh right, tonight was your party.|",Statement Non Opinion,Greeting
"|Oh wow, you look great! Glad you could make it.|",Statement Opinion,Statement Opinion
"|Oh well, y'know, the gala had to end sometime.|",Statement Non Opinion,Statement Opinion
"|Don't go anywhere, I'll be right back.|",Command,Command
"|Yeah, sure. All right, whose court is the ball in now?|",Question,Agreement
|I thought there wasn't a ball?|,Question,Question
"|Oh, come on! He's glad that I came, he doesn't want me to go anywhere, balls flying all over the place!|",Statement Opinion,Disegreement
"|Rachel, this is my friend Tom.|",Statement Non Opinion,Greeting
"|Oh, go on! You telling people about me?|",Question,Command
|You two could really hit it off! I'm gonna go mingle.|,Statement Opinion,Statement Opinion
|So you work at|,Statement Non Opinion,Question
"|Yeah, okay, at ease solider!|",Command,Acknowledge
|I'm sorry?|,Apology,Apology
"|No, it's all right, you can just drop the act Tommy.|",Statement Opinion,Disegreement
"|I'm gonna go talk to uh, a friend.|",Statement Non Opinion,Statement Non Opinion
"|Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""|",Statement Opinion,Acknowledge
|Man! He just keeps lobbing them up and I just keep knocking them right out of the park!|,Statement Non Opinion,Statement Opinion
|I think I need a drink.|,Statement Opinion,Statement Opinion
|Yeah!|,Agreement,Agreement
"|Hey, Pheebs?|",Greeting,Greeting
"|No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!|",Statement Non Opinion,Disegreement
"|Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.|",Apology,Apology
"|And-and I promise, I won't touch a guitar until you say I'm ready.|",Statement Non Opinion,Others
|You really think I'm ready?|,Question,Question
|Uh-huh!|,Answer,Backchannel
|Wow! Cool!|,Statement Opinion,Backchannel
|Was the chord at least right|,Question,Question
|No!|,Answer,Disegreement
"|Well, this has been fun.|",Statement Opinion,Statement Opinion
"|Yes. Yes, thanks for letting me use your phone... and for saving my life.|",Statement Non Opinion,Acknowledge
"|Well, goodbye Chandler. I had a great blackout. See ya.|",Greeting,Greeting
"|Hi, um, I'm account number 7143457.|",Statement Non Opinion,Greeting
"|And, uh, I don't know if you got any of that, but I would really like a copy of the tape.|",Statement Opinion,Statement Opinion
|We're beginning to see a lot of layering of sheer fabrics and colours. For instance a sheer navy blouse over a pink....|,Statement Non Opinion,Statement Opinion
|I'm really glad we came. You're so pretty. I love you.|,Statement Opinion,Statement Opinion
"|Okay, that's a fire. Oh yeah. Oh yeah.|",Statement Non Opinion,Acknowledge
"|Excuse me, I'm sorry, I'm gonna have to call you back, I've got a Schemp in my office.|",Apology,Apology
|What are you doing?|,Question,Question
|I'm sorry.|,Apology,Apology
"|But ah, hey, oh, somebody's off the phone, how 'bout a glass of wine by the fire, I could get it going again.|",Statement Opinion,Statement Opinion
"|Ross you're not listening to me, I don't have time to stop.|",Statement Opinion,Command
"|Come on Rach, you don't have what, ten minutes?|",Question,Command
|I don't have ten minutes!!|,Answer,Disegreement
"|What? Sophie, does she have ten minutes?|",Question,Question
"|Hey, Ross!!! I told you I don't!|",Answer,Greeting
"|Don't yell at me okay, this is the most I've seen you all week.|",Command,Apology
"|Look, I cannot do this right now, okay, I've got a deadline, would you just go home, I'll talk to you later.|",Statement Non Opinion,Command
"|Yeah, but wait...|",Others,Disegreement
|Good bye!|,Greeting,Greeting
"|Actually, that's our three hole punch.|",Statement Non Opinion,Answer
|Oh yeah? When?|,Question,Disegreement
|I'll tell you what.|,Answer,Command
"|When we're 40, if neither one of us are married, what do you say you and I get together and have one?|",Question,Question
|Why won't I be married when I'm 40?|,Question,Question
"|Oh, no, no. I just meant hypothetically.|",Answer,Apology
"|Ok, hypothetically, why won't I be married when I'm 40?|",Question,Question
"|No, no, no.|",Answer,Disegreement
|What is it? Is there something fundamentally unmarriable about me?|,Question,Question
"|Uh, uh.|",Backchannel,Backchannel
|Well?|,Others,Question
|Dear God! This parachute is a knapsack!|,Statement Non Opinion,Statement Non Opinion
|Hey.|,Greeting,Greeting
"|Hey. Ooh, look at you, dressy-dress.|",Greeting,Greeting
|Did you go home and change?|,Question,Question
"|Yeah, well, it's an important day. I wanna look nice. Um, has uh Dr. Franzblau been by?|",Question,Statement Opinion
"|No, I haven't seen him.|",Answer,Answer
"|Well, where is he? He is supposed to be here. What if the baby needs him?|",Question,Question
"|Rachel, what is the deal with you and doctors, anyway? Was, like, your father a doctor?|",Question,Question
"|Yeah, why?|",Answer,Agreement
|No reason.|,Answer,Answer
|I'm the holiday armadillo! I'm a friend of Santa's and he sent me here to wish you a Merry Christmas!|,Statement Non Opinion,Statement Opinion
"|What happened to Santa, Holiday Armadillo?|",Question,Question
"|Yes! Yes! Please, just give it to me!|",Statement Non Opinion,Agreement
"|Yeah, that's her.|",Agreement,Acknowledge
|Thank you.|,Greeting,Acknowledge
|It's unbelievable! I-I can't believe that sign didn't work!|,Statement Opinion,Statement Opinion
|Y'know what would work?|,Question,Question
|Stop making candy!|,Command,Command
|You mean they like you.|,Question,Statement Non Opinion
|Maybe.|,Answer,Statement Opinion
|Is that why you became a chef? So that people would like you?|,Question,Question
"|Oh, you really want to talk about getting people to like you huh, funny man?|",Question,Statement Opinion
"|We were on the platform, ready to dance the world into the new Millennium, and the guy yelled 'CUT!'|",Statement Non Opinion,Statement Non Opinion
"|Uh, wait, so you guys are telling me you actually did the routine from eighth grade?|",Question,Question
"|Yeah. But of course we had to update it a little bit. Hey, by the way, great thinking about catching me!|",Answer,Acknowledge
|Cos I was gonna say there's no way you could've done the end the way you guys did it back then!|,Statement Non Opinion,Disegreement
|What? We could do it!|,Question,Agreement
"|I don't know, I mean you were a lot bigger, I mean, stronger back then.|",Answer,Statement Opinion
"|I can do it, okay? Come on, let's go.|",Statement Non Opinion,Command
"|1, 2, 3, 4, 5, 6, 7, 8|",Others,Statement Non Opinion
|I can't do it!|,Statement Opinion,Apology
"|Now you do that, you're on TV.|",Statement Opinion,Command
|Hey!|,Greeting,Greeting
"|So, what are you guys in the market for? We've got uh, scarves, tulip post cards...|",Question,Question
|Check this out? Huh? Yeah. That's the stuff. What do you think?|,Question,Question
"|Well, I don't have to buy that, ""I'm with stupid"" T-shirt anymore.|",Answer,Disegreement
"|Well, I like it. Here you go.|",Statement Non Opinion,Statement Opinion
"|All right, look, you're not really gonna buy that are you? Don't you think you've embarrassed me enough for one day?|",Question,Disegreement
"|Oh, I embarrass you?|",Question,Apology
|How can I answer that when I'm pretending I don't know you?|,Question,Question
|Oh really? Then how come no one here is wearing them?|,Question,Disegreement
|They're all tourists.|,Answer,Statement Non Opinion
"|All right, look, if you insist on wearing that, in public, y'know, you're gonna spend the rest of the afternoon all by yourself.|",Statement Opinion,Command
|Oh yeah? If you're gonna make me choose between you and the hat? I choose the hat.|,Statement Opinion,Disegreement
|Good choice.|,Agreement,Acknowledge
|Thanks.|,Greeting,Acknowledge
"|Okay, wait. All right, that's it, okay, I'm out of here. I am not going to be embarrassed anymore!|",Statement Non Opinion,Acknowledge
"|So! I'm just an empty vase, huh?|",Question,Statement Opinion
|What?|,Question,Question
"|Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else.|",Answer,Statement Opinion
"|And y'know what, I get excited about stupid stuff, like when I my|",Statement Non Opinion,Statement Opinion
"|Whoa, whoa, whoa.|",Backchannel,Disegreement
|You don't even know me...|,Statement Opinion,Disegreement
"|Whoa, whoa, whoa, the poem is not about you.|",Statement Non Opinion,Disegreement
|What?|,Question,Question
"|The Empty Vase is not about you. My baby, you make me so sad that you would think this.|",Statement Non Opinion,Statement Opinion
"|I'm sorry, my friend Phoebe...|",Apology,Apology
"|No, it's about all women. Well, all American women. You feel better now?|",Question,Disegreement
|Oh yeah.|,Answer,Acknowledge
"|Okay, forward. Forward--Stop! Okay, back--Stop! Okay, forward--Stop! Stop! Stop!|",Command,Command
"|Okay, here's what we're gonna do.|",Statement Non Opinion,Command
"|Okay, I'm gonna break into this mini-van and put it in neutral.|",Statement Non Opinion,Command
|You guys push it forward so Ross can drive out of his spot.|,Statement Opinion,Command
|Okay?|,Backchannel,Acknowledge
"|All right, here we go.|",Agreement,Acknowledge
|Haul ass!!!|,Others,Command
"|So it said that by the year 2030, there'll be computers that can carry out the same number of functions as an actual human brain.|",Statement Non Opinion,Statement Non Opinion
|So theoretically we could download our thoughts and our memories into this computer...|,Statement Non Opinion,Statement Opinion
|...and live forever as a machine!|,Statement Non Opinion,Statement Opinion
"|That's so Janine, you-you-you know what, do you know we're doing right now?|",Question,Statement Opinion
"|You and I, we're interfacing.|",Answer,Statement Non Opinion
"|Yeah, I gotta go.|",Statement Non Opinion,Acknowledge
|Ba dum bumb cheshhh!|,Others,Others
"|David, can you help me?! I'm trying to explain to Chandler how a plane stays in the air.|",Question,Question
"|Oh, certainly. That's a combination of Bernoulli's principle and Newton's third law of motion.|",Answer,Agreement
|See?|,Question,Question
"|Yeah, that's the same as ""it has something to do with wind"".|",Answer,Agreement
"|Alright, I'm gonna go pick up a few things for the trip.|",Statement Non Opinion,Command
"|Oh, I should go, too.|",Statement Opinion,Acknowledge
"|Oh, now... tomorrow do you guys wanna share a cab to the airport or should Mike and I just meet you there.|",Question,Question
"|Oh... Mike's sister just invited me to a party tonight, he's gonna be there.|",Statement Non Opinion,Statement Opinion
"|And she was like ""Oh, don't worry!|",Statement Non Opinion,Apology
|I asked him.|,Statement Non Opinion,Question
"|He's totally ok with seeing you!"".|",Statement Non Opinion,Statement Opinion
|So now I have to go so he'll think that I'm totally ok with seeing him!|,Statement Non Opinion,Statement Opinion
"|Which you're not, because you've totally hung up on him!|",Statement Opinion,Disegreement
|Exactly!|,Agreement,Agreement
|And you're gonna want him to eat his heart out so you're gonna have to look fabulous!|,Statement Opinion,Command
"|I didn't even think about that! Aaargh,|",Statement Opinion,Acknowledge
"|Hey Pheebs, I'm-I'm taking Charlie shopping, why don't you come and I'll help you find something.|",Statement Opinion,Others
"|Ok, that'll be great!|",Agreement,Agreement
"|Oh, ain't that nice? The three of you trying on slutty lingerie together.|",Statement Opinion,Statement Opinion
|That's not what we're gonna do!|,Disagreement,Disegreement
"|Why would you ruin it, who was that hurtin'?|",Question,Disegreement
"|Julie hi! Chandler Bing, I, I guess you remember me.|",Greeting,Greeting
|Hello Skidmark.|,Greeting,Greeting
"|It's a nickname, I'll explain later.|",Statement Non Opinion,Statement Non Opinion
|It's pretty clear.|,Statement Opinion,Statement Non Opinion
"|Ah, uh, I owe you a long overdue apology. I never should have broken up with you because you were overweight.|",Statement Opinion,Apology
|That's why you broke up with me?|,Question,Question
"|You-you-you didn't know that. Well, I guess my work here is done!|",Answer,Statement Opinion
|Ni-chou chi-ma!|,Others,Greeting
"|Ross! Excuse me, pardon me, excuse me....|",Greeting,Command
|Hi everyone.|,Greeting,Greeting
"|I just, I wanted to thank you for our uh, our little talk before.|",Greeting,Acknowledge
"|Well, I was going to, but after I talked to you, I talked to Joey.|",Statement Opinion,Statement Non Opinion
"|What did, what did he say?|",Question,Question
"|Basically he told me to get over myself and just do it, ya know.|",Answer,Statement Opinion
"|So I though about what you said and I though about what he said and, well, his way I get to have sex tonight so.|",Statement Opinion,Statement Opinion
"|Oh, great!|",Others,Agreement
"|We couldn't keep our eyes off each other all night and then every once and a while y'know, he'd kinda lean over and stroke my hair and touch my neck.|",Statement Non Opinion,Statement Opinion
"|Okay, stop it Phoebe, you're getting me all tingly.|",Command,Command
"|All I could think of was y'know, ""Is he gonna kiss me? Is he gonna kiss me?""|",Statement Non Opinion,Statement Opinion
|And did he?|,Question,Question
"|I'm a lady Monica, I don't kiss and tell. But this hickey speaks for itself.|",Answer,Statement Opinion
"|Okay-okay, I got it. I got it.|",Statement Non Opinion,Acknowledge
|I just like him so much that I just feel like I've had 10 drinks today and I've only had six.|,Statement Non Opinion,Statement Opinion
"|Oh, I haven't had that feeling since I first started going out with Chandler.|",Statement Non Opinion,Statement Opinion
"|Wow, I'm never gonna have that feeling again, am I?|",Question,Statement Opinion
|You sound like a guy.|,Statement Opinion,Statement Opinion
"|No, a guy would be saying, ""I'm never gonna get to sleep with anyone else.""|",Statement Opinion,Disegreement
|Oh my God!|,Others,Statement Opinion
|I'm never gonna get to sleep with anyone else!|,Statement Opinion,Statement Opinion
|I've been so busy planning the wedding that I forgot about all the things that I'd be giving up!|,Statement Non Opinion,Statement Opinion
"|I mean, I...I'm never gonna have a first kiss again.|",Statement Non Opinion,Statement Opinion
|You'll have a last kiss.|,Statement Non Opinion,Statement Non Opinion
|Thank you so much for coming back over.|,Statement Non Opinion,Acknowledge
"|Oh good, you're here. Yeah, and I was worried that it was going to be uncomfortable.|",Statement Non Opinion,Acknowledge
"|I know Mona, just hear me out.|",Statement Non Opinion,Statement Opinion
"|First of all, I'm so sorry about my father yelling at you, but I heard you totally held your own.|",Apology,Apology
|You're gonna have to tell me how you did that.|,Command,Question
|Focus.|,Command,Statement Non Opinion
"|Okay. Um...But--Okay, yes Ross and I used to date. And yes we are gonna have a baby. But we are|",Statement Non Opinion,Statement Opinion
|All right where's that turkey!|,Question,Command
|Joey! Those are my maternity pants!|,Statement Non Opinion,Disegreement
|Not now! These are my Thanksgiving pants!|,Statement Non Opinion,Command
|No.|,Disagreement,Statement Non Opinion
|No!|,Disagreement,Disegreement
"|Oh, would you look at that Monica?|",Question,Statement Opinion
"|I just knocked off all of your top scores, how sad.|",Statement Opinion,Statement Opinion
"|Okay, I'm next. Don't! Don't start another game! I said I'm next! Phoebe!|",Command,Command
"|Oh, I'm sorry. I didn't hear you over all the winning.|",Apology,Apology
|Chandler! Phoebe's hogging the game!|,Statement Non Opinion,Disegreement
|Remember I had to leave the room the other day when you had that roast chicken?|,Question,Statement Opinion
|Yeah. But I thought that was because I put the whole thing on my hand and made it walk across the table.|,Answer,Disegreement
"|Anyway, it just doesn't seem worth it to make a whole turkey for just three people. Okay? It's a lot of work.|",Statement Opinion,Statement Opinion
|But you gotta have turkey on Thanksgiving!|,Statement Non Opinion,Statement Opinion
"|I mean, Thanksgiving with no turkey is like-like Fourth of July with no apple pie!|",Statement Opinion,Statement Opinion
|Or Friday with no two pizzas!|,Statement Opinion,Disegreement
|All right fine! If it means that much to you! But just--there's gonna be a ton left over.|,Agreement,Agreement
|No there won't! I promise I will finish that turkey!|,Statement Non Opinion,Disegreement
"|All right, you're telling me you can eat an entire turkey in just one sitting?|",Question,Statement Opinion
|That's right!|,Answer,Agreement
|Cause I'm a Tribbiani!|,Statement Non Opinion,Statement Opinion
|And this is what we do!|,Statement Non Opinion,Statement Opinion
|We can eat!|,Statement Non Opinion,Statement Non Opinion
"|Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube.|",Statement Opinion,Statement Opinion
|Look at this!|,Command,Command
|Oh! You have a window!|,Statement Non Opinion,Statement Opinion
|Yes indeedy! With a beautiful view of...|,Agreement,Agreement
|Oh look! That guy's peeing!|,Statement Non Opinion,Statement Non Opinion
|Hi.|,Greeting,Greeting
|Hi.|,Greeting,Greeting
"|Y'know what? I cannot do this with my left hand! Would you please, help me with this too?|",Statement Non Opinion,Command
|Okay. Let's use this brush.|,Agreement,Acknowledge
|Okay. This stuff?|,Question,Acknowledge
|Yeah.|,Answer,Acknowledge
|All right.|,Agreement,Acknowledge
"|Careful. Light. Okay, do you know how, just sweep it across the lid. Okay? Just sweep it.|",Statement Non Opinion,Command
|Okay-Dokey|,Agreement,Agreement
|Where exactly is your zoo?|,Question,Question
"|Well, it's technically not a zoo per se, it's more of an interactive wildlife experience.|",Answer,Statement Opinion
"|Let me ask you some questions about, is it, uh, Marcel?|",Statement Non Opinion,Question
|Yes.|,Agreement,Agreement
