Conversacion,Original_Label,DeepSeek,,
|You|,Others,Backchannel,,
|Why?|,Question,Question,,
"|Hey, you guys! Look what I found in the giiiiiiift shop. Get up! Get up! Get up!|",Command,Command,,
"|I left a bra drying on the shower rod, you don't think your son will think it's yours and be horribly traumatised?|",Statement Opinion,Question,,
"|Hey, if mommy can have a wife, daddy can have a bra.|",Statement Opinion,Statement Opinion,,
"|Ohh, it's time to go.|",Statement Non Opinion,Statement Non Opinion,,
"|Oh, no-no-no, see, that-that clock's a little fast, uh, we have 17 minutes.|",Statement Non Opinion,Statement Non Opinion,,
"|Huh, what can we do in 17 minutes?|",Question,Question,,
|Twice?|,Others,Question,,
|Well that's ambitious.|,Statement Opinion,Statement Opinion,,
"|Hey, uh, you can ignore that.|",Statement Opinion,Command,,
|That's Carol with your son!|,Statement Non Opinion,Statement Non Opinion,,
"|Morning's here! Sunshine is here! The sky is clear, the morning's here! The morning's here!|",Others,Greeting,,
|HEY!! Do you|,Question,Question,,
|Oh come on! Morning's here! Morning's here! The morning is here! Sunshine is here!|,Others,Greeting,,
|I|,Others,Others,,
|Are you kidding? I love that guy! Morning's here! Morning is here--|,Answer,Agreement,,
|Stop it! I will kill you. I hate the fact that my room is so small.|,Statement Opinion,Command,,
"|Hey, I have all the space I need. Just do what I did.|",Statement Non Opinion,Statement Non Opinion,,
"|Monica, you don't even have a bed, you sleep in a ball on the floor!|",Statement Non Opinion,Statement Opinion,,
|Y'know what? I am|,Statement Non Opinion,Others,,
|I'm sorry. I'm so sorry.|,Apology,Apology,,
|Okay.|,Others,Acknowledge,,
"|See, this is a|",Others,Others,,
|Shut up! This place is a hole!|,Statement Opinion,Disagreement,,
"|All right buddy, time to roll over.|",Statement Non Opinion,Command,,
|No-no!|,Disagreement,Disagreement,,
"|No, no-n-n-n-no!!|",Disagreement,Disagreement,,
|You are going to a clinic!|,Statement Non Opinion,Statement Non Opinion,,
"|You're going to a clinic, and a pyjama store!|",Statement Non Opinion,Statement Non Opinion,,
|Are you under the sheet?|,Question,Question,,
|Yes.|,Answer,Answer,,
"|Great, let's begin. How's the pressure?|",Question,Command,,
|Nice! Wow Phoebe you are good!|,Answer,Statement Opinion,,
"|Stating the obvious, but thank you. And it's not weird is it.|",Question,Statement Opinion,,
|No. Ooohh|,Answer,Acknowledge,,
"|That's right, you just enjoy.|",Statement Non Opinion,Command,,
|Oh. Oh yeah! Ohhhhh! Ohh! Oh yeah!|,Others,Acknowledge,,
|Okay.|,Others,Backchannel,,
|Oh God Phoebe!! Oh that's it! That's it! Right there! Oh! Ooooh-oooh-ooooh|,Others,Acknowledge,,
|Become a drama critic!|,Statement Opinion,Command,,
|I am hurt! A plague on both your houses!|,Statement Non Opinion,Statement Non Opinion,,
"|By the way, he dumped me tonight after he read my review.|",Statement Non Opinion,Statement Non Opinion,,
"|Oh, classy.|",Statement Opinion,Statement Opinion,,
"|Yep! I sure know how to pick 'em, huh? Y'know I gave up a part on a soap for this!|",Statement Non Opinion,Statement Opinion,,
"|Wow! Yeah I ah, I gave up a job too.|",Statement Non Opinion,Statement Non Opinion,,
|Really. What?|,Question,Question,,
"|Uh, de-clawing cats.|",Others,Statement Non Opinion,,
"|Hey, tell ya what.|",Statement Non Opinion,Greeting,,
|Let me walk you home.|,Statement Opinion,Command,,
|We'll stop by every news stand and burn every copy of their Times and the Post.|,Statement Non Opinion,Command,,
|Why the Post?|,Question,Question,,
"|Oh, you didn't see the Post?|",Question,Question,,
|No. You?|,Answer,Answer,,
|No. Why?|,Question,Question,,
|Hi Joey! What are you doing here?|,Question,Greeting,,
"|Uhh, well I've got an audition down the street and I spilled sauce all over the front of my shirt. You got an extra one?|",Question,Answer,,
"|Yeah, sure. Umm...here.|",Answer,Answer,,
|Great. You got anything that's not|,Question,Question,,
"|Yeah, I don't think so Joe.|",Answer,Disagreement,,
"|All right, I guess this will be fine.|",Statement Opinion,Acknowledge,,
"|Hey, listen umm, what-what are you doing tonight?|",Question,Question,,
"|Nothing, why?|",Answer,Answer,,
|How would you feel about taking out my assistant Tag? I'll pay.|,Question,Statement Opinion,,
"|Huh, Rach I got to say it's gonna take a lot of money for me to go out on a date with a dude.|",Answer,Statement Opinion,,
|I'm not asking you to go on a|,Statement Non Opinion,Statement Non Opinion,,
|Really? 'Cause I could kinda use the money.|,Statement Opinion,Statement Opinion,,
"|Joey, just-just he-he's new in town and I know he doesn't have any guy friends.|",Statement Non Opinion,Statement Non Opinion,,
|Just take him to like a ball game or something.|,Statement Opinion,Command,,
|I'll really appreciate it.|,Statement Opinion,Statement Opinion,,
"|Yeah, okay.|",Agreement,Agreement,,
|Yeah?|,Backchannel,Backchannel,,
"|Sure, no problem. Ooh--Hey, donuts!|",Statement Non Opinion,Agreement,,
"|Problem odour in the litter box? Don't change your kitty, change your kitty litter.|",Statement Opinion,Statement Non Opinion,,
"|Sorry, Pheebs.|",Apology,Apology,,
|Yeah. You okay?|,Question,Agreement,,
"|No! Sorry, I just thought you were somebody else. Hi!|",Answer,Apology,,
"|Hi. Well, look, I was just gonna leave a message, isn't tonight your, your big anniversary dinner?|",Question,Question,,
"|Yeah. Well, umm.....|",Answer,Backchannel,,
"|Rach, are you okay?|",Question,Question,,
"|Yeah, I'm fine.|",Answer,Answer,,
"|You wanna talk, I mean I can come over?|",Statement Opinion,Question,,
"|No! Really, no, please, please, that's, that's okay.|",Statement Opinion,Disagreement,,
"|All right, all right, I'm coming over, and I'm bringing Chinese food.|",Statement Non Opinion,Command,,
"|Oh, yeah, I'm not, I'm not hungry.|",Statement Non Opinion,Statement Non Opinion,,
|It's for me.|,Statement Non Opinion,Statement Non Opinion,,
"|Oh. Okay, bye.|",Greeting,Acknowledge,,
"|Come on, pick up, pick up!|",Command,Command,,
|Hello?|,Greeting,Greeting,,
|Transit Authority?|,Question,Question,,
"|Yes, hello.|",Answer,Greeting,,
"|I'm doing research for a book, and I was wondering what someone might do if they left a baby on a city bus.|",Statement Opinion,Question,,
"|Hi, here's the deal.|",Statement Non Opinion,Greeting,,
|We lost a carseat on a bus today.|,Statement Non Opinion,Statement Non Opinion,,
"|It's white plastic, with a handle, and it fits onto a stroller.|",Statement Non Opinion,Statement Non Opinion,,
"|Oh, and there was a baby in it.|",Statement Non Opinion,Statement Non Opinion,,
|He wants to talk to you again.|,Statement Non Opinion,Statement Non Opinion,,
|Hello.|,Greeting,Greeting,,
|I'm sorry I'm a little late.|,Apology,Apology,,
|Whoa|,Others,Backchannel,,
"|Let me start by uh, by introducing myself, I am Professor Geller.|",Statement Non Opinion,Statement Non Opinion,,
"|So to sum up, I'm Professor Geller.|",Statement Non Opinion,Statement Non Opinion,,
"|Good evening, sir.|",Greeting,Greeting,,
|My name is Ross Geller.|,Statement Non Opinion,Statement Non Opinion,,
|I'm one of the people who applied for the apartment.|,Statement Non Opinion,Statement Non Opinion,,
|And I-I realize that the competition is fierce but--I'm sorry.|,Statement Opinion,Apology,,
"|I, I can't help but notice you're naked and I applaud you.|",Statement Non Opinion,Statement Opinion,,
"|Man, I wish I was naked.|",Statement Opinion,Statement Opinion,,
"|I mean, this-this looks so great.|",Statement Opinion,Statement Opinion,,
|That is how God intended it.|,Statement Opinion,Statement Opinion,,
"|Okay, I have to tell you something that I have never admitted during our entire friendship!|",Statement Non Opinion,Statement Non Opinion,,
"|But, when we were in high school I made out with James Farrell even when I knew that you liked him!|",Statement Non Opinion,Statement Non Opinion,,
"|Wow, that feels so good to get off my chest!|",Statement Opinion,Statement Opinion,,
"|Okay, you go!|",Command,Command,,
|My turn? What-what are you talking about?|,Question,Question,,
"|Ugh, Monica, I know about you and Chandler.|",Answer,Statement Non Opinion,,
|What?!|,Question,Question,,
"|I overheard you guys on the phone the other day, and you said, ""I'll just tell Rachel that I'm doing laundry for a couple of hours.""|",Answer,Statement Non Opinion,,
"|And he said, ""Laundry?|",Statement Non Opinion,Statement Non Opinion,,
|Is|,Others,Others,,
|Well. Sounds like you're writing yourself a little play there Rach. Wow! Let me know how that one turns out.|,Statement Non Opinion,Statement Opinion,,
"|Well, I wouldn't know because I got so freaked out that I hung up the phone.|",Statement Non Opinion,Statement Non Opinion,,
"|Well, if you had kept listening, you-you would have heard me call him Mr. Big......ot.|",Statement Non Opinion,Statement Non Opinion,,
|What?!|,Question,Question,,
|Mr. Bigot. He tells the most|,Answer,Statement Non Opinion,,
|All right. So you're telling me that there is nothing going on between you and Chandler.|,Statement Non Opinion,Question,,
|Me and Chandler?!|,Question,Question,,
"|I really thought you making a good point. I mean y'know, until you got cut off.|",Statement Opinion,Acknowledge,,
"|Yeah, what's up with that girl Monica?|",Question,Question,,
|I don't know! I didn't come with her!|,Answer,Answer,,
|All right everybody! Everybody guess what? I just convinced Paul to give us a test next week!|,Statement Non Opinion,Statement Opinion,,
|A test?!!|,Question,Question,,
|Come on! Tests make us all better learners! Oh yeah! We should have essay questions!!|,Statement Opinion,Statement Opinion,,
"|Okay I've got one for you, if you had too which one would you rather eat, a seeing eye dog or a talking gorilla?|",Question,Question,,
"|I'd have to say...the talking gorilla, because at least I can explain to him that you're making me eat him.|",Answer,Answer,,
|Somebody went to college. Wow. What is it? I'm sorry.|,Statement Non Opinion,Acknowledge,,
"|Okay, I hear you loud and clear. Bob will stay put.|",Statement Non Opinion,Acknowledge,,
|I think it's best sir.|,Statement Opinion,Statement Opinion,,
|But we really do need to find someone up here.|,Statement Opinion,Statement Non Opinion,,
|The work is starting to pile up.|,Statement Non Opinion,Statement Non Opinion,,
|I've got a stack of documents on my desk this high.|,Statement Non Opinion,Statement Non Opinion,,
"|Y'know what you should do, just toss 'em in the shedder and claim you never got 'em.|",Statement Opinion,Command,,
|That's a good one.|,Apology,Agreement,,
|What does a guy have to|,Others,Question,,
"|Yeah, yeah, everybody's here. Hey, everybody, say hi to Julie in New Mexico.|",Greeting,Command,,
"|Hi, Julie!|",Greeting,Greeting,,
|Isn't there a national football league.|,Question,Question,,
"|Yes. Yes, there is, they play on Sundays and Monday nights.|",Answer,Answer,,
|Oh shoot! I work Monday nights.|,Statement Non Opinion,Statement Non Opinion,,
"|Umm, this stuffing is amazing. Do you think we should bring them some?|",Question,Statement Opinion,,
"|When they're hungry enough, they'll come in.|",Answer,Statement Opinion,,
"|Hey Joey, you wanted to talk to me?|",Question,Greeting,,
"|I don't know. You uh, you got something for me?|",Question,Question,,
"|Oh, yeah, this is from Rachel.|",Answer,Answer,,
|Ten. Okay. Now Tag there's such a thing as too many women.|,Statement Non Opinion,Statement Opinion,,
|Really?|,Question,Question,,
"|Yeah, for you!|",Answer,Statement Opinion,,
"|Oh, Danielle! I wasn't expecting the machine... Give me a call when you get a chance. Bye-bye. Oh God!|",Statement Non Opinion,Statement Non Opinion,,
|That's|,Others,Backchannel,,
"|Hey, I've been honing!|",Statement Non Opinion,Statement Non Opinion,,
|What was with the dishes?|,Question,Question,,
"|Oh, uh..|",Backchannel,Backchannel,,
|I want her to think I might be in a restaurant.. y'know?|,Answer,Statement Opinion,,
"|I might have some kind of life, like I haven't been sitting around here honing for the past few hours.|",Statement Opinion,Statement Opinion,,
"|Look look! He's doing it again, the guy with the telescope!|",Statement Non Opinion,Statement Non Opinion,,
|Oh my God! Go away! Stop looking in here!|,Command,Command,,
"|Great, now he's waving back.|",Statement Non Opinion,Statement Non Opinion,,
"|Man, we gotta do something about that guy.|",Statement Opinion,Statement Opinion,,
"|This morning, I caught him looking into our apartment.|",Statement Non Opinion,Statement Non Opinion,,
|It creeps me out!|,Statement Opinion,Statement Opinion,,
|I feel like I can't do stuff!|,Statement Opinion,Statement Opinion,,
|What kinda stuff?|,Question,Question,,
"|Will you grow up? I'm not talking about sexy stuff, but, like, when I'm cooking naked.|",Answer,Statement Opinion,,
|You cook naked?|,Question,Question,,
"|Yeah, toast, oatmeal... nothing that spatters.|",Answer,Statement Non Opinion,,
|What are you looking at me for? I didn't know that.|,Question,Statement Non Opinion,,
|Y'know they say a watched pot never beeps.|,Statement Non Opinion,Statement Non Opinion,,
"|It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know.|",Statement Opinion,Statement Opinion,,
|Phoebe why don't you just call her? You obviously want to.|,Statement Opinion,Command,,
|You think you know me so well.|,Statement Non Opinion,Statement Non Opinion,,
"|Well, don't 'cha wanna?|",Question,Question,,
|Yeah.|,Answer,Agreement,,
"|Okay, well I do know you.|",Agreement,Statement Opinion,,
|That's what I said.|,Acknowledge,Acknowledge,,
|Well so?|,Question,Question,,
|I can't.|,Answer,Statement Non Opinion,,
|I can't.|,Answer,Statement Non Opinion,,
"|She dumped me, I mean I totally trusted her and then one day it was 'Okay, bye Pheebs' gone.|",Statement Non Opinion,Statement Opinion,,
"|Y'know what the saddest part is, when we were playing together, that was like the most fun I've ever had in like all my lives.|",Statement Opinion,Statement Opinion,,
"|Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel.|",Statement Non Opinion,Acknowledge,,
"|Oh. Well, hold on camper, are you sure you've thought this thing through?|",Question,Question,,
|It's laundry. The thinking through is minimal.|,Answer,Statement Non Opinion,,
"|It's just you and Rachel, just the two of you? This is a date. You're going on a date.|",Question,Statement Opinion,,
|Nuh-uh.|,Answer,Disagreement,,
|Yuh-huh.|,Disagreement,Disagreement,,
"|So what're you saying here? I should shave again, pick up some wine, what?|",Question,Question,,
"|Well, you may wanna rethink the dirty underwear.|",Answer,Statement Opinion,,
|This is basically the first time she's gonna see your underwear--you want it to be dirty?|,Question,Statement Opinion,,
|No.|,Answer,Disagreement,,
"|Oh, and uh, the fabric softener?|",Question,Statement Opinion,,
"|Ok, ok, now what is wrong with my|",Question,Question,,
"|Ok, so it's just because it was my table, I have to buy a new one?|",Question,Question,,
|That's the rule.|,Answer,Statement Non Opinion,,
"|What rule? There's no rule, if anything, you owe me a table!|",Statement Opinion,Disagreement,,
|How'd you get to that?|,Question,Question,,
"|Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio|",Answer,Statement Opinion,,
|You knew about that?|,Question,Question,,
"|Well, let's just say the impressions you made in the butter left little to the imagination.|",Statement Non Opinion,Statement Opinion,,
"|Ok, ok, How about if we split it?|",Question,Agreement,,
"|What do you mean, like, buy it together?|",Answer,Question,,
|Yeah|,Agreement,Agreement,,
|You think we're ready for something like that?|,Question,Question,,
|Why not?|,Answer,Question,,
"|Well, it's a pretty big commitment, I mean, what if one of us wants to move out?|",Statement Opinion,Statement Opinion,,
"|Why, are you moving out?|",Question,Question,,
|I'm not moving out.|,Answer,Statement Non Opinion,,
|You'd tell me if you were moving out right|,Statement Non Opinion,Question,,
"|Yeah, yeah, it's just that with my last roommate Kip...|",Statement Non Opinion,Acknowledge,,
"|Aw, I know all about Kip!|",Statement Non Opinion,Acknowledge,,
"|It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.|",Statement Non Opinion,Statement Non Opinion,,
"|Well, let me ask you something, was Kip a better roommate than me?|",Question,Question,,
"|Aw, don't do that|",Answer,Command,,
"|Ooh, oh no! I have to go! I have a massage appointment.|",Statement Non Opinion,Statement Non Opinion,,
"|Oh no, stay here we'll keep doing this. I'll pay you.|",Command,Command,,
"|No, I got in trouble for that before. I'll see you later.|",Disagreement,Disagreement,,
|Absolutely. I love the way you kiss.|,Statement Opinion,Agreement,,
|Oh my God! Oh my God! I'm so sorry!|,Apology,Apology,,
"|Aw forget it, it's from|",Statement Non Opinion,Acknowledge,,
|You think you can knock up my daughter and then not marry her?! I'm gonna kill you!!|,Statement Non Opinion,Statement Opinion,,
|Y'know this is actually not a great time for me.|,Statement Opinion,Statement Non Opinion,,
"|Okay! So, we'll just stay married.|",Statement Non Opinion,Agreement,,
"|Yes, exactly!|",Agreement,Agreement,,
|And I will make everyone call me Mrs. Geller!|,Statement Non Opinion,Statement Non Opinion,,
"|Wow! This is so amazing. I uh, I really thought I'd have to talk you into this more.|",Statement Opinion,Statement Opinion,,
|What-wh-what so we'll just stay married forever?!|,Question,Question,,
"|Okay, look, how is this gonna affect you?|",Question,Question,,
|Really?|,Others,Question,,
|I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.!|,Statement Non Opinion,Statement Non Opinion,,
|It's|,Others,Others,,
"|Ohh, okay, I'm sorry.|",Apology,Apology,,
|You're right.|,Statement Opinion,Agreement,,
|Y'know what?|,Others,Backchannel,,
|I'm asking you to do me a favor.|,Statement Non Opinion,Command,,
|You are asking me to be your wife!|,Statement Non Opinion,Statement Non Opinion,,
|And as my wife I think you should grant me this favor.|,Statement Opinion,Statement Opinion,,
|Oh my God!|,Others,Statement Non Opinion,,
"|I know, I know, I'm such an idiot.|",Statement Opinion,Apology,,
"|My brother's going through that right now, he's such a mess. How did you get through it?|",Question,Question,,
"|Well, you might try accidentally breaking something valuable of hers, say her-|",Answer,Statement Opinion,,
|-leg?|,Answer,Question,,
"|That's one way! Me, I- I went for the watch.|",Statement Opinion,Statement Non Opinion,,
|You actually broke her watch?|,Question,Question,,
"|Barry, I'm sorry...|",Apology,Apology,,
|I am so sorry...|,Apology,Apology,,
"|I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju- Hi, machine cut me off again... anyway...|",Statement Opinion,Statement Opinion,,
"|No real-, honey, really it's fine, just g-go with Susan.|",Statement Non Opinion,Acknowledge,,
"|Really, I, no, I think girls night out is a great idea.|",Statement Opinion,Agreement,,
"|Okay, okay, bye|",Greeting,Acknowledge,,
|So what are they doing?|,Question,Question,,
"|I don't know, something girlie.|",Answer,Statement Non Opinion,,
"|Hey, you're early.|",Statement Opinion,Greeting,,
|What are you doing with the lamp?|,Question,Question,,
|I'm just taking it to be re-wired.|,Answer,Statement Non Opinion,,
"|Oh, well don't take it to the same place you took the stereo, 'cause they've had that thing for over a week.|",Statement Opinion,Command,,
"|No, no, Mr. Heckles no one is making any noise up here.|",Statement Non Opinion,Disagreement,,
|You're disturbing my oboe practice.|,Statement Non Opinion,Statement Non Opinion,,
|You don't play the oboe!|,Statement Non Opinion,Disagreement,,
|I could play the oboe!|,Statement Opinion,Statement Opinion,,
|Ohhh! That is soo sweet!|,Apology,Statement Opinion,,
"|Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.|",Statement Opinion,Statement Opinion,,
"|All right that's, that's it!! Get off her!|",Command,Command,,
|What is going on?|,Question,Question,,
|What's going on?! That's what's going on!!|,Answer,Statement Non Opinion,,
|Ross!|,Others,Acknowledge,,
|I have been down in your store for twenty minutes trying to get a tie!|,Statement Non Opinion,Statement Non Opinion,,
|What do I have to do to get some service?!|,Question,Question,,
|Hi Rach.|,Greeting,Greeting,,
|Ross?|,Statement Non Opinion,Greeting,,
|Yeah?|,Backchannel,Acknowledge,,
|Hey it's Mona! From the wedding.|,Greeting,Greeting,,
|Oh hi!|,Greeting,Greeting,,
|Hi!|,Greeting,Greeting,,
|Wow! Uh...how are you?|,Question,Question,,
"|I'm good except umm, you still owe me a dance.|",Answer,Statement Non Opinion,,
"|Oh that's right. Well uh, would you be interested in seeing a Ukrainian film?|",Question,Question,,
|Oh you're serious. Sure!|,Answer,Agreement,,
|Great! Well umm|,Others,Acknowledge,,
|I think I might need one more cup of coffee.|,Statement Opinion,Statement Opinion,,
"|Sure! Uh, let me get it for ya.|",Agreement,Agreement,,
|Okay.|,Others,Acknowledge,,
"|Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.|",Statement Opinion,Apology,,
|Go!|,Command,Command,,
"|What? Hey wait a minute! Phoebe, how do you even know who the father is?|",Question,Question,,
"|I may play the fool at times, but I'm a little more than a pretty blond girl with an ass that won't quit.|",Answer,Statement Opinion,,
|I believe this belongs to the father of your baby.|,Statement Opinion,Statement Non Opinion,,
"|Oh God... Oh, he's in there right now?|",Statement Non Opinion,Question,,
|Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?|,Question,Question,,
"|Uh, let's rip!|",Answer,Agreement,,
|Really? Are you sure?|,Question,Question,,
|Oh Phoebe!|,Backchannel,Acknowledge,,
"|Okay, sorry. Yeah.|",Apology,Apology,,
|Hey Rach.|,Greeting,Greeting,,
"|Hey, thank you so much for these tickets, Chandler.|",Statement Non Opinion,Greeting,,
"|Oh well, this was a really important experience for me, and I wanted to share it with you.|",Statement Non Opinion,Statement Non Opinion,,
"|Oh, you're so wonderful.|",Statement Opinion,Statement Opinion,,
"|It can't be me, I'm standing right here.|",Statement Opinion,Disagreement,,
|Wanna peek?|,Question,Question,,
|No!|,Answer,Disagreement,,
|Come on!|,Command,Command,,
|We're not peeking?|,Question,Question,,
|Well I'm peeking. Oh my God!|,Answer,Statement Non Opinion,,
"|Hello sir, you know Monica.|",Statement Non Opinion,Greeting,,
|Chandler is fantastic!!|,Statement Opinion,Statement Opinion,,
|What?!|,Question,Question,,
|Y'know how people just click?|,Statement Non Opinion,Statement Non Opinion,,
"|Like he came by to pick me up, and I opened the door, and it was just like, click!|",Statement Non Opinion,Statement Non Opinion,,
|Did he tell you?|,Question,Question,,
"|Oh, and he's got such a good heart! Doesn't he have a good heart?|",Question,Statement Opinion,,
"|Oh, I know...|",Answer,Acknowledge,,
"|Oh, I know and he's soo sweet! Listen, he said he was going to call, so put him straight through.|",Answer,Command,,
|Isn't this great?!|,Statement Opinion,Question,,
|Don't spoil it.|,Command,Command,,
|Hi.|,Greeting,Greeting,,
"|Hi, sweetie!|",Greeting,Greeting,,
|Hello.|,Greeting,Greeting,,
"|Hi, Ross.|",Greeting,Greeting,,
"|Yeah, huh.|",Backchannel,Backchannel,,
|I?ve got some bad news.|,Statement Non Opinion,Statement Non Opinion,,
|What?|,Question,Question,,
"|I can get a quick bite to eat, but then I have to come back up here.|",Answer,Statement Non Opinion,,
"|Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?|",Question,Question,,
"|But work comes first! Oh hey, but that?s sad about you though, what happened? Burn out? Burn all out, did ya?|",Question,Statement Opinion,,
"|Nooo, he?s leaving for a better job.|",Answer,Statement Non Opinion,,
"|Oh well that?s great, so I guess this is ah, this is good bye then. Huh? Good bye.|",Greeting,Statement Opinion,,
"|Okay, then.|",Agreement,Acknowledge,,
|Okay.|,Others,Acknowledge,,
|Well we?re gonna miss you around here.|,Statement Opinion,Statement Opinion,,
"|Yeah, me too.|",Agreement,Agreement,,
"|So, see ya on Saturday.|",Greeting,Statement Non Opinion,,
"|Yeah, you bet.|",Agreement,Agreement,,
|Whazzup??|,Question,Greeting,,
"|Seriously dude, 3 years ago.|",Statement Non Opinion,Statement Non Opinion,,
"|Listen, can you do me a favor?|",Question,Question,,
|I'm gonna be out today.|,Statement Non Opinion,Statement Non Opinion,,
"|Can you just keep an eye on Joey, make sure nothing happens between him and Molly?|",Question,Command,,
|You don't trust him?|,Question,Question,,
|I think the check in is that way.|,Statement Opinion,Statement Opinion,,
|Ahh.|,Backchannel,Acknowledge,,
"|Monica face it, Chandler is against marriage. And-and always will be!|",Statement Opinion,Statement Opinion,,
|Well there's some people who do want to marry me.|,Statement Non Opinion,Statement Opinion,,
|There are?|,Others,Question,,
|Yeah! Richard!|,Backchannel,Answer,,
|R-R-Richard said he wants to marry you?! And-and Chandler's tellin' ya how much he hates marriage?!|,Statement Non Opinion,Question,,
|That's right.|,Agreement,Answer,,
|Chandler|,Others,Command,,
|You just told me that he hates marriage!|,Statement Non Opinion,Statement Non Opinion,,
|That-that he's a-a complex fellow who's unlikely to take a wife!|,Statement Non Opinion,Statement Non Opinion,,
|That-that he's against marriage and always will be!|,Statement Non Opinion,Statement Non Opinion,,
|You got|,Others,Acknowledge,,
"|You know you probably didn't know this, but back in high school, I had a, um, major crush on you.|",Statement Non Opinion,Statement Non Opinion,,
|I knew.|,Statement Non Opinion,Acknowledge,,
|You did! Oh.... I always figured you just thought I was Monica's geeky older brother.|,Statement Opinion,Statement Opinion,,
|I did.|,Agreement,Acknowledge,,
|Oh.|,Backchannel,Backchannel,,
"|Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here--but do you think it would be okay if I asked you out?|",Question,Question,,
|Sometime?|,Question,Question,,
|Maybe?|,Question,Question,,
"|Yeah, maybe...|",Answer,Agreement,,
"|Okay... okay, maybe I will...|",Others,Acknowledge,,
"|Well, I just thought it'd make me feel good to do something nice for my friend.|",Statement Opinion,Statement Opinion,,
"|Well, you're amazing.|",Apology,Statement Opinion,,
|Oh no-no-no.|,Disagreement,Disagreement,,
"|A TV as if it appears from nowhere! That's the dream! Man, how did you afford this stuff?|",Question,Statement Opinion,,
"|Well, y'know I'm 29. I mean who needs a savings account.|",Answer,Statement Non Opinion,,
"|Oh, you are the best friends anyone has ever had.|",Statement Opinion,Statement Opinion,,
"|Oh, I don't know.|",Statement Non Opinion,Statement Opinion,,
"|Oh-no-no-no, you are!|",Statement Non Opinion,Disagreement,,
"|You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, I'm gonna do that.|",Statement Opinion,Statement Opinion,,
|You mean with Casey.|,Question,Question,,
"|No-no-no, I think I'm gonna see how things go with Kathy. She's pretty cool.|",Answer,Statement Opinion,,
|Or Casey.|,Others,Statement Opinion,,
"|No-no, Kathy.|",Disagreement,Disagreement,,
|Could be Casey.|,Statement Opinion,Statement Opinion,,
"|No. No, Kathy.|",Disagreement,Disagreement,,
|Consider Casey.|,Statement Opinion,Command,,
|I think somebody's got a little crush on Casey.|,Statement Opinion,Statement Opinion,,
|How 'bout I fix you two up?|,Question,Question,,
|What do you think?|,Question,Question,,
|That all the pieces of my life are falling right into place!|,Answer,Statement Opinion,,
"|Hey, anybody got a length of rope about six feet long with a little nouse at the end?|",Question,Question,,
"|Honey, what's the matter?|",Question,Question,,
|I just saw Janice.|,Answer,Statement Non Opinion,,
"|Cause every time I see your face, I can't help but fall from grace. I know.....|",Others,Statement Non Opinion,,
|Wow! This girl is good.|,Statement Opinion,Statement Opinion,,
"|Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.|",Statement Non Opinion,Acknowledge,,
|I like her.|,Statement Opinion,Statement Opinion,,
|Why? Because she can sing and play guitar and do both at the same time?|,Statement Opinion,Question,,
"|Well, that's pretty much all I'm looking for from these people.|",Statement Non Opinion,Statement Opinion,,
|Look at you. All jealous.|,Statement Non Opinion,Statement Opinion,,
"|Yeah Pheebs, come on, you two have completely different styles. Y'know, she's more.. y'know, and you're more|",Statement Opinion,Agreement,,
|Say you'll stay beside me|,Others,Command,,
"|Okay, see, see, everyone else is happy she's done.|",Statement Non Opinion,Statement Opinion,,
"|Okay, my next song's called: Phoebe Buffay, What Can I Say.|",Statement Non Opinion,Statement Non Opinion,,
"|I Really Loved When We Were Singing Partners, And I Shouldn't Have Left You That Way.|",Statement Opinion,Statement Non Opinion,,
"|Oh no, one of those 'look for the hidden meaning' songs.|",Statement Non Opinion,Statement Opinion,,
"|Yes, hello.|",Greeting,Greeting,,
|I have a question.|,Statement Non Opinion,Statement Non Opinion,,
"|Umm, I used your pen to draw on my friend's face.|",Statement Non Opinion,Apology,,
|A beard and a moustache.|,Statement Non Opinion,Statement Non Opinion,,
|Thank you.|,Greeting,Acknowledge,,
"|No,|",Disagreement,Disagreement,,
|What?! What else did he say?|,Question,Question,,
"|Umm, he said he thought I was funny.|",Answer,Statement Non Opinion,,
"|So... Okay, look-look umm, let's just go downstairs, we'll have some fun, and you will forget all about it.|",Statement Opinion,Command,,
"|Ross, no! There is|",Disagreement,Disagreement,,
"|Oh, come on! Rach, it's-it's not that bad.|",Statement Opinion,Disagreement,,
"|Ross, I am a human doodle!!|",Statement Non Opinion,Statement Opinion,,
"|Look, just because some idiot drew on your face doesn't mean you shouldn't have any fun!|",Statement Opinion,Statement Opinion,,
