Text,DS_emotion
22,Statement Opinion (Declaration of intent)
23,Others (Non-verbal sound - no dialog act)
24,"Command (Instruction: ""Look at it, Joe look"")"
25,"Command (Directive: ""calm yourself"")"
26,"Command (Urging action: ""Believe with me"")"
27,"Command (Reinforcing directive: ""calm yourself"")"
28,Command (Repetition of directive)
29,"Command (Insistent urging: ""don't stop believing"")"
30,"Question (Seeks clarification: ""What does that mean?"")"
31,"Command (Instruction: ""Look at you"")"
32,"Statement Non Opinion (Neutral fact: ""I can't help it"")"
33,""")"
1,Statement Non Opinion
2,Statement Opinion
3,Statement Opinion
4,Statement Opinion
5,Question
6,Answer
7,Question
8,Statement Non Opinion
9,Backchannel
10,Statement Opinion
11,Question
12,Statement Opinion
13,Statement Non Opinion
14,Statement Non Opinion
15,Question
16,Statement Non Opinion
17,Agreement
18,Question
19,Statement Non Opinion
20,Statement Opinion
21,Statement Opinion
22,Apology
23,Others
24,Apology
25,Statement Non Opinion
26,Question
27,Statement Non Opinion
28,Question
29,Statement Non Opinion
30,Question
31,Answer
32,Question
33,Answer
34,Command
35,Statement Non Opinion
36,Statement Opinion
37,Statement Non Opinion
38,Others
39,Question
40,Command
41,Question
42,Statement Non Opinion
43,Question
44,Statement Non Opinion
45,Command
46,Statement Non Opinion
47,Statement Non Opinion
48,Statement Opinion
49,Question
50,Agreement
51,Statement Non Opinion
52,Question
53,Answer
54,Backchannel
55,Statement Non Opinion
56,Statement Non Opinion
57,Statement Non Opinion
58,Statement Opinion
59,Statement Opinion
60,Statement Opinion
61,Statement Opinion
62,Statement Non Opinion
63,Statement Opinion
64,Statement Opinion
65,Statement Opinion
66,Statement Opinion
67,Statement Opinion
68,Question
69,Statement Non Opinion
70,Statement Opinion
71,Question
72,Statement Opinion
73,Others
74,Statement Non Opinion
75,Question
1,Question
2,Question
3,Statement Non Opinion
4,Question
5,Statement Opinion
6,Others
7,Question
8,Question
9,Question
10,Question
11,Question
12,Statement Non Opinion
13,Question
14,Statement Non Opinion
15,Agreement
16,Question
17,Agreement
18,Statement Opinion
19,Question
20,Agreement
21,Question
22,Answer
23,Statement Opinion
24,Question
25,Statement Non Opinion
26,Statement Opinion
27,Statement Opinion
28,Statement Opinion
29,Statement Opinion
30,Statement Non Opinion
31,Statement Non Opinion
32,Question
33,Command
34,Question
35,Statement Non Opinion
36,Agreement
37,Statement Non Opinion
38,Agreement
39,Command
40,Disagreement
41,Question
42,Answer
43,Question
44,Statement Opinion
45,Disagreement
46,Statement Opinion
47,Question
48,Statement Opinion
49,Statement Opinion
50,Statement Non Opinion
51,Others
52,Statement Opinion
53,Statement Opinion
54,Statement Non Opinion
55,Question
56,Answer
57,Acknowledge
58,Statement Non Opinion
59,Statement Non Opinion
60,Statement Non Opinion
61,Statement Non Opinion
62,Statement Non Opinion
63,Statement Opinion
64,Command
65,Statement Non Opinion
66,Statement Non Opinion
67,Statement Non Opinion
68,Statement Non Opinion
69,Statement Non Opinion
70,Statement Opinion
71,Statement Opinion
72,Statement Non Opinion
1,Statement Non Opinion
2,Statement Non Opinion
3,Statement Non Opinion
4,Statement Non Opinion
5,Question
6,Question
7,Question
8,Statement Opinion
9,Statement Opinion
10,Statement Opinion
11,Statement Opinion
12,Statement Opinion
13,Statement Non Opinion
14,Statement Opinion
15,Statement Opinion
16,Statement Opinion
17,Question
18,"Apology (due to ""I'm sorry"")"
19,Question
20,Question (primary intent is interrogative)
21,Question
22,Statement Opinion
23,Statement Opinion
24,Command
25,Statement Non Opinion
26,Question
27,Question (ends with interrogative)
28,Statement Non Opinion
29,Statement Non Opinion
30,Statement Opinion
31,Disagreement
32,Statement Opinion
33,Statement Non Opinion
34,Statement Opinion
35,Statement Non Opinion
36,Disagreement
37,Statement Opinion
38,Statement Non Opinion
39,Statement Non Opinion
40,Statement Non Opinion
41,Statement Non Opinion
42,Question
43,Statement Non Opinion
44,Statement Non Opinion
45,Statement Opinion
46,Statement Non Opinion
47,Statement Non Opinion
48,Statement Non Opinion
49,Question
50,Statement Opinion
51,Agreement
52,Question
53,Answer
54,Question
55,Answer
56,Question
57,Answer
58,Question
59,Question
60,Question
61,Answer
62,Question
63,Answer
64,Question
65,Statement Opinion
66,Statement Non Opinion
67,Statement Opinion
68,Statement Opinion
69,Statement Opinion
70,Statement Non Opinion
71,Question
72,Agreement
73,Statement Opinion
74,Acknowledge
75,Statement Opinion
76,Agreement
77,Question (ends with interrogative)
78,Statement Non Opinion
79,Acknowledge
80,Statement Opinion
81,Question
82,Disagreement
83,Statement Opinion
84,Question (starts with interrogative)
85,Question
86,Answer (primary response)
87,Statement Opinion
88,Statement Opinion
89,Statement Opinion
90,Statement Opinion
91,Statement Non Opinion
92,Statement Non Opinion
93,Statement Non Opinion
94,Statement Non Opinion
95,Statement Non Opinion
96,Statement Non Opinion
97,Question
98,Agreement
99,Apology
100,Command
101,Statement Non Opinion
102,Statement Non Opinion
103,Agreement
"Based on the conversation context and the required dialogical acts (Greeting, Question, Answer, Statement Opinion, Statement Non Opinion, Apology, Command, Agreement, Disagreement, Acknowledge, Backchannel, Others), here is the analysis for each sentence",Each entry corresponds to the numbered sentence:
1,Statement Non Opinion
2,Question
3,Statement Non Opinion
4,Statement Opinion
5,Agreement
6,Question
7,Question
8,Agreement
9,Agreement
10,Statement Opinion
11,Question
12,Statement Non Opinion
13,Statement Opinion
14,Backchannel
15,Backchannel
16,Backchannel
17,Backchannel
18,Question
19,Command
20,Agreement
21,Statement Non Opinion
22,Backchannel
23,Backchannel
24,Statement Non Opinion
25,Backchannel
26,Statement Opinion
27,Statement Opinion
28,Command
29,Statement Opinion
30,Question
31,Agreement
32,Statement Non Opinion
33,Command
34,Command
35,Question
36,Statement Opinion
37,Statement Opinion
38,Agreement
39,Agreement
40,Question
41,Statement Opinion
42,Statement Non Opinion
43,Question
44,Statement Opinion
45,Question
46,Statement Opinion
47,Statement Non Opinion
48,Question
49,Agreement
50,Statement Opinion
51,Statement Opinion
52,Disagreement
53,Statement Opinion
54,Backchannel
55,Command
56,Backchannel
57,Command
58,Statement Non Opinion
59,Statement Non Opinion
60,Statement Opinion
61,Acknowledge
62,Statement Opinion
63,Statement Opinion
64,Question
65,Question
66,Statement Non Opinion
67,Statement Non Opinion
68,Disagreement
69,Statement Opinion
70,Question
71,Statement Non Opinion
72,Statement Opinion
73,Backchannel
74,Statement Non Opinion
75,Question
76,Statement Non Opinion
77,Statement Opinion
78,Statement Non Opinion
79,Backchannel
80,Statement Opinion
81,Backchannel
82,Statement Non Opinion
83,Agreement
84,Statement Opinion
85,Disagreement
1,Backchannel
2,Statement Opinion
3,Statement Non Opinion
4,Statement Opinion
5,Backchannel
6,Statement Opinion
7,Statement Opinion
8,Disagreement
9,Statement Non Opinion
10,Statement Opinion
11,Disagreement
12,Statement Opinion
13,Disagreement
14,Statement Non Opinion
15,Question
16,Question
17,Statement Opinion
18,Question
19,Statement Opinion
20,Statement Opinion
21,Statement Opinion
22,Question
23,Answer
24,Statement Non Opinion
25,Statement Opinion
26,Statement Non Opinion
27,Statement Opinion
28,Disagreement
29,Statement Opinion
30,Statement Opinion
31,Command
32,Statement Opinion
33,Command
34,Answer
35,Question
36,Answer
37,Statement Opinion
38,Command
39,Agreement
40,Disagreement
41,Disagreement
42,Command
43,Statement Opinion
44,Statement Opinion
45,Statement Opinion
46,Statement Non Opinion
47,Disagreement
48,Disagreement
49,Statement Opinion
50,Question
51,Answer
52,Statement Opinion
53,Command
54,Statement Opinion
55,Statement Opinion
56,Disagreement
57,Statement Opinion
58,Statement Opinion
59,Disagreement
60,Statement Opinion
61,Command
62,Question
63,Agreement
64,Command
65,Question
66,Statement Non Opinion
67,Statement Non Opinion
68,Statement Non Opinion
69,Statement Opinion
70,Command
71,Disagreement
72,Statement Opinion
73,Command
74,Disagreement
75,Command
76,Command
77,Command
78,Statement Opinion
79,Statement Opinion
80,Statement Opinion
81,Statement Opinion
82,Statement Non Opinion
83,Statement Non Opinion
84,Command
85,Disagreement
86,Command
1,**Greeting**
2,**Statement Non Opinion**
3,**Question**
4,**Statement Non Opinion**
5,**Question**
6,**Answer**
7,**Statement Non Opinion**
8,**Statement Non Opinion**
9,**Statement Non Opinion**
10,**Apology**
11,**Command**
12,**Statement Non Opinion**
13,**Statement Non Opinion**
14,**Statement Non Opinion**
15,**Question**
16,**Answer**
17,**Statement Non Opinion**
18,**Statement Non Opinion**
19,**Command**
20,**Question**
21,**Answer**
22,**Statement Non Opinion**
23,**Command**
24,**Statement Non Opinion**
25,**Answer**
26,**Statement Non Opinion**
27,**Question**
28,**Statement Non Opinion**
29,**Command**
30,**Command**
31,**Answer**
32,**Statement Non Opinion**
33,**Statement Non Opinion**
34,**Statement Non Opinion**
35,**Statement Non Opinion**
36,**Question**
37,**Statement Non Opinion**
38,**Statement Non Opinion**
39,**Statement Opinion**
40,**Disagreement**
41,**Statement Non Opinion**
42,**Question**
43,**Statement Opinion**
44,**Statement Non Opinion**
45,**Command**
46,**Question**
47,**Answer**
48,**Statement Opinion**
1,Statement Non Opinion
2,Question
3,Statement Non Opinion
4,Question
5,Statement Opinion
6,Statement Opinion
7,Statement Opinion
8,Command
9,Statement Opinion
10,Statement Opinion
11,Statement Opinion
12,Question
13,Statement Non Opinion
14,Statement Opinion
15,Statement Opinion
16,Statement Opinion
17,Statement Opinion
18,Statement Opinion
19,Statement Opinion
20,Statement Opinion
21,Statement Opinion
22,Statement Opinion
23,Statement Opinion
24,Question
25,Statement Non Opinion
26,Acknowledge
- **Statement Non Opinion**: Used for factual assertions without personal views (e,
- **Question**: Direct or rhetorical inquiries seeking information or confirmation (e,
"- **Statement Opinion**: Expresses personal beliefs, feelings, or judgments (e",
- **Command**: A directive or strong urging (e,
- **Acknowledge**: Accepts or concedes a point (e,
1,Greeting
2,Question
3,Command
4,Backchannel
5,Command
6,Command
7,Statement Non Opinion
8,Statement Non Opinion
9,Statement Opinion
10,Statement Opinion
11,Question
12,Statement Non Opinion
13,Statement Non Opinion
14,Statement Non Opinion
15,Statement Non Opinion
16,Question
17,Statement Non Opinion
18,Statement Opinion
19,Statement Non Opinion
20,Backchannel
21,Question
22,Statement Non Opinion
23,Question
24,Agreement
25,Statement Opinion
26,Agreement
27,Agreement
28,Statement Opinion
29,Statement Non Opinion
30,Statement Non Opinion
31,Question
32,Statement Non Opinion
33,Acknowledge
34,Statement Non Opinion
35,Question
36,Statement Opinion
37,Backchannel
38,Statement Non Opinion
39,Statement Opinion
40,Question
41,Statement Non Opinion
42,Agreement
43,Acknowledge
44,Statement Opinion
45,Statement Opinion
46,Statement Opinion
47,Question
48,Agreement
49,Statement Opinion
50,Agreement
51,Command
52,Agreement
53,Backchannel
54,Statement Opinion
55,Statement Non Opinion
56,Agreement
57,Acknowledge
1,Greeting
2,Statement Non Opinion
3,Disagreement
4,Disagreement
5,Statement Non Opinion
6,Answer
7,Statement Opinion
8,Disagreement
9,Statement Opinion
10,Statement Opinion
11,Statement Non Opinion
12,Disagreement
13,Statement Opinion
14,Statement Opinion
15,Statement Opinion
16,Statement Non Opinion
17,Statement Opinion
18,Statement Opinion
19,Question
20,Statement Opinion
21,Statement Opinion
22,Statement Opinion
23,Question
24,Statement Opinion
25,Statement Opinion
26,Statement Opinion
27,Disagreement
28,Disagreement
29,Statement Opinion
30,Disagreement
31,Statement Opinion
32,Acknowledge
33,Statement Opinion
34,Statement Opinion
35,Statement Opinion
36,Statement Opinion
37,Disagreement
38,Statement Opinion
39,Statement Non Opinion
1,Greeting
2,Acknowledge
3,Question
4,Statement Non Opinion
5,Question
6,Statement Non Opinion
7,Question
8,Statement Non Opinion
9,Statement Non Opinion
10,Question
11,Answer
12,Statement Opinion
13,Statement Non Opinion
14,Statement Opinion
15,Command
16,Agreement
17,Statement Non Opinion
18,Statement Opinion
19,Question
20,Acknowledge
21,Statement Opinion
22,Statement Non Opinion
23,Statement Non Opinion
24,Statement Non Opinion
25,Disagreement
26,Question
27,Agreement
28,Statement Non Opinion
29,Statement Opinion
30,Statement Non Opinion
31,Question
32,Others
33,Question
34,Statement Non Opinion
35,Statement Opinion
36,Others
37,Statement Non Opinion
38,Statement Opinion
39,Command
40,Statement Opinion
41,Command
42,Command
43,Command
44,Acknowledge
45,Acknowledge
1,Greeting
2,Statement Non Opinion
3,Statement Opinion
4,Apology
5,Statement Non Opinion
6,Backchannel
7,Statement Non Opinion
8,Statement Opinion
9,Agreement
10,Statement Opinion
11,Statement Opinion
12,Statement Opinion
13,Statement Opinion
14,Backchannel
15,Statement Non Opinion
16,Statement Non Opinion
17,Statement Opinion
18,Statement Opinion
19,Statement Non Opinion
20,Statement Non Opinion
21,Statement Opinion
22,Statement Opinion
23,Agreement
24,Statement Opinion
25,Agreement
26,Acknowledge
27,Statement Opinion
28,Statement Opinion
29,Disagreement
30,Statement Non Opinion
31,Acknowledge
32,Statement Opinion
33,Statement Opinion
34,Statement Opinion
35,Acknowledge
1,Question
2,Statement Non Opinion
3,Backchannel
4,Statement Opinion
5,Question
6,Answer
7,Backchannel
8,Backchannel
9,Statement Opinion
10,Acknowledge
11,Agreement
12,Statement Non Opinion
13,Statement Opinion
14,Agreement
15,Backchannel
16,Statement Non Opinion
17,Backchannel
18,Statement Non Opinion
19,Statement Non Opinion
20,Statement Non Opinion
21,Backchannel
22,Statement Opinion
23,Statement Opinion
24,Statement Opinion
25,Statement Opinion
26,Question
27,Answer
28,Statement Opinion
29,Statement Opinion
30,Statement Opinion
31,Backchannel
32,Backchannel
33,Statement Opinion
34,Statement Non Opinion
35,Statement Opinion
36,Statement Opinion
37,Question
38,Statement Opinion
39,Statement Opinion
40,Question
41,Answer
42,Statement Opinion
43,Statement Non Opinion
44,Statement Non Opinion
45,Backchannel
46,Statement Non Opinion
47,Backchannel
48,Statement Opinion
49,Statement Non Opinion
50,Statement Non Opinion
51,Others
52,Acknowledge
53,Backchannel
54,Statement Opinion
55,Statement Non Opinion
56,Statement Non Opinion
57,Others
58,Statement Opinion
59,Statement Opinion
60,Statement Non Opinion
61,Statement Opinion
62,Statement Opinion
63,Statement Opinion
64,Statement Non Opinion
65,Statement Opinion
66,Others
67,Statement Non Opinion
68,Statement Non Opinion
69,Statement Opinion
70,Command
71,Agreement
72,Others
1,Statement Non Opinion (expressing a factual situation without personal judgment)
2,Acknowledge (confirming receipt of information)
3,Backchannel (minimal response showing attention)
4,Question (seeking information)
5,Statement Non Opinion (describing an attempt/action)
6,Acknowledge (validating the user's experience)
7,Statement Non Opinion (explaining a policy factually)
8,Statement Non Opinion (continuing factual explanation)
9,Question (requesting confirmation)
10,Question (seeking approval)
11,Statement Non Opinion (stating capability)
12,Command (issuing an instruction/request)
13,Agreement (accepting the proposal)
14,Statement Non Opinion (providing factual details)
15,Statement Opinion (expressing personal preference/concern)
16,Agreement (affirming understanding)
17,Statement Non Opinion (factual description of service)
18,Statement Non Opinion (continuing factual assurance)
19,Backchannel (transitional acknowledgment)
20,Backchannel (minimal response)
21,Statement Non Opinion (stating a plan neutrally)
22,Backchannel (minimal response)
23,Statement Non Opinion (neutrally describing preference)
24,Question (seeking specific information)
25,Answer (directly responding to a question)
26,Statement Non Opinion (declaring action)
27,Question (requesting confirmation)
28,Question (seeking preference)
29,Statement Opinion (expressing a subjective choice)
30,Statement Non Opinion (offering a factual option)
31,Agreement (accepting the suggestion)
32,Question (requesting preference)
33,Answer (responding vaguely but directly)
34,Statement Non Opinion (providing flight details)
35,Statement Non Opinion (continuing factual explanation)
36,Question (seeking information about services)
37,Statement Non Opinion (factually describing inclusions)
38,Statement Non Opinion (further factual assurance)
39,Statement Opinion (expressing gratitude and comparison)
40,Statement Non Opinion (neutrally explaining policy)
41,Question (confirming completion)
42,Statement Non Opinion (concluding neutrally)
43,Acknowledge (confirming the end)
44,Statement Non Opinion (closing remark)
1,**Question**
2,**Statement Non Opinion**
3,**Question**
4,**Statement Non Opinion**
5,**Question**
6,**Statement Non Opinion**
7,**Question**
8,**Statement Non Opinion**
9,**Question**
10,**Answer**
11,**Question**
12,**Question**
13,**Statement Opinion**
14,**Question**
15,**Statement Opinion**
16,**Question**
17,**Statement Opinion**
18,**Question**
19,**Question**
20,**Question**
21,**Question**
22,**Statement Opinion**
23,**Statement Opinion**
24,**Question**
25,**Statement Opinion**
26,**Statement Opinion**
27,**Command**
28,**Statement Opinion**
29,**Question**
30,**Question**
31,**Statement Non Opinion**
32,**Question**
33,**Statement Non Opinion**
34,**Statement Opinion**
35,**Disagreement**
36,**Question**
37,**Question**
38,**Question**
39,**Statement Opinion**
40,**Disagreement**
41,**Statement Non Opinion**
42,**Statement Opinion**
43,**Statement Opinion**
44,**Disagreement**
45,**Statement Opinion**
46,**Question**
47,**Statement Opinion**
48,**Statement Opinion**
49,**Disagreement**
50,**Question**
51,**Statement Non Opinion**
52,**Question**
53,**Command**
54,**Statement Opinion**
55,**Statement Non Opinion**
56,**Statement Non Opinion**
57,**Statement Opinion**
58,**Statement Non Opinion**
59,**Statement Opinion**
60,**Statement Non Opinion**
61,**Statement Opinion**
62,**Statement Opinion**
63,**Question**
64,**Acknowledge**
65,**Statement Opinion**
66,**Statement Opinion**
67,**Statement Non Opinion**
68,**Question**
69,**Statement Non Opinion**
70,**Question**
71,**Statement Opinion**
72,**Question**
73,**Statement Opinion**
74,**Question**
75,**Answer**
76,**Question**
77,**Question**
78,**Answer**
79,**Statement Opinion**
80,**Command**
81,**Agreement**
82,**Command**
83,**Agreement**
84,**Statement Non Opinion**
85,**Question**
86,**Answer**
87,**Acknowledge**
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
1,Question
2,Statement Opinion
3,Statement Opinion
4,Question
5,Command
6,Others
7,Question
8,Statement Opinion
9,Statement Opinion
10,Question
11,Question
12,Command
13,Statement Opinion
14,Statement Non Opinion
15,Question
16,Question
17,Statement Opinion
18,Question
19,Statement Opinion
20,Question
21,Command
22,Others
23,Statement Opinion
24,Question
25,Command
26,Command
27,Command
28,Statement Non Opinion
29,Command
30,Command
31,Question
32,Command
33,Question
34,Command
35,Statement Non Opinion
36,Question
1,Agreement
2,Statement Non Opinion
3,Question
4,Answer
5,Backchannel
6,Statement Non Opinion
7,Question
8,Statement Non Opinion
9,Statement Opinion
10,Agreement
11,Backchannel
12,Statement Non Opinion
13,Question
14,Agreement
15,Statement Opinion
16,Statement Opinion
17,Statement Opinion
18,Question
19,Agreement
20,Question
21,Statement Non Opinion
22,Question
23,Statement Non Opinion
24,Question
25,Agreement
26,Question
27,Statement Opinion
28,Command
29,Statement Opinion
30,Statement Opinion
31,Statement Opinion
32,Disagreement
33,Statement Non Opinion
34,Question
35,Command
36,Question
37,Statement Non Opinion
38,Question
39,Statement Opinion
40,Command
41,Statement Non Opinion
42,Statement Opinion
43,Question
44,Answer
45,Statement Non Opinion
46,Question
47,Answer
48,Backchannel
49,Statement Opinion
50,Statement Opinion
51,Statement Opinion
52,Statement Opinion
53,Question
54,Statement Opinion
55,Statement Opinion
56,Statement Opinion
57,Statement Opinion
58,Question
59,Statement Opinion
60,Statement Opinion
61,Statement Opinion
62,Statement Opinion
63,Question
1,Question
2,Statement Non Opinion
3,Statement Opinion
4,Question
5,Answer
6,Question
7,Statement Opinion
8,Question
9,Statement Non Opinion
10,Question
11,Statement Non Opinion
12,Question
13,Statement Non Opinion
14,Acknowledge
15,Statement Opinion
16,Agreement
17,Statement Opinion
18,Question
19,Answer
20,Question
21,Statement Opinion
22,Statement Opinion
23,Question
24,Statement Opinion
25,Question
26,Command
27,Question
28,Statement Opinion
29,Agreement
30,Statement Non Opinion
31,Agreement
32,Command
33,Disagreement
34,Answer
35,Question
36,Statement Opinion
37,Statement Non Opinion
38,Statement Opinion
39,Question
40,Statement Non Opinion
41,Statement Opinion
42,Question
43,Disagreement
44,Others
45,Statement Non Opinion
46,Statement Opinion
47,Statement Opinion
48,Question
49,Answer
50,Statement Non Opinion
51,Statement Non Opinion
52,Statement Non Opinion
53,Statement Non Opinion
54,Statement Non Opinion
55,Statement Opinion
56,Question
57,Statement Opinion
58,Statement Non Opinion
59,Statement Non Opinion
60,Statement Non Opinion
61,Statement Opinion
62,Statement Non Opinion
63,Statement Opinion
64,Statement Non Opinion
65,Question
66,Question
67,Statement Non Opinion
68,Statement Opinion
1,**Question**
2,**Question**
3,**Statement Non Opinion**
4,**Statement Opinion**
5,**Statement Opinion**
6,**Statement Opinion**
7,**Statement Non Opinion**
8,**Statement Opinion**
9,**Question**
10,**Statement Opinion**
11,**Question**
12,**Command**
13,**Question**
14,**Statement Opinion**
15,**Statement Non Opinion**
16,**Statement Opinion**
17,**Question**
18,**Question**
19,**Statement Non Opinion**
20,**Statement Non Opinion**
21,**Statement Opinion**
22,**Disagreement**
23,**Statement Opinion**
24,**Statement Opinion**
25,**Statement Opinion**
26,**Agreement**
27,**Statement Opinion**
28,**Statement Opinion**
29,**Statement Opinion**
30,**Statement Non Opinion**
31,**Statement Non Opinion**
32,**Statement Non Opinion**
33,**Statement Non Opinion**
34,**Question**
35,**Statement Non Opinion**
36,**Statement Non Opinion**
37,**Statement Opinion**
38,**Statement Non Opinion**
39,**Statement Non Opinion**
40,**Question**
41,**Question**
42,**Statement Opinion**
43,**Question**
44,**Answer**
45,**Question**
46,**Answer**
47,**Question**
48,**Answer**
49,**Question**
50,**Answer**
51,**Question**
52,**Answer**
53,**Question**
54,**Answer**
55,**Question**
56,**Answer**
57,**Question**
58,**Statement Opinion**
59,**Question**
60,**Question**
61,**Statement Opinion**
62,**Question**
63,**Question**
64,**Disagreement**
65,**Statement Non Opinion**
66,**Agreement**
67,**Statement Opinion**
68,**Agreement**
69,**Question**
70,**Statement Non Opinion**
71,**Agreement**
72,**Statement Opinion**
73,**Statement Opinion**
74,**Disagreement**
75,**Statement Opinion**
76,**Statement Opinion**
77,**Question**
78,**Question**
79,**Statement Opinion**
80,**Disagreement**
81,**Statement Opinion**
82,**Statement Opinion**
83,**Question**
84,**Statement Non Opinion**
85,**Statement Non Opinion**
86,**Statement Non Opinion**
87,**Statement Non Opinion**
88,**Question**
89,**Agreement**
90,**Apology**
91,**Command**
92,**Statement Non Opinion**
93,**Statement Non Opinion**
1,Statement Non Opinion
2,Question
3,Statement Non Opinion
4,Statement Opinion
5,Statement Opinion
6,Question
7,Question
8,Agreement
9,Statement Opinion
10,Statement Opinion
11,Statement Non Opinion
12,Statement Opinion
13,Question
14,Statement Non Opinion
15,Question
16,Agreement
17,Question
18,Statement Opinion
19,Command
20,Statement Opinion
21,Question
22,Agreement
23,Question
24,Command
25,Statement Opinion
26,Question
27,Statement Opinion
28,Statement Opinion
29,Statement Non Opinion
30,Agreement
31,Question
32,Statement Non Opinion
33,Question
34,Statement Non Opinion
35,Question
36,Statement Non Opinion
37,Question
38,Agreement
39,Question
40,Statement Opinion
41,Statement Opinion
42,Statement Opinion
43,Command
44,Command
45,Statement Non Opinion
46,Statement Opinion
47,Statement Opinion
48,Question
49,Question
50,Statement Non Opinion
51,Statement Non Opinion
52,Statement Opinion
53,Statement Opinion
54,Question
55,Statement Non Opinion
56,Statement Non Opinion
57,Statement Non Opinion
58,Question
59,Statement Non Opinion
60,Statement Non Opinion
61,Statement Non Opinion
62,Statement Non Opinion
63,Statement Opinion
64,Statement Non Opinion
65,Statement Opinion
66,Statement Non Opinion
1,**Statement Non Opinion**
2,**Question**
3,**Statement Opinion**
4,**Disagreement**
5,**Statement Opinion**
6,**Disagreement**
7,**Question**
8,**Answer**
9,**Statement Non Opinion**
10,**Question**
11,**Question**
12,**Statement Non Opinion**
13,**Question**
14,**Statement Opinion**
15,**Statement Opinion**
16,**Statement Opinion**
17,**Question**
18,**Answer**
19,**Statement Non Opinion**
20,**Statement Opinion**
21,**Statement Non Opinion**
22,**Statement Opinion**
23,**Disagreement**
24,**Statement Opinion**
25,**Statement Opinion**
26,**Command**
27,**Statement Opinion**
28,**Question**
29,**Answer**
30,**Question**
31,**Answer**
32,**Statement Opinion**
33,**Command**
34,**Agreement**
35,**Disagreement**
36,**Disagreement**
37,**Command**
38,**Statement Opinion**
39,**Statement Opinion**
40,**Statement Opinion**
41,**Disagreement**
42,**Disagreement**
43,**Disagreement**
44,**Disagreement**
45,**Statement Opinion**
46,**Question**
47,**Answer**
48,**Statement Opinion**
49,**Command**
50,**Statement Opinion**
51,**Statement Opinion**
52,**Statement Non Opinion**
53,**Statement Opinion**
54,**Statement Non Opinion**
55,**Question**
56,**Command**
57,**Question**
58,**Command**
59,**Agreement**
60,**Command**
61,**Question**
62,**Answer**
63,**Statement Non Opinion**
64,**Question**
65,**Answer**
66,**Statement Opinion**
67,**Command**
68,**Disagreement**
69,**Statement Opinion**
70,**Command**
71,**Command**
72,**Command**
73,**Command**
74,**Command**
75,**Statement Opinion**
76,**Statement Opinion**
77,**Command**
78,**Statement Opinion**
79,**Statement Opinion**
80,**Statement Non Opinion**
81,**Statement Non Opinion**
82,**Disagreement**
83,**Command**
84,**Command**
85,**Statement Opinion**
86,**Statement Opinion**
87,**Command**
88,**Statement Opinion**
1,Statement Non Opinion
2,Greeting
3,Statement Non Opinion
4,Backchannel
5,Statement Non Opinion
6,Question
7,Answer
8,Statement Non Opinion
9,Apology
10,Backchannel
11,Question
12,Answer
13,Question
14,Answer
15,Statement Opinion
16,Apology
17,Statement Opinion
18,Statement Non Opinion
19,Question
20,Backchannel
21,Statement Non Opinion
22,Disagreement
23,Statement Non Opinion
24,Question
25,Answer
26,Statement Non Opinion
27,Statement Non Opinion
28,Statement Non Opinion
29,Statement Non Opinion
30,Statement Opinion
31,Apology
32,Statement Non Opinion
33,Statement Non Opinion
34,Statement Non Opinion
35,Statement Non Opinion
36,Disagreement
37,Apology
38,Statement Opinion
39,Statement Non Opinion
40,Statement Non Opinion
41,Disagreement
42,Backchannel
43,Statement Non Opinion
44,Command
45,Command
46,Others
47,Statement Opinion
48,Apology
1,**Statement Opinion** (Expressing personal feelings about loneliness)
2,**Statement Opinion** (Sharing personal desire about motherhood)
3,**Statement Opinion** (Reassuring about return)
4,**Statement Opinion** (Implied contrast/continuation of emotional concern)
5,**Statement Opinion** (Incomplete but continues reassurance)
6,**Statement Opinion** (Expressing concern about danger)
7,**Statement Opinion** (Asserting perspective on danger)
8,**Statement Opinion** (Describing hopeful future outcome)
9,**Statement Opinion** (Expressing hesitant hope)
10,**Statement Opinion** (Affirming family vision)
11,**Statement Opinion** (Reiterating hesitant hope)
12,""")"
13,**Statement Opinion** (Sharing negative expectation)
14,"**Command** (Directive: ""Take care of our baby"")"
15,**Statement Non Opinion** (Neutral future action)
16,**Statement Opinion** (Expressing emotional dependence)
17,**Statement Non Opinion** (Fact about past experience)
18,""")"
19,**Question** (Seeking alternative solutions)
20,""")"
21,**Statement Opinion** (Asserting commitment to return)
22,**Statement Opinion** (Critiquing war necessity)
23,""")"
24,**Statement Opinion** (Justifying duty)
25,**Statement Opinion** (Reaffirming positive outcome)
26,**Question** (Asking about communication)
27,**Answer** (Responding to question about letters)
28,**Statement Opinion** (Emotional commitment)
29,""")"
30,""")"
31,""")"
32,**Statement Opinion** (Reciprocal emotion)
1,Statement Opinion
2,Statement Opinion
3,Statement Opinion
4,Statement Opinion
5,Statement Opinion
6,Statement Opinion
7,Statement Opinion
8,Statement Opinion
9,Statement Opinion
10,Statement Opinion
11,Statement Opinion
12,Command
13,Statement Opinion
14,Command
15,Statement Non Opinion
16,Statement Opinion
17,Statement Non Opinion
18,Command
19,Question
20,Disagreement
21,Statement Opinion
22,Statement Opinion
23,Agreement
24,Statement Opinion
25,Statement Opinion
26,Question
27,Answer
28,Statement Opinion
29,Command
