Text,DS_emotion
   *Rationale: Opens the conversation with a casual greeting,*
"|1.  - Joey - Hey, a what's up? 2. - Fey - . Um, Johnny died yesterday. 3. - Joey - . Wow, that's horrible. 4. - Joey - . I'm sorry to hear about that. 5. - Fey - . We knew that it was coming, but-- 6. - Joey - . Yeah. 7. - Fey - . It seemed like he had a little bit longer.  Like just last week, he was doing was so well. 8. - Joey - . I mean, you know, at least he's not in anymore pain now, right? 9. - Fey - . Yeah. 10. - Joey - . It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that. 11. - Fey - . I just don't want him to be gone. 12. - Joey - . It's okay. 13. - Joey - . Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on. 14. - Joey - . I mean--I don't know. 15. - Fey - . And his whole family was there. 16. - Fey - . I mean, he was like really conscious right up until the end. you know 17. - Joey - . Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than... 18. - Joey - . .than you know, in pain and like this gradual, this horrible process.  I mean-- 19. - Fey - . He was so young, you know.  And all the stories he used to tell me about... 20. - Fey - . ...the way he wanted to live and he was gonna go to Africa and he was gonna-- 21. - Joey - . But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and-- 22. - Fey - . Nobody's ever gonna forget him. 23. - Joey - . Yeah, exactly.  He's made a big impact on a lot of people. and 24. - Joey - . And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean-- 25. - Fey - . He did a lot.  But-- 26. - Joey - . I know.  It doesn't bring him back, but-- 27. - Joey - . But It's okay because now, you know, you'll just go on with your life and-- 28. - Fey - . I'm gonna forget him. 29. - Joey - . No, you'll never forget him. 30. - Fey - . I won't be able to hear his voice or his-- 31. - Joey - . I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside-- 32. - Fey - . You start to lose like that image after a while. 33. - Joey - . That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so . 34. - Joey - . It's hard to lose someone that way, but he's he's better--he's better off now. 35. - Fey - . Thanks.|",
2,**
"|1.  - Joey - Hey, a what's up? 2. - Fey - . Um, Johnny died yesterday. 3. - Joey - . Wow, that's horrible. 4. - Joey - . I'm sorry to hear about that. 5. - Fey - . We knew that it was coming, but-- 6. - Joey - . Yeah. 7. - Fey - . It seemed like he had a little bit longer.  Like just last week, he was doing was so well. 8. - Joey - . I mean, you know, at least he's not in anymore pain now, right? 9. - Fey - . Yeah. 10. - Joey - . It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that. 11. - Fey - . I just don't want him to be gone. 12. - Joey - . It's okay. 13. - Joey - . Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on. 14. - Joey - . I mean--I don't know. 15. - Fey - . And his whole family was there. 16. - Fey - . I mean, he was like really conscious right up until the end. you know 17. - Joey - . Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than... 18. - Joey - . .than you know, in pain and like this gradual, this horrible process.  I mean-- 19. - Fey - . He was so young, you know.  And all the stories he used to tell me about... 20. - Fey - . ...the way he wanted to live and he was gonna go to Africa and he was gonna-- 21. - Joey - . But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and-- 22. - Fey - . Nobody's ever gonna forget him. 23. - Joey - . Yeah, exactly.  He's made a big impact on a lot of people. and 24. - Joey - . And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean-- 25. - Fey - . He did a lot.  But-- 26. - Joey - . I know.  It doesn't bring him back, but-- 27. - Joey - . But It's okay because now, you know, you'll just go on with your life and-- 28. - Fey - . I'm gonna forget him. 29. - Joey - . No, you'll never forget him. 30. - Fey - . I won't be able to hear his voice or his-- 31. - Joey - . I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside-- 32. - Fey - . You start to lose like that image after a while. 33. - Joey - . That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so . 34. - Joey - . It's hard to lose someone that way, but he's he's better--he's better off now. 35. - Fey - . Thanks.|",   → **5 (Statement Non Opinion)**  
   *Rationale: States a factual event without personal judgment,*
"|1.  - Joey - Hey, a what's up? 2. - Fey - . Um, Johnny died yesterday. 3. - Joey - . Wow, that's horrible. 4. - Joey - . I'm sorry to hear about that. 5. - Fey - . We knew that it was coming, but-- 6. - Joey - . Yeah. 7. - Fey - . It seemed like he had a little bit longer.  Like just last week, he was doing was so well. 8. - Joey - . I mean, you know, at least he's not in anymore pain now, right? 9. - Fey - . Yeah. 10. - Joey - . It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that. 11. - Fey - . I just don't want him to be gone. 12. - Joey - . It's okay. 13. - Joey - . Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on. 14. - Joey - . I mean--I don't know. 15. - Fey - . And his whole family was there. 16. - Fey - . I mean, he was like really conscious right up until the end. you know 17. - Joey - . Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than... 18. - Joey - . .than you know, in pain and like this gradual, this horrible process.  I mean-- 19. - Fey - . He was so young, you know.  And all the stories he used to tell me about... 20. - Fey - . ...the way he wanted to live and he was gonna go to Africa and he was gonna-- 21. - Joey - . But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and-- 22. - Fey - . Nobody's ever gonna forget him. 23. - Joey - . Yeah, exactly.  He's made a big impact on a lot of people. and 24. - Joey - . And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean-- 25. - Fey - . He did a lot.  But-- 26. - Joey - . I know.  It doesn't bring him back, but-- 27. - Joey - . But It's okay because now, you know, you'll just go on with your life and-- 28. - Fey - . I'm gonna forget him. 29. - Joey - . No, you'll never forget him. 30. - Fey - . I won't be able to hear his voice or his-- 31. - Joey - . I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside-- 32. - Fey - . You start to lose like that image after a while. 33. - Joey - . That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so . 34. - Joey - . It's hard to lose someone that way, but he's he's better--he's better off now. 35. - Fey - . Thanks.|",
3,**
"|1.  - Joey - Hey, a what's up? 2. - Fey - . Um, Johnny died yesterday. 3. - Joey - . Wow, that's horrible. 4. - Joey - . I'm sorry to hear about that. 5. - Fey - . We knew that it was coming, but-- 6. - Joey - . Yeah. 7. - Fey - . It seemed like he had a little bit longer.  Like just last week, he was doing was so well. 8. - Joey - . I mean, you know, at least he's not in anymore pain now, right? 9. - Fey - . Yeah. 10. - Joey - . It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that. 11. - Fey - . I just don't want him to be gone. 12. - Joey - . It's okay. 13. - Joey - . Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on. 14. - Joey - . I mean--I don't know. 15. - Fey - . And his whole family was there. 16. - Fey - . I mean, he was like really conscious right up until the end. you know 17. - Joey - . Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than... 18. - Joey - . .than you know, in pain and like this gradual, this horrible process.  I mean-- 19. - Fey - . He was so young, you know.  And all the stories he used to tell me about... 20. - Fey - . ...the way he wanted to live and he was gonna go to Africa and he was gonna-- 21. - Joey - . But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and-- 22. - Fey - . Nobody's ever gonna forget him. 23. - Joey - . Yeah, exactly.  He's made a big impact on a lot of people. and 24. - Joey - . And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean-- 25. - Fey - . He did a lot.  But-- 26. - Joey - . I know.  It doesn't bring him back, but-- 27. - Joey - . But It's okay because now, you know, you'll just go on with your life and-- 28. - Fey - . I'm gonna forget him. 29. - Joey - . No, you'll never forget him. 30. - Fey - . I won't be able to hear his voice or his-- 31. - Joey - . I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside-- 32. - Fey - . You start to lose like that image after a while. 33. - Joey - . That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so . 34. - Joey - . It's hard to lose someone that way, but he's he's better--he's better off now. 35. - Fey - . Thanks.|",   → **4 (Statement Opinion)**  
   *Rationale: Expresses a subjective emotional response,*
"|1.  - Joey - Hey, a what's up? 2. - Fey - . Um, Johnny died yesterday. 3. - Joey - . Wow, that's horrible. 4. - Joey - . I'm sorry to hear about that. 5. - Fey - . We knew that it was coming, but-- 6. - Joey - . Yeah. 7. - Fey - . It seemed like he had a little bit longer.  Like just last week, he was doing was so well. 8. - Joey - . I mean, you know, at least he's not in anymore pain now, right? 9. - Fey - . Yeah. 10. - Joey - . It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that. 11. - Fey - . I just don't want him to be gone. 12. - Joey - . It's okay. 13. - Joey - . Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on. 14. - Joey - . I mean--I don't know. 15. - Fey - . And his whole family was there. 16. - Fey - . I mean, he was like really conscious right up until the end. you know 17. - Joey - . Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than... 18. - Joey - . .than you know, in pain and like this gradual, this horrible process.  I mean-- 19. - Fey - . He was so young, you know.  And all the stories he used to tell me about... 20. - Fey - . ...the way he wanted to live and he was gonna go to Africa and he was gonna-- 21. - Joey - . But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and-- 22. - Fey - . Nobody's ever gonna forget him. 23. - Joey - . Yeah, exactly.  He's made a big impact on a lot of people. and 24. - Joey - . And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean-- 25. - Fey - . He did a lot.  But-- 26. - Joey - . I know.  It doesn't bring him back, but-- 27. - Joey - . But It's okay because now, you know, you'll just go on with your life and-- 28. - Fey - . I'm gonna forget him. 29. - Joey - . No, you'll never forget him. 30. - Fey - . I won't be able to hear his voice or his-- 31. - Joey - . I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside-- 32. - Fey - . You start to lose like that image after a while. 33. - Joey - . That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so . 34. - Joey - . It's hard to lose someone that way, but he's he's better--he's better off now. 35. - Fey - . Thanks.|",
4,**
"|1.  - Joey - Hey, a what's up? 2. - Fey - . Um, Johnny died yesterday. 3. - Joey - . Wow, that's horrible. 4. - Joey - . I'm sorry to hear about that. 5. - Fey - . We knew that it was coming, but-- 6. - Joey - . Yeah. 7. - Fey - . It seemed like he had a little bit longer.  Like just last week, he was doing was so well. 8. - Joey - . I mean, you know, at least he's not in anymore pain now, right? 9. - Fey - . Yeah. 10. - Joey - . It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that. 11. - Fey - . I just don't want him to be gone. 12. - Joey - . It's okay. 13. - Joey - . Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on. 14. - Joey - . I mean--I don't know. 15. - Fey - . And his whole family was there. 16. - Fey - . I mean, he was like really conscious right up until the end. you know 17. - Joey - . Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than... 18. - Joey - . .than you know, in pain and like this gradual, this horrible process.  I mean-- 19. - Fey - . He was so young, you know.  And all the stories he used to tell me about... 20. - Fey - . ...the way he wanted to live and he was gonna go to Africa and he was gonna-- 21. - Joey - . But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and-- 22. - Fey - . Nobody's ever gonna forget him. 23. - Joey - . Yeah, exactly.  He's made a big impact on a lot of people. and 24. - Joey - . And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean-- 25. - Fey - . He did a lot.  But-- 26. - Joey - . I know.  It doesn't bring him back, but-- 27. - Joey - . But It's okay because now, you know, you'll just go on with your life and-- 28. - Fey - . I'm gonna forget him. 29. - Joey - . No, you'll never forget him. 30. - Fey - . I won't be able to hear his voice or his-- 31. - Joey - . I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside-- 32. - Fey - . You start to lose like that image after a while. 33. - Joey - . That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so . 34. - Joey - . It's hard to lose someone that way, but he's he's better--he's better off now. 35. - Fey - . Thanks.|",   → **4 (Statement Opinion)**  
   *Rationale: Shares personal sympathy/condolence (not an apology for wrongdoing),*
"|1.  - Joey - Hey, a what's up? 2. - Fey - . Um, Johnny died yesterday. 3. - Joey - . Wow, that's horrible. 4. - Joey - . I'm sorry to hear about that. 5. - Fey - . We knew that it was coming, but-- 6. - Joey - . Yeah. 7. - Fey - . It seemed like he had a little bit longer.  Like just last week, he was doing was so well. 8. - Joey - . I mean, you know, at least he's not in anymore pain now, right? 9. - Fey - . Yeah. 10. - Joey - . It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that. 11. - Fey - . I just don't want him to be gone. 12. - Joey - . It's okay. 13. - Joey - . Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on. 14. - Joey - . I mean--I don't know. 15. - Fey - . And his whole family was there. 16. - Fey - . I mean, he was like really conscious right up until the end. you know 17. - Joey - . Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than... 18. - Joey - . .than you know, in pain and like this gradual, this horrible process.  I mean-- 19. - Fey - . He was so young, you know.  And all the stories he used to tell me about... 20. - Fey - . ...the way he wanted to live and he was gonna go to Africa and he was gonna-- 21. - Joey - . But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and-- 22. - Fey - . Nobody's ever gonna forget him. 23. - Joey - . Yeah, exactly.  He's made a big impact on a lot of people. and 24. - Joey - . And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean-- 25. - Fey - . He did a lot.  But-- 26. - Joey - . I know.  It doesn't bring him back, but-- 27. - Joey - . But It's okay because now, you know, you'll just go on with your life and-- 28. - Fey - . I'm gonna forget him. 29. - Joey - . No, you'll never forget him. 30. - Fey - . I won't be able to hear his voice or his-- 31. - Joey - . I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside-- 32. - Fey - . You start to lose like that image after a while. 33. - Joey - . That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so . 34. - Joey - . It's hard to lose someone that way, but he's he's better--he's better off now. 35. - Fey - . Thanks.|",
5,"We knew that it was coming, but--**"
"|1.  - Joey - Hey, a what's up? 2. - Fey - . Um, Johnny died yesterday. 3. - Joey - . Wow, that's horrible. 4. - Joey - . I'm sorry to hear about that. 5. - Fey - . We knew that it was coming, but-- 6. - Joey - . Yeah. 7. - Fey - . It seemed like he had a little bit longer.  Like just last week, he was doing was so well. 8. - Joey - . I mean, you know, at least he's not in anymore pain now, right? 9. - Fey - . Yeah. 10. - Joey - . It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that. 11. - Fey - . I just don't want him to be gone. 12. - Joey - . It's okay. 13. - Joey - . Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on. 14. - Joey - . I mean--I don't know. 15. - Fey - . And his whole family was there. 16. - Fey - . I mean, he was like really conscious right up until the end. you know 17. - Joey - . Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than... 18. - Joey - . .than you know, in pain and like this gradual, this horrible process.  I mean-- 19. - Fey - . He was so young, you know.  And all the stories he used to tell me about... 20. - Fey - . ...the way he wanted to live and he was gonna go to Africa and he was gonna-- 21. - Joey - . But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and-- 22. - Fey - . Nobody's ever gonna forget him. 23. - Joey - . Yeah, exactly.  He's made a big impact on a lot of people. and 24. - Joey - . And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean-- 25. - Fey - . He did a lot.  But-- 26. - Joey - . I know.  It doesn't bring him back, but-- 27. - Joey - . But It's okay because now, you know, you'll just go on with your life and-- 28. - Fey - . I'm gonna forget him. 29. - Joey - . No, you'll never forget him. 30. - Fey - . I won't be able to hear his voice or his-- 31. - Joey - . I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside-- 32. - Fey - . You start to lose like that image after a while. 33. - Joey - . That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so . 34. - Joey - . It's hard to lose someone that way, but he's he's better--he's better off now. 35. - Fey - . Thanks.|",   → **5 (Statement Non Opinion)**  
   *Rationale: Reports a known fact about the situation,*
"|1.  - Joey - Hey, a what's up? 2. - Fey - . Um, Johnny died yesterday. 3. - Joey - . Wow, that's horrible. 4. - Joey - . I'm sorry to hear about that. 5. - Fey - . We knew that it was coming, but-- 6. - Joey - . Yeah. 7. - Fey - . It seemed like he had a little bit longer.  Like just last week, he was doing was so well. 8. - Joey - . I mean, you know, at least he's not in anymore pain now, right? 9. - Fey - . Yeah. 10. - Joey - . It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that. 11. - Fey - . I just don't want him to be gone. 12. - Joey - . It's okay. 13. - Joey - . Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on. 14. - Joey - . I mean--I don't know. 15. - Fey - . And his whole family was there. 16. - Fey - . I mean, he was like really conscious right up until the end. you know 17. - Joey - . Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than... 18. - Joey - . .than you know, in pain and like this gradual, this horrible process.  I mean-- 19. - Fey - . He was so young, you know.  And all the stories he used to tell me about... 20. - Fey - . ...the way he wanted to live and he was gonna go to Africa and he was gonna-- 21. - Joey - . But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and-- 22. - Fey - . Nobody's ever gonna forget him. 23. - Joey - . Yeah, exactly.  He's made a big impact on a lot of people. and 24. - Joey - . And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean-- 25. - Fey - . He did a lot.  But-- 26. - Joey - . I know.  It doesn't bring him back, but-- 27. - Joey - . But It's okay because now, you know, you'll just go on with your life and-- 28. - Fey - . I'm gonna forget him. 29. - Joey - . No, you'll never forget him. 30. - Fey - . I won't be able to hear his voice or his-- 31. - Joey - . I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside-- 32. - Fey - . You start to lose like that image after a while. 33. - Joey - . That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so . 34. - Joey - . It's hard to lose someone that way, but he's he's better--he's better off now. 35. - Fey - . Thanks.|",
6,**
"|1.  - Joey - Hey, a what's up? 2. - Fey - . Um, Johnny died yesterday. 3. - Joey - . Wow, that's horrible. 4. - Joey - . I'm sorry to hear about that. 5. - Fey - . We knew that it was coming, but-- 6. - Joey - . Yeah. 7. - Fey - . It seemed like he had a little bit longer.  Like just last week, he was doing was so well. 8. - Joey - . I mean, you know, at least he's not in anymore pain now, right? 9. - Fey - . Yeah. 10. - Joey - . It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that. 11. - Fey - . I just don't want him to be gone. 12. - Joey - . It's okay. 13. - Joey - . Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on. 14. - Joey - . I mean--I don't know. 15. - Fey - . And his whole family was there. 16. - Fey - . I mean, he was like really conscious right up until the end. you know 17. - Joey - . Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than... 18. - Joey - . .than you know, in pain and like this gradual, this horrible process.  I mean-- 19. - Fey - . He was so young, you know.  And all the stories he used to tell me about... 20. - Fey - . ...the way he wanted to live and he was gonna go to Africa and he was gonna-- 21. - Joey - . But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and-- 22. - Fey - . Nobody's ever gonna forget him. 23. - Joey - . Yeah, exactly.  He's made a big impact on a lot of people. and 24. - Joey - . And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean-- 25. - Fey - . He did a lot.  But-- 26. - Joey - . I know.  It doesn't bring him back, but-- 27. - Joey - . But It's okay because now, you know, you'll just go on with your life and-- 28. - Fey - . I'm gonna forget him. 29. - Joey - . No, you'll never forget him. 30. - Fey - . I won't be able to hear his voice or his-- 31. - Joey - . I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside-- 32. - Fey - . You start to lose like that image after a while. 33. - Joey - . That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so . 34. - Joey - . It's hard to lose someone that way, but he's he's better--he's better off now. 35. - Fey - . Thanks.|",   → **8 (Agreement)**  
   *Rationale: Briefly agrees with the preceding statement,*
"|1.  - Joey - Hey, a what's up? 2. - Fey - . Um, Johnny died yesterday. 3. - Joey - . Wow, that's horrible. 4. - Joey - . I'm sorry to hear about that. 5. - Fey - . We knew that it was coming, but-- 6. - Joey - . Yeah. 7. - Fey - . It seemed like he had a little bit longer.  Like just last week, he was doing was so well. 8. - Joey - . I mean, you know, at least he's not in anymore pain now, right? 9. - Fey - . Yeah. 10. - Joey - . It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that. 11. - Fey - . I just don't want him to be gone. 12. - Joey - . It's okay. 13. - Joey - . Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on. 14. - Joey - . I mean--I don't know. 15. - Fey - . And his whole family was there. 16. - Fey - . I mean, he was like really conscious right up until the end. you know 17. - Joey - . Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than... 18. - Joey - . .than you know, in pain and like this gradual, this horrible process.  I mean-- 19. - Fey - . He was so young, you know.  And all the stories he used to tell me about... 20. - Fey - . ...the way he wanted to live and he was gonna go to Africa and he was gonna-- 21. - Joey - . But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and-- 22. - Fey - . Nobody's ever gonna forget him. 23. - Joey - . Yeah, exactly.  He's made a big impact on a lot of people. and 24. - Joey - . And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean-- 25. - Fey - . He did a lot.  But-- 26. - Joey - . I know.  It doesn't bring him back, but-- 27. - Joey - . But It's okay because now, you know, you'll just go on with your life and-- 28. - Fey - . I'm gonna forget him. 29. - Joey - . No, you'll never forget him. 30. - Fey - . I won't be able to hear his voice or his-- 31. - Joey - . I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside-- 32. - Fey - . You start to lose like that image after a while. 33. - Joey - . That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so . 34. - Joey - . It's hard to lose someone that way, but he's he's better--he's better off now. 35. - Fey - . Thanks.|",
7,**
"|1.  - Joey - Hey, a what's up? 2. - Fey - . Um, Johnny died yesterday. 3. - Joey - . Wow, that's horrible. 4. - Joey - . I'm sorry to hear about that. 5. - Fey - . We knew that it was coming, but-- 6. - Joey - . Yeah. 7. - Fey - . It seemed like he had a little bit longer.  Like just last week, he was doing was so well. 8. - Joey - . I mean, you know, at least he's not in anymore pain now, right? 9. - Fey - . Yeah. 10. - Joey - . It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that. 11. - Fey - . I just don't want him to be gone. 12. - Joey - . It's okay. 13. - Joey - . Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on. 14. - Joey - . I mean--I don't know. 15. - Fey - . And his whole family was there. 16. - Fey - . I mean, he was like really conscious right up until the end. you know 17. - Joey - . Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than... 18. - Joey - . .than you know, in pain and like this gradual, this horrible process.  I mean-- 19. - Fey - . He was so young, you know.  And all the stories he used to tell me about... 20. - Fey - . ...the way he wanted to live and he was gonna go to Africa and he was gonna-- 21. - Joey - . But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and-- 22. - Fey - . Nobody's ever gonna forget him. 23. - Joey - . Yeah, exactly.  He's made a big impact on a lot of people. and 24. - Joey - . And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean-- 25. - Fey - . He did a lot.  But-- 26. - Joey - . I know.  It doesn't bring him back, but-- 27. - Joey - . But It's okay because now, you know, you'll just go on with your life and-- 28. - Fey - . I'm gonna forget him. 29. - Joey - . No, you'll never forget him. 30. - Fey - . I won't be able to hear his voice or his-- 31. - Joey - . I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside-- 32. - Fey - . You start to lose like that image after a while. 33. - Joey - . That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so . 34. - Joey - . It's hard to lose someone that way, but he's he's better--he's better off now. 35. - Fey - . Thanks.|",   → **5 (Statement Non Opinion)**  
   *Rationale: Describes observable past circumstances,*
"|1.  - Joey - Hey, a what's up? 2. - Fey - . Um, Johnny died yesterday. 3. - Joey - . Wow, that's horrible. 4. - Joey - . I'm sorry to hear about that. 5. - Fey - . We knew that it was coming, but-- 6. - Joey - . Yeah. 7. - Fey - . It seemed like he had a little bit longer.  Like just last week, he was doing was so well. 8. - Joey - . I mean, you know, at least he's not in anymore pain now, right? 9. - Fey - . Yeah. 10. - Joey - . It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that. 11. - Fey - . I just don't want him to be gone. 12. - Joey - . It's okay. 13. - Joey - . Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on. 14. - Joey - . I mean--I don't know. 15. - Fey - . And his whole family was there. 16. - Fey - . I mean, he was like really conscious right up until the end. you know 17. - Joey - . Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than... 18. - Joey - . .than you know, in pain and like this gradual, this horrible process.  I mean-- 19. - Fey - . He was so young, you know.  And all the stories he used to tell me about... 20. - Fey - . ...the way he wanted to live and he was gonna go to Africa and he was gonna-- 21. - Joey - . But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and-- 22. - Fey - . Nobody's ever gonna forget him. 23. - Joey - . Yeah, exactly.  He's made a big impact on a lot of people. and 24. - Joey - . And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean-- 25. - Fey - . He did a lot.  But-- 26. - Joey - . I know.  It doesn't bring him back, but-- 27. - Joey - . But It's okay because now, you know, you'll just go on with your life and-- 28. - Fey - . I'm gonna forget him. 29. - Joey - . No, you'll never forget him. 30. - Fey - . I won't be able to hear his voice or his-- 31. - Joey - . I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside-- 32. - Fey - . You start to lose like that image after a while. 33. - Joey - . That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so . 34. - Joey - . It's hard to lose someone that way, but he's he's better--he's better off now. 35. - Fey - . Thanks.|",
8,"I mean, you know, at least he's not in anymore pain now, right?**"
