Text,DS_r1_emotion
"|Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch.  I wanted it to be somewhere new, some place fresh for both of us.|",Question
|No. No|,Disagreement
"|You feel uncomfortable here, you feel that it's wrong here somehow.  I just...I don't...I didn't want...I didn't want to take you away from anything.|",Apology
"|Chris, I've been ready a long, long, time.|",Statement Non Opinion
|And he's gone forever?  Are you sure?|,Question
|I almost got married two years ago.|,Statement Non Opinion
|Why didn't you?|,Question
|You started to write me.|,Statement Non Opinion
|You felt something that far back?|,Question
|Every day since.|,Statement Non Opinion
|Every day since.|,Neutral
|Why didn't you let me know?|,Question
"|I was waiting for you, Chris.  You sure can be ambiguous, you know.  And when you did finally write me,|",Statement Opinion
|Give me a...|,Command
|Give me a kiss.|,Command
|God.  I kissed you Annie.|,Statement Non Opinion
|beating around the bush.|,Statement Non Opinion
"|I will never forgive you.  All I'd done was sit around wondering if I was crazy waiting so long, wondering if you were thinking about me.|",Anger
"|Oh Annie, we are going to live now.  I am going to make you so happy.|",Statement Opinion
|Not like that you're not.|,Disagreement
|I kissed you.|,Statement Non Opinion
"|Like Larry's brother.  Do it like you, Chris.|",Command
"|Chris, what is it?|",Question
"|Hey, let's drive some place.  Huh?  Let's get out of here.|",Others
|No. What is it?  Is it your mother?|,Question
|No it's nothing like that. It's-|,Disagreement
"|Then what?  Chris.  Even in your letters, there was something ashamed.|",Shame
|Yeah.  I suppose I have been. But it's going from me.|,Agreement
|You've got to tell me.|,Command
|I don't even know how to start.|,Acknowledge
|It wouldn't work like this.|,Disagreement
"|It's just all mixed up with so many other things, you know?  You know overseas I was in command of a company?|",Statement Opinion
"|Yeah, sure.|",Agreement
|Well I lost them.|,Statement Non Opinion
|How many?|,Question
|Pretty much all.|,Agreement
"|Aw, geez.|",Acknowledge
|You can't just toss off a thing like that because they weren't just men. You know?|,Disagreement
"|Like for instance, there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks.  He just put them in my pocket.  That's a little thing, you know, but that's what kind of guys I had.|",Statement Opinion
"|They didn't die, they killed themselves for each other.  I mean that, exactly.  Just a little more selfish and they would all be here today.|",Statement Opinion
"|And I had this idea as I was watching them go down.  Everything was being destroyed, you know, but this one thing was being made.  It was kind of a monument, it's kind of responsibility, man for man.|",Statement Opinion
|Mmhmm.|,Backchannel
"|To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them.|",Statement Opinion
"|But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work.|",Statement Opinion
|Driving my new car and seeing a new refrigerator.|,Statement Opinion
"|I mean...You can't take those things out of a war. when you drive that car and you see that new refrigerator, you have to know that it came out of the love that a man can have for another man.|",Statement Opinion
|And I didn't want any of it. I guess that included you.|,Statement Opinion
|Do you still feel that way?|,Question
|I just want you to know Annie.|,Acknowledge
"|Because you mustn't feel that way.  Everything you have, you've earned - everything.  you understand me?|",Command
"|Even me.  And your money?  Chris, there's nothing wrong in your money.  Your father put hundreds of planes into the air, you should be proud of that.  A man should be paid for that.|",Statement Opinion
"|Annie, Annie.  I am going to make a fortune for you.|",Statement Opinion
|What would I do with a fortune?|,Question
"|What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh.|",Statement Opinion
"|Actually I want to get a little further up the coast, get away from all like the lights and the people, but...  How are you doing?|",Question
|Fine.|,Acknowledge
"|Okay.  Is that, is that--|",Backchannel
|No.  That's just foam.  I don't know.  I can't tell.|,Disagreement
|[BREATHING]|,Backchannel
"|I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right?|",Question
|Oh no.  you know what I forgot?|,Question
|What?|,Question
"|My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight.|",Apology
|What flashlight?|,Question
"|The flashlight, the silver one.  There's only one, isn't there?|",Question
|That's not your flashlight.|,Disagreement
|Whose is it?|,Question
|It's ours; it's my flashlight too.|,Statement Non Opinion
"|Oh...well. Yeah, of course.|",Acknowledge
|You keep saying my flashlight like it's just yours.|,Anger
|No.|,Disagreement
|How's that supposed to make me feel?|,Question
"|Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight.|",Agreement
"|Naturally.  God, how could we not think to bring it?  I hope the moon stays out, though.|",Statement Opinion
|Do they always run during a full moon?  I don't remember.  Was it full last year?|,Question
|Yeah.|,Agreement
"|Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket.|",Question
"|Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh?|",Statement Opinion
"|God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up.|",Statement Opinion
|[LAUGHTER]|,Backchannel
|I wonder if they can hear me talk or like feel the vibrations in the sand when we move around.|,Question
|I'm cold.|,Statement Non Opinion
|Do you want my jacket?|,Question
"|It's after eleven, let's go.|",Command
|What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home?|,Disagreement
|There is no point.|,Statement Opinion
|Right.|,Acknowledge
|That's my point.|,Statement Opinion
"|Wait, that's my point, too.|",Agreement
"|Well, then let's go.|",Command
"|No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it?|",Disagreement
|Not particularly.|,Disagreement
|Why not?|,Question
|I just don't.  It's stupid.|,Disagreement
"|Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up.|",Statement Opinion
"|Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die.|",Question
|Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever.|,Statement Opinion
|This is a big night for these little guys.  It's like life's last orgy.|,Statement Opinion
|I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats.|,Disagreement
|Yeah they do.|,Agreement
|Oh Augie|,Acknowledge
"|okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs.|",Statement Non Opinion
"|There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested.|",Statement Opinion
|I'm just not.|,Disagreement
|For real?|,Question
|Yeah.|,Agreement
"|God, I don't get it.  you know the first time we came here, you said it was the best night of your life?|",Question
"|And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.|",Statement Non Opinion
"|Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions.|",Statement Opinion
|Ahh...we weren't in a good spot.|,Statement Opinion
|Hmm.  We didn't see them the year before either.|,Acknowledge
"|We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things.|",Statement Opinion
"|Look there, see?  What's that?  No, that's - that's just seaweed.|",Question
"|God, this is great.  Think about this.  I know you are not interested, but just think about this.|",Command
"|Right now out there, there is this mass of silver fish and it's heading this way.  No one sent them an invitation, no one told them, no one even gave them a map.|",Wonder
"|Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.|",Statement Non Opinion
|They are swimming right now.  They are swimming as if that is the only thing that matters to them.|,Statement Non Opinion
|It's single mindedness with no mind.  It is urgency that is just pure urge.|,Statement Opinion
|And they are swimming right now to this very point where we stand for this huge celebration of sex and death.|,Statement Opinion
"|Oh look.  I'm giving myself goose bumps, my hairs are standing up on my arm.|",Statement Non Opinion
|That's the wind.|,Statement Non Opinion
|So what do you think?|,Question
|About what?|,Question
"|About all of that, about all I was talking about.|",Acknowledge
"|Look at this, all of the hairs are standing up on my arm.|",Command
|That's the wind.|,Statement Non Opinion
"|Well, so, what do you think?|",Question
|About what?|,Question
|About what I was saying.|,Acknowledge
|I think it's ridiculous.|,Statement Opinion
|It certainly is not.  It's slightly exaggerated scientific fact.|,Disagreement
|It's PR! Somebody sold you a bunch of crap that there is this wonderful thing that is going to happen tonight on the beach.|,Disagreement
"|Not just me, look at all of these people.|",Command
"|Everybody's told the same story.  It keeps us coming back for more, it keeps us excited.  We keep thinking that life is going start at any minute if we can just find the right spot, get in on the action.|",excited
"|Are we talking about the same thing, here?|",Question
"|I'm sorry, it's just fish to me.|",Apology
"|Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?|",Question
"|Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.|",Disagreement
"|Well then, what's bugging you?|",Question
|We just have different ideas of what this night is supposed to look like.|,Statement Opinion
"|There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing.  We go ooh, ah, look at the fish and we go home.|",Statement Non Opinion
"|For God- Grow up, Augie.  The fish are not going to arrive.|",Command
|Why not?|,Question
|Because they never do.  Have they...Have they ever?|,Question
|We've missed them twice.|,Statement Non Opinion
|Twice is every time we have tried; that's ever.|,Statement Opinion
|They'll show up this time.|,Statement Non Opinion
|No they won't.  It's like waiting for Santa Claus.|,Disagreement
|I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up.  And the fish never show up.|,Hopelessness
|I thought you wanted to see it.|,Statement Opinion
|You don't understand anything I am saying.|,Disagreement
|No. Of course not.|,Disagreement
"|I did want to see it, I still do, I always do.  I just...|",Statement Opinion
"|I feel like I'm always just standing here waiting.  I feel like this night is going to be the night, but it never is.|",Statement Opinion
"|It's just fish, it's nothing to get traumatized over.|",Statement Opinion
"|For God's sake, this is not about fish.|",Disagreement
|Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.|,Statement Opinion
"|Okay.  So you were fine during that phone call from Marge and then dinner was okay.  And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go?  And I said, sure great, let's go.|",Agreement
"|Okay.  So I am putting out the pets, getting the car out of the garage.|",Statement Non Opinion
|Do you remember the first year we came here?  It was like four years after we got married.|,Question
"|We thought I was pregnant, we got a bottle of champagne, we had no glasses.  We took off our shoes and you asked me to dance.|",Statement Non Opinion
"|You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.|",Statement Opinion
"|Wait a minute, I got it.|",Acknowledge
"|Drinking champagne from the bottle,|",Statement Non Opinion
"|It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.|",Statement Non Opinion
|dancing barefoot in the sand.|,Statement Non Opinion
"|That's what it is?  Right?  You want this to be like the other time, right?|",Question
|I'd rather not remember some things.  I'd rather not hope for some things.|,Statement Opinion
|Sure.  All right.  Okay.|,Acknowledge
"|Listen, do you want to dance?|",Question
|No.|,Disagreement
|Do you want me to go get some champagne?|,Question
|No.|,Disagreement
|Do you want to take off your shoes?|,Question
"|No, no. Nothing.|",Disagreement
|Then what?|,Question
|Do you want to get married again?|,Question
|No.|,Disagreement
|What?  What?  Do you want a divorce?|,Question
|A vacation?|,Question
|No.|,Disagreement
|Like a new carpet?  A poodle?  A back rub?  Ice cream?  A suicide pact?  What do you want?  What the hell do you want?|,Question
|I just want something to turn out like I expected it to.|,Statement Opinion
"|Well welcome to the human race, huh?  Do you think I had some grand fantasy going that four years down the line we would come to this beach and be arguing over fish?  No.|",Contempt
|[BREATHING]|,Backchannel
"|No I'm just like you.  I thought it was going to be all roses and peaches and the bills would just pay themselves.  And we'll have three, fat rosy cheeked children.  Huh, baby, the joke's on us.  Because you know what you get?|",Statement Opinion
|Do you know what you get?  You get this.|,Question
|This? What is this?  This is nothing.  This isn't even anything.|,Statement Opinion
|Yes it is.|,Agreement
|Sure.  This is standing on the beach waiting.  This is fighting.|,Acknowledge
|Right|,Backchannel
"|I mean this is a lot of things, but it's just...|",Statement Opinion
|[BREATHING]|,Others
|Do you understand what I am saying?|,Question
|I'm doing the best I can.|,Statement Opinion
"|I know you are Augie, I know.|",Acknowledge
"|I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.|",Statement Opinion
"|Maybe if you were with someone else, too.|",Statement Non Opinion
|I didn't say that.|,Disagreement
|I just- I know I don't make you happy.|,Apology
"|Don't be ridiculous.  Anything that- anything I am doing, I'd rather be doing it with you.|",Disagreement
|Yeah?|,Question
|Yeah.  Don't you know that?|,Question
|For Heaven's sake Augie.|,Statement Non Opinion
"|You're the one who probably wishes he was with somebody else.  Somebody who doesn't take things so seriously, who could enjoy herself.|",Statement Opinion
"|You know, actually now that you mention it, no I don't.|",Disagreement
"|So maybe we are in the wrong spot, but we are with the right person.|",Statement Opinion
"|I don't know, it seemed like such a good spot to me.|",Statement Opinion
"|We have a great view of the moon from here, though, huh?|",Question
"|Hmm.  I noticed that, it's pretty. Big old white moon.|",Statement Opinion
|[BREATHING]|,Others
|And look what I got here.|,Statement Non Opinion
"|Augie, you bought refreshments.|",Statement Non Opinion
|It's not champagne.|,Statement Non Opinion
|I guess we don't need glasses.|,Statement Opinion
|[BREATHING]|,Others
|Do you want to go home?  Are you cold?|,Concern
|I'm beginning to think this might be the right spot after all.|,Statement Opinion
"|Augie, I'm sorry.|",Apology
"|Shh.  If we're very quiet, the fish might come.|",Command
|Or not.|,Others
|Or not.|,Disagreement
|Good God.|,Others
|Is it them?|,Question
|I wonder.|,Statement Non Opinion
|Freda is the only one who knows we are here.  She wouldn't ring up.|,Statement Non Opinion
|It must be them then.|,Statement Non Opinion
|It had to happen sooner or later.  What are we going to do?|,Statement Non Opinion
|[BREATHING]|,Others
"|We are okay, aren't we darling?|",Question
"|Now and always, sweet.|",Statement Opinion
|I don't care then.|,Disagreement
|It had to happen sooner or later.|,Statement Opinion
"|Hello?  Hello?  I'm sorry, what's that?|",Apology
|No.  Wrong number. [LAUGHTER]|,Disagreement
|[LAUGHTER] That sent shivers up my spine.|,Statement Opinion
|What shall we do if they suddenly walk in on us.[LAUGHTER]|,Acknowledge
|We'll behave exquisitely.|,Statement Opinion
|With perfect poise.|,Statement Non Opinion
|I think I shall do a curtsy.|,Statement Opinion
"|It's strange; things that ought to matter dreadfully, they just don't matter at all when one's happy.  Do they?|",Statement Opinion
|Hmm.  The pity is that one can't stay happy.|,Statement Opinion
"|Darling, don't say that.|",Command
|It's true.  I think the whole thing's a cruel joke.|,Statement Opinion
|What?  This beautiful and sacred thing - love?|,Statement Opinion
|Yes.  Meaning just that.|,Agreement
"|Well what does it all mean?  That's what I ask myself in my quest for ultimate truth.  Dear God, what does it all mean?|",Question
|Don't laugh at me.  I'm being serious.|,Apology
"|Oh darling, you mustn't be serious.  It's just what they want.|",Command
|Who's they?|,Question
"|All of those futile moralists who make life unbearable.  You have to laugh at them, be flippant.|",Statement Opinion
"|You know, flippancy brings out the acid in their darned, light and sweetness.|",Statement Opinion
"|you know if I laugh at everything then I must laugh at us, too.|",Statement Opinion
|Oh of course.  We are figures of fun.  All right.|,Statement Opinion
"|How long with it last, this ludicrous overbearing love of ours?|",Statement Opinion
|Who knows?|,Question
|Shall we always want to bicker and fight?|,Question
|Oh no.  That fire will fade along with our passion.|,Statement Opinion
"|Oh dear, should we like that?|",Question
|Well it depends on how well we've played.|,Answer
|What happens if one of us dies?  Does the other one still laugh?|,Question
|Yes.  Yes with all of his might.|,Agreement
"|Well that's serious enough, isn't it?|",Statement Opinion
"|No, no, no, no. no.  Death is a very laughable thing.  It's a cunning little mystery, it's all done with mirrors.|",Disagreement
|I think you are talking nonsense.|,Disagreement
"|Oh.  So is everyone, in the long run.|",Statement Opinion
"|Let's be superficial, and just pity those poor philosophers, huh?  Let's blow trumpets and squeakers and enjoy the party for as long as we can, you know, like small, idiotic school children.|",Disagreement
|[LAUGHTER]|,Backchannel
|Oh Come and kiss me darling before your body rots and worms pop out of your eye sockets.|,Command
"|Oh Elliott, worms don't pop.|",Statement Non Opinion
"|Oh See, I don't care what you do, see.  You can paint yourself green and run naked through the Place Vendome and run off with all of the men of the world.  I shan't say a word, just as long as you love me best.|",Statement Opinion
"|Aw.  Thank you, darling.  The same applies to you too, except that if you so much as look at another woman I'll kill you.|",Statement Opinion
|Do you remember that awful scene we had in Venice?|,Question
|Which particular one?|,Question
|The one where you put that tiny painted wooden snake in my bed.|,Statement Non Opinion
"|Oh Charles, that was his name.  He did wiggle so beautifully.|",Statement Opinion
|[GARBAGE]|,Others
|It was a terrible thing.  I hated it.|,Statement Opinion
|I know you did.  You threw him out the window into the Grand Canal.  I'll never forgive you for that.|,Disagreement
|How long did that row last?|,Question
|It went on intermittently for days.|,Statement Non Opinion
|Uh huh.|,Backchannel
|But the worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.|,Statement Opinion
"|Oh And it burnt my comb, too, and all of those towels in the bathroom.|",Statement Non Opinion
"|That was a rouser, wasn't it?|",Statement Opinion
|[LAUGHTER] That was the first time you hit me.|,Acknowledge
|I did not hit you very hard.|,Statement Non Opinion
"|The manager came in, he found us rolling about the floor, biting and scratching like panthers. [LAUGHTER]  How utterly, utterly ridiculous.|",Statement Opinion
|[LAUGHTER] I'll never forget his face. [LAUGHTER]|,Statement Non Opinion
|[LAUGHTER] We were very much younger then.|,Others
|[LAUGHTER] And very much sillier.|,Statement Non Opinion
|However I believe the real cause of that row was Peter Burden.|,Statement Opinion
|Oh.  You knew there was nothing in that.|,Acknowledge
|We were very much younger then.|,Statement Non Opinion
|And very much sillier.|,Statement Opinion
|However I believe the real cause of that row was Peter Burden.|,Statement Opinion
|Oh.  You knew there was nothing in that.|,Statement Opinion
|I knew nothing of the sort.  You took presents from him.|,Disagreement
"|Presents?  It was only a trivial, little brooch.|",Question
"|It was bristling with diamonds.  In the worst possible taste, too.|",Statement Opinion
"|It was not.  I still have it, and I wear it often.  It is very pretty.|",Statement Opinion
|You went out of your way to torture me over Peter Burden.|,Disagreement
|I did not.  You worked that whole thing up in your jealous imagination.|,Disagreement
"|Well, you let him kiss you, huh?  You said you did.|",Question
"|Well, what of it?|",Question
|What of it?|,Question
|It gave him a lot of pleasure and it didn't hurt me.|,Statement Non Opinion
|What about me?|,Question
"|If you hadn't been so suspicious and nosey, you never would have known a thing about it.|",Disagreement
"|That's a nice point of view, I must say.|",Statement Opinion
|Oh dear.  I'm bored with this conversation.|,Statement Opinion
|So am I.  I'm bored stiff. [GARBAGE]  Do you want some brandy?|,Question
|No.  Thank you.|,Disagreement
"|I'll have a little, I think.|",Statement Opinion
"|I don't know why you'd want any, you've already had three glasses.|",Disagreement
"|No particular reason.  Anyhow, they are very small ones.|",Statement Non Opinion
|I just think it's silly to go on and on and on about such a thing.|,Statement Opinion
"|You can hardly call three glasses of liquor a whole evening long, going on and on and on.|",Disagreement
|It's become a habit with you.|,Statement Opinion
|Oh.  Don't be so grand.  Just because you don't happen to want one at the moment.|,Disagreement
|Don't be stupid.|,Command
"|Really, Amanda.|",Disagreement
|What?|,Question
|Nothing.|,Statement Non Opinion
"|you going out somewhere, dear?|",Question
|No.  I am just making myself fascinating for you.|,Statement Opinion
|That reply has broken my heart.|,Statement Opinion
|Oh.  It's a woman's duty to allure the man.|,Statement Opinion
"|Well as a matter of fact, yes, that's perfectly true.|",Agreement
|No it isn't.|,Disagreement
|Yes it is.|,Agreement
|You shut up.|,Command
"|Oh really.  It's a pity you didn't have any brandy, it would have made you a little less disagreeable.|",Disagreement
|It's funny it hasn't worked such wonders for you.|,Disagreement
"|Snap, snap, snap.  You know you are like a little adder.|",Statement Opinion
"|Adders don't snap, they sting.|",Statement Non Opinion
|Nonsense.  They have a bag of venom behind their fangs and they snap. They snap.|,Disagreement
|They sting. I don't care.  Do you understand?  I don't care if they bark and they roll about like hoops.|,Statement Opinion
|Did you see much of Peter Burden after our divorce?|,Question
"|Yes I did, quite a lot.|",Answer
"|And I suppose you let him kiss you a good deal more than, too. Yes.  I suppose you guys had a riotous time, huh?  All out, no restraint at all.  Well, you never really had much anyhow.|",Disagreement
|Mind your own business.|,Command
"|You're quite insufferable, I expect it's because you are drunk.|",Disagreement
|I think I am not in the least bit drunk.|,Statement Opinion
|You've always had a weak head.|,Statement Opinion
|I think I mentioned once before that I've had three minute liquor glasses the whole evening long.  A child of two cannot get drunk on that.|,Statement Opinion
"|On the contrary, a child of two can get violently drunk on only one glass of brandy.|",Disagreement
"|That's very interesting Amanda. How about a child of four?  Or a child of six?  Or a child of nine? We can get a good little conversation going on about this, you know, intemperate tots.|",Question
|Oh shut up.|,Command
|Shut up.|,Command
"|Not very funny, darling.  Why don't you have some more brandy.|",Disagreement
|[LAUGHTER] That's a very good idea.  I think I will.|,Agreement
"|Look, you better turn that off. I don't want to wake up the people upstairs.|",Command
|Why?|,Question
|There are no people upstairs; it's a photographer's studio.|,Statement Non Opinion
|Well then you'll wake up the people downstairs.|,Statement Non Opinion
|They are away in Tunis.|,Statement Non Opinion
|This is no time of year for Tunis.|,Statement Opinion
"|Turn it on again, please.|",Command
|I will do no such thing.|,Disagreement
|Fine if you insist on being boorish and idiotic.|,Disagreement
"|Will you turn that off, it's driving me mad.|",Command
"|You are far too temperamental, try to control yourself.|",Command
|Turn it off.|,Command
"|I won't.  Let go, let go of me. Listen, listen?  I'm sick and tired of listening to you, you sadistic bully.|",Disagreement
"|Amanda, listen, listen.|",Command
|Oh.  That's very amusing indeed.|,Statement Opinion
"|Oh shut up.  Let go.  I hate you, I hate you.  Do you hear?  You are a conceited and overbearing and utterly impossible.|",Disagreement
"|You are a vile, ill-tempered, loose living, wicked little beast and I never want to see you again as long as I live.|",Disagreement
|This is the end.  Do you hear me?  Finally and forever.|,Command
|You're not going like this.|,Command
|Oh.  Yes I am.|,Agreement
|You're not.|,Disagreement
"|Yes I am.   Stop it. Stop it.  Let go of me. Oh.  You're a cruel fiend.  I loathe and I hate you. Marry you again?  Never, never, never. I hope you die in torment, you brute beast cad.|",Disagreement
"|Shut up. Shut up. God, I wouldn't marry you again if you came crawling back to me on a bended knee.  You are a vile, ill-tempered, mean little wench and I never want to see you again as long as I live.|",Command
|Next.|,Command
"|Yes, me. Okay, okay here we go.|",Acknowledge
|My window is open.|,Statement Non Opinion
"|Okay, so filled out all these forms  --|",Statement Non Opinion
|This is... Your last- Your first name is Jones?|,Question
|and I have This form of ID here so...|,Statement Non Opinion
"|Yes, Jones.|",Agreement
|That's just strange I figured you filled in wrong sections.|,Statement Opinion
|Well...|,Backchannel
|What are you... what's...What are you applying for?|,Question
|I'm just applying for another ID.|,Statement Non Opinion
|Another ID?|,Question
"|Yes.  I'm supposed to have three forms of ID for this.  It's a long story, I'm supposed to have three forms of ID for this other job I really don't get into but I need another...|",Statement Non Opinion
|Fine.  So I need ID.|,Statement Non Opinion
"|I have it right here, yes.|",Acknowledge
"|No, I need your ID to give you a second ID.|",Disagreement
|It's really simple if you have a problem with it... Maybe you should--|,Command
|But that's...|,Disagreement
"|That's why I'm here, that's why I was waiting in this line.  I need to get another form of ID.|",Statement Non Opinion
"|Well, do you have your passport?|",Question
"|No, I don't have a passport.|",Answer
|You have a birth certificate?|,Question
"|I don't where it is though, I don't have with me.  Can I get it from somewhere?  I mean...|",Question
|What do you expect me to do?|,Question
|I probably have to go wait another line to get my birth certificate don't I?|,Question
|Probably.|,Agreement
|You're very helpful.  What's your name?|,Question
|Joy.|,Statement Non Opinion
"|Hi, Joy.|",Greeting
|Hi.   You know...|,Greeting
|So can you help me or not?|,Question
|I am..I don't..I don't understand what you want.  A driver's license or a California ID.|,Statement Non Opinion
|Okay. [BREATHING]|,Acknowledge
|I need California ID.|,Statement Non Opinion
|Okay.|,Acknowledge
|On top of these other two forms of ID which I already have.|,Statement Non Opinion
"|What... well, do you have a driver's license?|",Question
"|No, I don't have driver's license.|",Answer
|Then how am I supposed to give you a California ID?|,Question
|Did you even look at the form?  I filled it out all these questions--|,Question
|Don't raise your voice with me.|,Command
|Did you even look at the form?  I've already answered these question.|,Disagreement
|Don't talk to me like I'm a child.|,Disagreement
|Okay.|,Acknowledge
|Do you know how long I've been working here? How long have you lived in California?|,Question
|If it makes you stop acting like a child.|,Command
|I have been to California my whole--|,Statement Non Opinion
"|Maybe you never been to the D.M.V. before, maybe you should get back in line.  You know what?  sit in line again and if you get my number ask for different one.|",Disagreement
|I am not...I'm not getting to back that line.|,Disagreement
"|Okay, okay let's keep our voices down, okay?  I didn't come here to get in yelling match.|",Command
|I'm perfectly calm.|,Statement Non Opinion
"|I did not come in here to get in a yelling match with you, all right?|",Statement Non Opinion
|Uh huh.  I didn't come here get in yelling match either.|,Frustration
|Just try and help me.|,Command
|They don't pay me enough to deal people like you.|,Statement Opinion
"|People like me, what is that supposed to mean?  You know, this is ridiculous.  Is there like a manager here, is there someone else that I can talk to?|",Disagreement
|Why?|,Question
|Why?|,Question
|Yeah.|,Agreement
"|So you're not going to send me a thank you card, is that a problem? Is your are not going...|",Question
"|Why, because I'm sick of talking to you.|",Anger
"|Cause you're obviously not talking to me, you're just yelling at me, berating me and telling me I can't fill out forms right.|",Statement Opinion
"|Oh, dear. Oh, boo-foo-woo, foo-foo.|",Acknowledge
"|Oh, no honey. And you're going to miss the Christmas card too. It's a shame. It's going to be a good, nice picture.|",Statement Opinion
|Sit back down.|,Command
"|Hey, Joy come in here.|",Command
|What's happening?|,Question
|I have to go back.|,Statement Non Opinion
|I just got a letter I have to go back.|,Statement Non Opinion
|When?|,Question
|First thing tomorrow morning.|,Command
|Are you kidding me?|,Disagreement
|How...|,Question
"|I don't understand, I don't underst--|",Statement Non Opinion
|How can they do that?|,Question
|They can do it.|,Statement Opinion
|They said you're home for at least four years.|,Statement Non Opinion
"|I guess they can do it,|",Statement Opinion
"|The National Guard is I guess really spread thin and then everyone has to go.  We all have to go back, my whole companies going back.|",Statement Non Opinion
|[BREATHING]|,Others
|That's not fair.|,Disagreement
|I can't believe it. I just got back.|,Statement Non Opinion
"|So yeah, we leave tomorrow...|",Statement Non Opinion
|[BREATHING]|,Others
|...we're all shipping out.|,Statement Non Opinion
|I just got I feel like I'm in shock actually.|,Statement Opinion
|I don't even know what to tell you.|,Statement Non Opinion
|I don't know.|,Answer
|What about the birthday party?|,Question
|I guess you're just going to have to have it without me.|,Statement Non Opinion
"|Hey listen, it's going to be okay though, all right?|",Statement Opinion
|You're going to be fine.|,Statement Non Opinion
|Me?  I'm not worried about me.|,Statement Non Opinion
"|I'm going to be fine too, okay?|",Question
|How do you know?|,Question
|I know I have a good... I have a really good group of guys with me.|,Statement Opinion
|We're going to be okay.|,Statement Non Opinion
|You're going with the same ones?|,Question
|Do promise me you're going to take a lot of pictures.|,Command
"|Always, I always do.|",Agreement
|I know.|,Acknowledge
|It's not the same though.|,Disagreement
|I just wish there was something I could do.|,Statement Opinion
|We could hide away.|,Statement Non Opinion
|Run away?|,Command
|Mm hmm.  We'll build a bunker and never come out.|,Backchannel
"|I really don't want to go, I don't want to go...|",Disagreement
|[LAUGHTER] Mmm.|,Backchannel
|I'm scared.|,Statement Opinion
|Don't say that.|,Command
|I'll send you a letter every single day.|,Statement Non Opinion
|I love you.|,Statement Opinion
|I love you too.|,Agreement
|The craziest thing just happened to me.|,Statement Opinion
|What?|,Question
|This girl; she just offered me fifty thousand dollars to marry her.|,Surprise
|[BREATHING]|,Others
|Yeah.|,Agreement
|Why?|,Question
"|Well, she's not a citizen so she wants to get a visa.|",Statement Non Opinion
|Is she on the run?|,Question
"|No, no, no, no, no, no she just... she's not a citizen but she wants her visa, yeah. She's going to pay me fifty thousand dollars to marry her and stay married to her for two years.|",Disagreement
"|Oh, she just needs to marry you.|",Statement Opinion
|That's incredible. That's awesome. Where's she from?  Maybe you can get a dual citizenship.|,Statement Opinion
|That's like twenty five thousand dollar a year for doing nothing. Isn't that awesome?|,Statement Opinion
