Text, DeepSeek-v3
2,neutral
3,fear
4,joy
5,neutral
6,neutral
7,joy
8,neutral
9,neutral
10,sadness
11,neutral
12,neutral
1,neutral
2,joy
3,neutral
4,neutral
5,neutral
6,surprised
7,joy
8,neutral
9,surprised
10,neutral
11,neutral
12,anger
13,surprised
14,anger
15,fear
16,anger
17,joy
18,sadness
19,joy
1,neutral
2,anger
3,sadness
4,neutral
5,neutral
6,joy
7,joy
8,neutral
9,disgust
1,neutral
2,joy
3,joy
4,neutral
5,neutral
|1. - Lecturer - We're beginning to see a lot of layering of sheer fabrics and colours. For instance a sheer navy blouse over a pink.... 2.- Ross - . I'm really glad we came. You're so pretty. I love you.|,"[""neutral"", ""joy""]"
1,joy
2,neutral
3,anger
4,sadness
5,joy
6,anger
7,neutral
8,anger
9,neutral
10,anger
11,sadness
12,anger
13,sadness
14,anger
15,neutral
"|1. - Monica - Oh yeah? When? 2.- Chandler - . I'll tell you what. 3.- Chandler - . When we're 40, if neither one of us are married, what do you say you and I get together and have one? 4.- Monica - . Why won't I be married when I'm 40? 5.- Chandler - . Oh, no, no. I just meant hypothetically. 6.- Monica - . Ok, hypothetically, why won't I be married when I'm 40? 7.- Chandler - . No, no, no. 8.- Monica - . What is it? Is there something fundamentally unmarriable about me? 9.- Chandler - . Uh, uh. 10.- Monica - . Well? 11.- Chandler - . Dear God! This parachute is a knapsack! 12.- Rachel - . Hey. 13.- Phoebe - . Hey. Ooh, look at you, dressy-dress. 14.- Monica - . Did you go home and change? 15.- Rachel - . Yeah, well, it's an important day. I wanna look nice. Um, has uh Dr. Franzblau been by? 16.- Monica - . No, I haven't seen him. 17.- Rachel - . Well, where is he? He is supposed to be here. What if the baby needs him? 18.- Chandler - . Rachel, what is the deal with you and doctors, anyway? Was, like, your father a doctor? 19.- Rachel - . Yeah, why? 20.- Chandler - . No reason.|","[[""surprised""], [""neutral""], [""neutral""], [""anger""], [""fear""], [""anger""], [""fear""], [""anger""], [""fear""], [""anger""], [""fear""], [""neutral""], [""joy""], [""neutral""], [""joy""], [""neutral""], [""fear""], [""neutral""], [""neutral""], [""neutral""]]"
"|1. - Ross - I'm the holiday armadillo! I'm a friend of Santa's and he sent me here to wish you a Merry Christmas! 2.- Monica - . What happened to Santa, Holiday Armadillo?|","[""joy"", ""surprised""]"
1,joy
2,neutral
3,neutral
4,sadness
5,neutral
6,anger
7,neutral
8,neutral
9,neutral
10,anger
1,surprised
2,surprised
3,joy
4,neutral
5,anger
6,neutral
7,anger
8,neutral
9,sadness
10,neutral
1,neutral
2,neutral
3,joy
4,neutral
5,joy
6,anger
7,anger
8,neutral
9,neutral
10,neutral
11,anger
12,anger
13,neutral
14,neutral
15,anger
"|1. - Monica - So! I'm just an empty vase, huh? 2.- Julio - . What? 3.- Monica - . Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else. 4.- Monica - . And y'know what, I get excited about stupid stuff, like when I my 5.- Julio - . Whoa, whoa, whoa. 6.- Monica - . You don't even know me... 7.- Julio - . Whoa, whoa, whoa, the poem is not about you. 8.- Monica - . What? 9.- Julio - . The Empty Vase is not about you. My baby, you make me so sad that you would think this. 10.- Monica - . I'm sorry, my friend Phoebe... 11.- Julio - . No, it's about all women. Well, all American women. You feel better now? 12.- Monica - . Oh yeah.|","[""anger"", ""surprised"", ""anger"", ""anger"", ""surprised"", ""sadness"", ""neutral"", ""surprised"", ""sadness"", ""sadness"", ""neutral"", ""joy""]"
"|1. - Ross - Okay, forward. Forward--Stop! Okay, back--Stop! Okay, forward--Stop! Stop! Stop! 2.- Phoebe - . Okay, here's what we're gonna do. 3.- Phoebe - . Okay, I'm gonna break into this mini-van and put it in neutral. 4.- Phoebe - . You guys push it forward so Ross can drive out of his spot. 5.- Phoebe - . Okay? 6.- Phoebe - . All right, here we go. 7.- Phoebe - . Haul ass!!!|","[""anger"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""joy""]"
1,neutral
2,neutral
3,joy
4,anger
5,neutral
6,disgust
7,neutral
1,fear
2,neutral
3,joy
4,disgust
5,neutral
6,neutral
7,neutral
1,surprised
2,neutral
3,neutral
4,joy
5,fear
6,neutral
7,neutral
8,joy
9,fear
10,neutral
11,joy
12,disgust
13,anger
14,neutral
"|1. - Chandler - Julie hi! Chandler Bing, I, I guess you remember me. 2.- Julie - . Hello Skidmark. 3.- Chandler - . It's a nickname, I'll explain later. 4.- Monica - . It's pretty clear. 5.- Chandler - . Ah, uh, I owe you a long overdue apology. I never should have broken up with you because you were overweight. 6.- Julie - . That's why you broke up with me? 7.- Chandler - . You-you-you didn't know that. Well, I guess my work here is done!|","[[""joy"", ""neutral"", ""neutral"", ""neutral"", ""sadness"", ""surprised"", ""fear""]]"
1,anger
2,disgust
3,neutral
4,neutral
5,neutral
6,fear
7,neutral
8,joy
1,joy
2,joy
3,joy
4,joy
5,neutral
6,joy
7,neutral
8,joy
9,joy
10,sadness
11,neutral
12,neutral
13,surprised
14,fear
15,sadness
16,sadness
17,neutral
1,neutral
2,fear
3,neutral
4,joy
5,surprised
6,anger
7,sadness
|1. - Joey - All right where's that turkey! 2.- Phoebe - . Joey! Those are my maternity pants! 3.- Joey - . Not now! These are my Thanksgiving pants!|,"[""anger"", ""surprised"", ""joy""]"
1,neutral
2,anger
3,surprised
4,joy
5,anger
6,joy
7,anger
1,disgust
2,neutral
3,neutral
4,joy
5,surprised
6,joy
7,anger
8,joy
9,surprised
10,joy
11,joy
12,joy
13,joy
"|1. - Phoebe - Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube. 2.- Chandler - . Look at this! 3.- Phoebe - . Oh! You have a window! 4.- Chandler - . Yes indeedy! With a beautiful view of... 5.- Phoebe - . Oh look! That guy's peeing! 6.- Monica - . Hi. 7.- Rachel - . Hi.|","[surprised, surprised, surprised, joy, disgust, neutral, neutral]"
"|1. - Rachel - Y'know what? I cannot do this with my left hand! Would you please, help me with this too? 2.- Rachel - . Okay. Let's use this brush. 3.- Ross - . Okay. This stuff? 4.- Rachel - . Yeah. 5.- Ross - . All right. 6.- Rachel - . Careful. Light. Okay, do you know how, just sweep it across the lid. Okay? Just sweep it. 7.- Joey - . Okay-Dokey|","[[""anger"", 1], [""neutral"", 2], [""neutral"", 3], [""neutral"", 4], [""neutral"", 5], [""neutral"", 6], [""neutral"", 7]]"
1,neutral
2,neutral
3,neutral
4,neutral
5,neutral
6,neutral
7,fear
8,fear
9,neutral
10,neutral
11,disgust
12,disgust
13,joy
14,neutral
15,neutral
16,joy
17,anger
18,disgust
1,neutral
2,joy
3,surprised
4,surprised
5,neutral
6,neutral
7,neutral
8,neutral
9,joy
10,neutral
11,fear
12,neutral
1,neutral
2,anger
3,neutral
4,anger
5,neutral
6,anger
7,neutral
8,anger
9,joy
10,anger
1,disgust
2,joy
3,anger
4,neutral
5,anger
6,neutral
7,anger
8,neutral
9,surprised
10,sadness
11,anger
12,neutral
13,fear
14,disgust
15,neutral
16,neutral
1,anger
2,neutral
3,disgust
4,sadness
5,neutral
6,neutral
7,neutral
8,anger
9,neutral
10,neutral
11,neutral
12,anger
13,anger
14,anger
15,anger
16,neutral
1,neutral
2,fear
3,fear
4,surprised
5,disgust
6,fear
7,fear
1,surprised
2,neutral
3,neutral
4,joy
5,neutral
6,sadness
7,anger
"|1. - Dr. Leedbetter - Well, it was quite large. I-I-I-I-I had to throw most of it away. 2.- Ross - . You-you-you-you threw my sandwich away! 3.- Ross - . MY SANDWICH?!!! 4.- Ross - . MY SANDWICH!!!!!!|","[""sadness"", ""anger"", ""surprised"", ""anger""]"
1,neutral
2,sadness
3,surprised
4,sadness
5,anger
6,anger
7,sadness
8,anger
9,neutral
10,neutral
11,fear
12,anger
1,surprised
2,joy
3,neutral
4,joy
5,anger
6,sadness
7,neutral
8,joy
9,disgust
1,neutral
2,neutral
3,neutral
4,fear
5,anger
1,surprised
2,joy
3,neutral
4,neutral
5,neutral
6,neutral
7,neutral
8,anger
9,joy
1,neutral
2,neutral
3,surprised
4,joy
5,neutral
6,neutral
7,sadness
8,neutral
9,fear
10,neutral
11,joy
12,joy
13,joy
14,joy
15,neutral
16,neutral
17,fear
18,neutral
19,disgust
1,anger
2,neutral
3,disgust
4,surprised
5,sadness
"|1. - Chandler - Well actually uh, there was something we wanted to tell you about the wedding. 2.- Chandler - . Um, it's going to be a small ceremony. 3.- Chandler - . Uh, tiny! 4.- Chandler - . We're not even sure why we're having it.|","[""neutral"", ""neutral"", ""neutral"", ""neutral""]"
"|1. - Monica - It's actually going to be just family. 2.- Janice - . Oh...wait...you two think of me as family?! Oh, I have to ask you something now and be honest; do you want me to sing|","[""neutral"", ""surprised""]"
"|1. - Ross - Come here to me. No-no, you come here to me. 2.- Rachel - . Hey Ross! I brought reinforcements. 3.- Ross - . Oh great! What, you brought Joey? 4.- Rachel - . Well, I brought the next best thing.|","[""anger"", ""joy"", ""surprised"", ""neutral""]"
1,surprised
2,joy
3,sarcasm
4,joy
5,sarcasm
6,anger
7,neutral
8,anger
9,neutral
10,anger
11,neutral
1,fear
2,anger
3,anger
4,neutral
5,joy
6,neutral
7,neutral
8,joy
9,anger
1,neutral
2,frustration
3,frustration
4,anxiety
5,pain
6,neutral
7,neutral
8,neutral
9,neutral
10,neutral
11,neutral
12,neutral
13,neutral
14,neutral
15,neutral
16,neutral
17,anxiety
18,annoyance
19,neutral
1,surprised
2,surprised
3,fear
4,disgust
5,joy
6,anger
7,anger
8,anger
9,fear
10,neutral
11,sadness
12,surprised
13,neutral
1,anger
2,neutral
3,neutral
4,neutral
5,neutral
6,sadness
7,neutral
8,neutral
9,neutral
10,surprised
11,fear
12,joy
13,anger
14,surprised
15,anger
16,neutral
17,anger
1,joy
2,anger
3,neutral
1,neutral
2,neutral
3,surprised
4,sadness
5,neutral
6,neutral
7,neutral
"|1. - Rachel - Ha! 2.- Phoebe - . So you like the drums! 3.- Phoebe - . That's, that's great! 4.- Phoebe - . Y'know, I was worried, that, you know, they would maybe an unbearable living situation. 5.- Phoebe - . All right, okay, well, apparently not! 6.- Phoebe - . So, yay! 7.- Joey - . Hey-hey, Pheebs, check it out, we already learned a song. Ready? One, two, three, four... 8.- Joey - . Tequila!! 9.- Phoebe - . That's fun.|","[""joy"", ""neutral"", ""joy"", ""fear"", ""joy"", ""joy"", ""joy"", ""joy"", ""neutral""]"
1,surprised
2,sadness
3,anger
4,neutral
5,anger
6,anger
7,surprised
8,neutral
9,neutral
10,fear
11,neutral
12,joy
13,neutral
14,anger
15,neutral
16,fear
"|1. - Rachel - Pheebs, I don't think anyone's mad about that. 2.- Phoebe - . Exactly! Because it's in the past! 3.- Joey - . Anybody gonna eat that?|","[""neutral"", ""joy"", ""neutral""]"
1,neutral
2,joy
3,neutral
4,joy
5,surprised
6,neutral
7,disgust
8,neutral
9,disgust
10,neutral
11,joy
12,joy
13,neutral
14,joy
15,disgust
16,anger
17,disgust
18,neutral
19,neutral
20,anger
21,neutral
|1. - Phoebe - Lusts of the flesh. 2.- Rachel - . What? 3.- Phoebe - . I don't know. A cowboy theme?|,"[""neutral"", ""surprised"", ""neutral""]"
1,neutral
2,joy
3,neutral
4,neutral
5,neutral
6,sadness
7,neutral
8,surprised
9,neutral
10,surprised
11,neutral
12,neutral
13,neutral
14,fear
15,fear
16,neutral
"|1. - Chandler - Can you see my nipples through this shirt? 2.- Rachel - . No. But don't worry, I'm sure they're still there. 3.- Phoebe - . Where are you going, Mr. Suity-Man? 4.- Chandler - . Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo. I added the ""a-gogo.""|","[[""neutral"", ""neutral"", ""surprised"", ""joy""]]"
1,neutral
2,fear
3,anger
4,neutral
5,disgust
6,neutral
7,neutral
8,joy
9,neutral
10,neutral
11,neutral
12,joy
13,joy
"|1. - Joey - ""Happy birthday to you!"" 2.- Gunther - . You're paying for that. 3.- Joey - . What? No-no it's her birthday! 4.- Gunther - . You've sung Happy Birthday to 20 different women today! 5.- Joey - . But it really 6.- Gunther - . You are no longer authorized to distribute birthday muffins. 7.- Joey - . Damnit! 8.- Ross - . Rach? Hi! 9.- Rachel - . Hi! 10.- Ross - . Did you tell your sister to ask me out? 11.- Rachel - . Well yeah 12.- Ross - . Oh wow! 13.- Ross - . I mean, wow! 14.- Ross - . I mean, I-I-I think she's cute but I-I would never have thought of going out with her, never! 15.- Rachel - . Really?! 16.- Ross - . Yeah but after you said it was okay, I figured, ""Why not?!"" 17.- Rachel - . Oh so-so not really never. 18.- Ross - . I have to say you are a much bigger person than I am. 19.- Ross - . I mean after all we've been through, I just--y'know I wish I had a brother to reciprocate. 20.- Ross - . Hey, if you ever want to go out with Monica, you have my blessing. 21.- Joey - . Oh-ho, and mine! 22.- Phoebe - . No-no wait-wait! I can't just let you hang up! Just please talk to me. 23.- Earl - . Well...I only have one thing to do today. I guess I could push it back. 24.- Phoebe - . Yeah! Now, why do you want to kill yourself? 25.- Earl - . It's just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist! 26.- Phoebe - . Chandler?|","[""joy"", ""neutral"", ""surprised"", ""neutral"", ""neutral"", ""neutral"", ""sadness"", ""joy"", ""joy"", ""neutral"", ""joy"", ""surprised"", ""surprised"", ""neutral"", ""surprised"", ""joy"", ""sadness"", ""joy"", ""neutral"", ""joy"", ""joy"", ""fear"", ""neutral"", ""joy"", ""sadness"", ""surprised""]"
1,surprised
2,sadness
3,neutral
4,neutral
5,sadness
6,neutral
7,neutral
8,neutral
9,sadness
1,anger
2,fear
3,sadness
4,neutral
5,neutral
6,joy
7,neutral
8,neutral
9,joy
10,sadness
11,joy
12,neutral
13,neutral
1,fear
2,surprised
1,surprised
2,neutral
3,surprised
4,anger
5,sadness
6,anger
7,anger
8,anger
9,anger
10,anger
11,anger
12,anger
13,surprised
14,neutral
15,disgust
16,neutral
17,anger
18,anger
19,anger
20,anger
21,anger
22,anger
1,neutral
2,neutral
3,neutral
4,anger
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,surprised
11,neutral
12,neutral
13,neutral
14,neutral
15,neutral
16,surprised
17,neutral
18,fear
19,joy
20,surprised
21,neutral
1,joy
2,joy
3,anger
4,surprised
5,joy
6,neutral
7,anger
8,neutral
9,joy
10,neutral
|1. - Monica - Let go! 2.- Ross - . No! You let go! 3.- Ross - . How come it's always us left in the field holding the ball? 4.- Monica - . I don't know. I guess the other people just don't care enough. 5.- Ross - . Hey! It's starting to snow. 6.- Ross - . Gimme the this! 7.- Monica - . Let go!|,"[""anger"", ""anger"", ""sadness"", ""sadness"", ""surprised"", ""anger"", ""anger""]"
|1. - Joey - Y'know what? 2.- Chandler - . Umm? 3.- Joey - . I bet 'ya ya I could fit in there. 4.- Chandler - . I've got five bucks says you can't.|,"[[""anger"", ""neutral"", ""joy"", ""neutral""]]"
1,anger
2,neutral
3,joy
4,disgust
5,surprised
6,disgust
7,anger
8,neutral
9,anger
10,anger
11,fear
12,sadness
13,sadness
14,neutral
15,neutral
1,sadness
2,neutral
3,fear
4,neutral
5,sadness
6,neutral
7,joy
8,anger
9,joy
10,joy
11,neutral
12,anger
13,neutral
14,disgust
15,sadness
16,anger
1,neutral
2,surprised
3,fear
4,disgust
5,neutral
6,joy
7,neutral
8,joy
9,disgust
10,surprised
11,neutral
"|1. - Phoebe - I don't have time for this. 2.- Monica - . No, that is what the game is.|","[""anger"", ""neutral""]"
1,anger
2,neutral
3,neutral
4,sadness
5,neutral
6,neutral
7,neutral
8,anger
9,neutral
10,anger
11,joy
1,anger
2,neutral
3,fear
4,neutral
5,disgust
6,sadness
7,joy
8,neutral
9,neutral
10,surprised
11,joy
12,neutral
13,joy
14,joy
15,joy
1,neutral
2,neutral
3,sadness
4,sadness
5,neutral
6,joy
7,joy
8,neutral
1,anger
2,joy
3,surprised
4,neutral
5,disgust
6,neutral
7,neutral
8,sadness
9,joy
10,neutral
11,neutral
12,joy
13,neutral
1,neutral
2,joy
3,neutral
4,fear
5,neutral
6,fear
"|1. - Chandler - Kathy! Kathy! Hi!! Kathy! Kathy! (She doesn't hear him and keeps running, Chandler starts chasing her as the theme to 2.- Kathy - . Hey, Chandler! What are you doing here? 3.- Chandler - . Oh, I just wanted to say, ""Hey!"" 4.- Kathy - . Hey! 5.- Chandler - . Okay.|","[""surprised"", ""surprised"", ""joy"", ""joy"", ""neutral""]"
1,neutral
2,neutral
3,neutral
4,neutral
5,joy
6,surprised
7,sadness
1,joy
2,neutral
3,neutral
4,joy
5,neutral
6,joy
7,surprised
8,neutral
9,surprised
10,neutral
11,surprised
12,neutral
13,neutral
1,anger
2,sadness
3,anger
4,sadness
5,surprised
6,neutral
7,joy
8,surprised
9,fear
10,anger
11,neutral
12,sadness
13,sadness
14,surprised
15,sadness
16,surprised
17,sadness
18,anger
19,joy
20,neutral
21,neutral
22,joy
|1. - Joey - What are you doing? 2.- Chandler - . The key's stuck in the lock. 3.- Joey - . I can fix it. Hold on. Look out. Look out. 4.- Chandler - . It still doesn't work.|,"[[""neutral"", 1], [""neutral"", 2], [""neutral"", 3], [""neutral"", 4]]"
1,joy
2,joy
3,joy
4,neutral
5,joy
6,joy
7,disgust
8,sadness
9,neutral
10,neutral
11,neutral
12,surprised
1,neutral
2,neutral
3,joy
4,joy
5,anger
6,neutral
7,joy
8,joy
9,neutral
10,joy
1,neutral
2,neutral
3,sadness
4,neutral
5,sadness
6,anger
7,surprised
8,joy
9,sadness
1,anger
2,neutral
3,anger
4,surprised
5,neutral
6,neutral
7,neutral
8,joy
9,anger
10,anger
11,neutral
12,neutral
13,anger
14,anger
15,sadness
16,sadness
1,neutral
2,neutral
3,neutral
4,neutral
5,joy
1,neutral
2,joy
3,neutral
4,surprised
5,neutral
6,neutral
7,joy
8,surprised
9,neutral
10,neutral
11,neutral
12,neutral
13,neutral
14,surprised
15,joy
16,disgust
17,neutral
18,disgust
19,neutral
20,neutral
21,disgust
22,neutral
23,sadness
1,neutral
2,neutral
3,neutral
4,surprised
5,neutral
6,anger
7,neutral
8,surprised
9,sadness
10,neutral
11,neutral
12,neutral
13,surprised
14,sadness
15,neutral
16,neutral
17,neutral
18,neutral
1,surprised
2,joy
3,neutral
4,sadness
5,neutral
6,neutral
7,surprised
8,neutral
9,neutral
10,neutral
11,disgust
12,fear
"|1. - Monica - Oh my God Stu! I-I can't believe you did this! Now are you absolutely sure she's a hooker? 2.- Stu - . Either that or she's just the best, most expensive date I ever had. 3.- Monica - . Would you look at them. Am I ever gonna find a boyfriend again? I gonna die an old maid.|","[""surprised"", ""neutral"", ""sadness""]"
1,neutral
2,surprised
3,neutral
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
1,neutral
2,surprised
3,fear
4,neutral
5,disgust
6,fear
7,joy
8,neutral
9,neutral
1,anger
2,surprised
3,joy
4,neutral
5,anger
6,neutral
7,neutral
8,neutral
1,anger
2,anger
3,anger
4,neutral
5,anger
6,neutral
7,neutral
8,neutral
9,sadness
1,surprised
2,anger
3,neutral
4,joy
5,anger
6,anger
7,neutral
8,anger
9,neutral
10,anger
11,neutral
"|1. - Joshua - Okay! 2.- Rachel - . Oh, here's that trench-coat that you wanted. 3.- Joshua - . Oh great! Wow! Yeah, it's comfortable. 4.- Rachel - . Yeah?|","[""neutral"", ""neutral"", ""joy"", ""neutral""]"
1,surprised
2,neutral
3,sadness
4,sadness
5,sadness
6,sadness
7,neutral
8,joy
9,joy
10,surprised
1,surprised
2,neutral
3,neutral
4,neutral
5,joy
6,joy
7,neutral
8,joy
9,neutral
10,neutral
11,neutral
12,surprised
13,anger
14,anger
15,anger
16,neutral
1,neutral
2,neutral
3,surprised
4,neutral
5,neutral
1,neutral
2,neutral
3,sadness
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,joy
11,neutral
12,surprised
13,neutral
"|1. - Ross - A new place for a new Ross. I'm gonna have you and all the guys from work over once it's y'know, furnished. 2.- Dr. Ledbetter - . I must say it's nice to see you back on your feet. 3.- Ross - . Well I am that. And that whole rage thing is definitely behind me. 4.- Dr. Ledbetter - . I wonder if its time for you to rejoin our team at the museum?|","[""joy"", ""neutral"", ""joy"", ""surprised""]"
1,neutral
2,joy
3,neutral
4,neutral
5,surprised
6,sadness
7,sadness
8,fear
9,fear
10,neutral
11,disgust
12,neutral
13,joy
14,surprised
15,joy
16,joy
17,joy
18,joy
19,neutral
20,neutral
21,joy
1,neutral
2,surprised
3,neutral
4,disgust
5,neutral
6,joy
7,neutral
8,neutral
9,neutral
10,neutral
11,neutral
12,neutral
13,neutral
14,neutral
15,anger
16,sadness
17,fear
18,neutral
19,neutral
20,neutral
21,neutral
1,neutral
2,joy
3,neutral
4,surprised
5,fear
6,neutral
7,neutral
8,neutral
9,joy
10,neutral
11,neutral
12,neutral
13,neutral
14,neutral
15,neutral
16,neutral
17,neutral
|1. - Joey - Well I guess I should've thought about my wife and kids before I talked back to chef Geller! 2.- Monica - . Thanks. 3.- Monica - . Enough! 4.- Joey - . Lean lean lean|,"[""anger"", ""neutral"", ""anger"", ""neutral""]"
1,neutral
2,neutral
3,neutral
4,neutral
5,anger
6,neutral
7,neutral
8,neutral
9,anger
10,neutral
11,sadness
12,neutral
13,neutral
14,neutral
15,neutral
16,anger
17,neutral
18,joy
19,surprised
20,joy
21,anger
22,neutral
1,anger
2,joy
3,neutral
4,fear
5,surprised
6,joy
7,joy
8,neutral
9,joy
10,joy
11,joy
12,fear
13,neutral
14,joy
15,disgust
1,neutral
2,neutral
3,joy
4,joy
5,surprised
"|1. - Chandler - Oh come on guys, it's not like I moved to Europe! I just moved across the hall! And 2.- Monica - . Ahh! Aren't you dressed yet? 3.- Chandler - . Am I naked again?! 4.- Monica - . We're supposed to meet my parents in 15 minutes. 5.- Chandler - . Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit? 6.- Monica - . Wh?! What about my allergies?! 7.- Chandler - . Oh right, your allergies. All her, she hates you.|","[[""joy"", ""surprised"", ""surprised"", ""neutral"", ""neutral"", ""anger"", ""neutral""]]"
1,anger
2,neutral
3,surprised
4,neutral
5,sadness
6,neutral
7,neutral
8,anger
9,neutral
10,sadness
11,neutral
12,neutral
"|1. - Rachel - Open it! Open it! Open it! 2.- Ross - . Yeah baby! 3.- Man - . So we never got to hear about your wedding! 4.- Ross - . No, no, it was just our parents and 1 or 2 friends. It was a small wedding.|","[""joy"", ""joy"", ""neutral"", ""neutral""]"
1,neutral
2,joy
3,neutral
4,neutral
5,neutral
6,joy
7,joy
8,neutral
9,neutral
10,neutral
11,neutral
12,joy
13,surprised
1,neutral
2,joy
3,neutral
4,joy
5,neutral
6,neutral
7,neutral
8,neutral
"|1. - Dr. Green - So? Come on! Explain yourself Geller! First you get my Rachel pregnant! 2.- Mona - . You got Rachel pregnant?! 3.- Ross - . Who did?! 4.- Dr. Green - . You did! 5.- Ross - . Yes. Yes, yes I did. But-but it was, it was just a one night thing. It meant nothing. 6.- Dr. Green - . Oh? Really? That's what my daughter means to you? Nothing? 7.- Ross - . No! No sir umm, she means a lot to me. I mean, I care--I-I love Rachel. 8.- Mona - . What?! 9.- Ross - . Oh but not that way. I mean...I mean I'm not in love with her. I love her like a, like a friend. 10.- Dr. Green - . Oh really? That's how treat a friend? You get her in trouble and then refuse to marry her? 11.- Ross - . Hey! I offered to marry her! 12.- Mona - . Wh 13.- Ross - . But I didn't want to. 14.- Dr. Green - . Well why not? So you can spend your time with this tramp?! 15.- Mona - . Tramp?! 16.- Ross - . I'm sorry. Dr. Green, Mona. Mona, Dr. Green.|","[""anger"", ""surprised"", ""surprised"", ""anger"", ""fear"", ""anger"", ""fear"", ""surprised"", ""fear"", ""anger"", ""anger"", ""surprised"", ""fear"", ""anger"", ""surprised"", ""neutral""]"
1,neutral
2,anger
3,surprised
4,anger
5,neutral
6,joy
7,surprised
"|1. - Joey - Bijan for men? Bijan for men? Bijan for men? 2.- Annabelle - . Hey, Joey. So did you hear about the new guy?|","[""anger"", ""neutral""]"
1,anger
2,neutral
3,neutral
4,neutral
5,anger
6,neutral
7,sadness
8,surprised
9,neutral
10,anger
11,joy
12,sadness
13,sadness
14,neutral
15,sadness
16,fear
17,neutral
18,neutral
"|1. - Monica - Oh, I'm sorry. 2.- Rachel - . Where's Chandler? 3.- Phoebe - . Oh, he needed some time to grieve. 4.- Chandler - . I'm free! I'm free! 5.- Phoebe - . That oughta do it.|","[""sadness"", ""neutral"", ""neutral"", ""joy"", ""neutral""]"
1,neutral
2,surprised
3,neutral
4,surprised
5,neutral
6,neutral
7,sadness
8,sadness
9,neutral
10,anger
11,neutral
12,neutral
13,neutral
14,joy
15,neutral
16,neutral
17,sadness
18,neutral
19,neutral
20,neutral
21,fear
22,fear
23,neutral
24,fear
25,neutral
26,anger
1,joy
2,neutral
3,fear
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,sadness
11,joy
12,surprised
13,sadness
14,surprised
15,sadness
16,neutral
17,neutral
18,neutral
19,sadness
1,neutral
2,neutral
3,sadness
4,joy
5,sadness
6,surprised
"|1. - Monica - You know what? I'm not gonna be able to enjoy this. 2.- Ross - . Yeah, I know, it's my birthday. We all should be here. 3.- Chandler - . So, let's go. 4.- Ross - . Well maybe, you know, maybe we should stay for one song. 5.- Chandler - . Yeah, I mean, it would be rude to them for us to leave now. 6.- Monica - . You know, the guys are probably having a great time.|","[""sadness"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""sadness""]"
1,neutral
2,neutral
3,neutral
4,surprised
5,neutral
6,neutral
7,neutral
8,joy
9,neutral
10,disgust
11,neutral
12,neutral
13,neutral
14,neutral
15,disgust
1,sadness
2,neutral
3,joy
4,disgust
5,joy
6,fear
7,neutral
8,surprised
9,joy
10,joy
"|1. - Carol - Are they here yet? 2.- Rachel - . No, honey, they're not, but don't worry, because we are going to find them, and until we do, we are all here for you, ok? 3.- Carol - . Ok.|","[""neutral"", ""joy"", ""neutral""]"
1,neutral
2,neutral
3,neutral
4,neutral
5,sadness
6,sadness
7,anger
8,sadness
9,neutral
10,sadness
11,neutral
12,surprised
13,neutral
14,anger
15,anger
1,neutral
2,neutral
3,neutral
4,neutral
5,surprised
6,fear
7,sadness
8,fear
9,surprised
10,neutral
11,neutral
12,neutral
13,neutral
14,fear
15,neutral
16,surprised
17,joy
18,joy
19,joy
1,neutral
2,neutral
3,neutral
4,joy
5,neutral
6,surprised
7,surprised
8,neutral
9,joy
10,surprised
11,neutral
12,surprised
13,neutral
14,neutral
15,neutral
16,surprised
"|1. - Ross - I'm, I'm sorry you didn't get to go to Spacecamp, and I'm hoping that maybe somehow, this may make up for it. 2.- Ross - . Presenting Sarah Tuttle's Private Very Special Spacecamp! 3.- Ross - . !|","[""neutral"", ""joy"", ""surprised""]"
"|1. - Sarah - Really Mr. Geller, you don't have to do this. 2.- Ross - . Oh come on! Here we go! Stand by for mission countdown! 3.- Chandler - . I'm an alien. I'm an alien. 4.- Ross - . Oh no! An asteroid!|","[""neutral"", ""joy"", ""neutral"", ""surprised""]"
"|1. - Joey - Hey. 2.- Monica - . Hey. 3.- Joey - . Where you going? 4.- Monica - . To the bank. 5.- Joey - . Sperm or regular? 6.- Monica - . Sperm. 7.- Joey - . So you're really doing this, huh? 8.- Monica - . Oh yeah, picked a guy, 37135. 9.- Joey - . Sounds nice. 10.- Monica - . Fraid so. Brown hair, green eyes... 11.- Joey - . No kiddin', hmm. 12.- Monica - . What?|","[neutral, neutral, neutral, neutral, surprised, neutral, neutral, joy, neutral, neutral, neutral, disgust]"
1,neutral
2,sadness
3,neutral
4,sadness
5,sadness
6,sadness
7,sadness
8,neutral
9,sadness
10,sadness
11,sadness
12,neutral
13,sadness
