Text,DS_emotion
64,- **Statement Non Opinion**
65,- Fey - and very much sillier - **Statement Opinion**
66,- **Statement Non Opinion**
1,Disagreement
2,Question
3,Statement Opinion
4,Disagreement
5,Statement Opinion
6,Disagreement
7,Question
8,Statement Opinion
9,Statement Non Opinion
10,Question
11,Question
12,Statement Opinion
13,Question
14,Statement Opinion
15,Statement Opinion
16,Statement Opinion
17,Agreement
18,Answer
19,Statement Non Opinion
20,Statement Opinion
21,Disagreement
22,Statement Opinion
23,Disagreement
24,Statement Opinion
25,Statement Opinion
26,Command
27,Statement Non Opinion
28,Question
29,Answer
30,Question
31,Statement Non Opinion
32,Statement Opinion
33,Statement Opinion
34,Agreement
35,Disagreement
36,Disagreement
37,Command
38,Statement Opinion
39,Disagreement
40,Statement Opinion
41,Disagreement
42,Disagreement
43,Disagreement
44,Disagreement
45,Statement Opinion
46,Question
47,Answer
48,Statement Opinion
49,Command
50,Statement Opinion
51,Statement Opinion
52,Disagreement
53,Statement Opinion
54,Disagreement
55,Question
56,Command
57,Statement Opinion
58,Statement Opinion
59,Agreement
60,Command
61,Question
62,Statement Non Opinion
63,Statement Non Opinion
64,Question
65,Statement Non Opinion
66,Statement Opinion
67,Command
68,Disagreement
69,Statement Opinion
70,Command
71,Statement Opinion
72,Command
73,Command
74,Command
75,Statement Opinion
76,Statement Opinion
77,Statement Opinion
78,Statement Opinion
79,Statement Opinion
80,Disagreement
81,Disagreement
82,Disagreement
83,Statement Opinion
84,Command
85,Statement Opinion
86,Statement Opinion
87,Statement Opinion
88,Statement Opinion
1,- **Statement Non Opinion**
2,"Hi, How can I help you? - **Greeting**"
3,"I just want to get this done, - **Statement Opinion**"
4,"Sure, um - **Backchannel**"
5,- **Statement Non Opinion**
6,do you have two forms of ID with you? - **Question**
7,- **Answer**
8,- **Statement Non Opinion**
9,I mean I've got to - - **Apology**
10,Well - **Backchannel**
11,well is the dri-driver's license going to work? - **Question**
12,- **Statement Non Opinion**
13,"Okay, so what are you saying? What- - **Question**"
14,- **Answer**
15,"What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after - **Statement Opinion**"
16,"Well, I'm sorry sir but - **Apology**"
17,three hours and - **Statement Non Opinion**
18,- **Statement Non Opinion**
19,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again? - **Question**
20,"Well, it's actually- - **Backchannel**"
21,- **Statement Non Opinion**
22,"how am I supposed to know that, like, I stand in line, I get my - **Question**"
23,- **Apology**
24,"I filled out the application right, didn't I? - **Question**"
25,- **Answer**
26,What about - no -- how about you hold that and I'll - I'll go and I can come back- - **Statement Opinion**
27,- **Apology**
28,- **Statement Non Opinion**
29,- **Apology**
30,Come on - **Statement Opinion**
31,- **Apology**
32,"I've got stuff I need to do, I mean- - **Statement Opinion**"
33,- **Statement Non Opinion**
34,"But my driver's license - I had to have my birth certificate to get my driver's license in the first place right, I mean this - here is my driver's license so - **Statement Opinion**"
35,- **Apology**
36,Why? - **Question**
37,- **Apology**
38,You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application - **Question**
39,- **Statement Non Opinion**
40,- **Statement Non Opinion**
41,- **Statement Opinion**
42,"Well, maybe you should - **Backchannel**"
43,- **Statement Non Opinion**
44,- **Command**
45,- **Apology**
46,"God, oh my- - **Statement Opinion**"
47,- **Statement Opinion**
48,- **Apology**
1,Statement Opinion
2,Statement Opinion
3,Answer
4,Backchannel
5,Backchannel
6,Statement Opinion
7,Statement Opinion
8,Statement Opinion
9,Statement Opinion
10,Statement Non Opinion
11,Statement Opinion
12,Command
13,Statement Opinion
14,Command
15,Statement Non Opinion
16,Statement Opinion
17,Statement Opinion
18,Command
19,Question
20,Answer
21,Statement Opinion
22,Statement Opinion
23,Acknowledge
24,Statement Opinion
25,Statement Opinion
26,Question
27,Answer
28,Statement Opinion
29,Command
30,Statement Opinion
31,Command
32,Statement Opinion
1,Statement Non Opinion
2,Question
3,Statement Non Opinion
4,Question
5,Statement Non Opinion
6,Statement Opinion
7,Acknowledge
8,Backchannel
9,Statement Non Opinion
10,Question
11,Statement Non Opinion
12,Statement Opinion
13,Question
14,Statement Opinion
15,Question
16,Statement Non Opinion
17,Backchannel
18,Statement Opinion
19,Question
20,Statement Non Opinion
21,Statement Non Opinion
22,Disagreement
23,Statement Non Opinion
24,Statement Opinion
25,Statement Non Opinion
26,Statement Opinion
27,Acknowledge
28,Statement Non Opinion
29,Statement Non Opinion
30,Statement Opinion
31,Statement Non Opinion
32,Agreement
33,Statement Non Opinion
34,Question
35,Statement Non Opinion
36,Statement Opinion
37,Statement Opinion
38,Question
39,Statement Non Opinion
40,Question
41,Statement Non Opinion
42,Statement Non Opinion
43,Statement Opinion
44,Question
45,Statement Non Opinion
46,Backchannel
47,Statement Opinion
48,Statement Opinion
49,Acknowledge
50,Statement Opinion
51,Statement Opinion
52,Question
53,Statement Non Opinion
54,Statement Opinion
55,Statement Non Opinion
56,Statement Opinion
57,Acknowledge
58,Statement Opinion
59,Others
1,Statement Opinion
2,Statement Opinion
3,Question
4,Answer
5,Statement Opinion
6,Statement Opinion
7,Statement Opinion
8,Statement Opinion
9,Question
10,Statement Opinion
11,Statement Opinion
12,Acknowledge
13,Statement Opinion
14,Statement Opinion
15,Statement Opinion
16,Statement Opinion
17,Statement Opinion
18,Statement Opinion
19,Statement Opinion
20,Statement Opinion
21,Statement Opinion
22,Apology
23,Statement Opinion
24,Statement Opinion
25,Statement Opinion
26,Statement Opinion
27,Statement Opinion
28,Statement Opinion
29,Command
30,Statement Opinion
31,Statement Opinion
32,Statement Opinion
33,Statement Opinion
34,Statement Opinion
35,Statement Opinion
36,Command
37,Question
38,Command
39,Acknowledge
1,Statement Non Opinion
2,Question
3,Statement Non Opinion
4,Question
5,Statement Non Opinion
6,Question
7,Statement Non Opinion
8,Statement Non Opinion
9,Question
10,Statement Non Opinion
11,Statement Opinion
12,Acknowledge
13,Statement Opinion
14,Backchannel
15,Statement Opinion
16,Backchannel
17,Statement Opinion
18,Statement Non Opinion
19,Question
20,Question
21,Statement Non Opinion
22,Backchannel
23,Statement Non Opinion
24,Statement Non Opinion
25,Statement Opinion
26,Statement Opinion
27,Statement Non Opinion
28,Question
29,Backchannel
30,Question
31,Statement Non Opinion
32,Apology
33,Statement Opinion
34,Statement Opinion
35,Acknowledge
36,Question
37,Command
38,Statement Non Opinion
39,Statement Non Opinion
40,Question
41,Statement Non Opinion
42,Disagreement
43,Statement Non Opinion
44,Statement Opinion
45,Statement Opinion
46,Statement Non Opinion
47,Question
48,Statement Non Opinion
49,Statement Non Opinion
50,Question
51,Statement Opinion
52,Apology
53,Statement Non Opinion
54,Statement Opinion
55,Statement Non Opinion
56,Backchannel
1,Apology
2,Backchannel
3,Statement Non Opinion
4,Apology
5,Statement Non Opinion
6,Apology
7,Acknowledge
8,Statement Non Opinion
9,Agreement
10,Statement Opinion
11,Acknowledge
12,Statement Opinion
13,Statement Opinion
14,Statement Non Opinion
15,Statement Opinion
16,Statement Opinion
17,Statement Opinion
18,Statement Non Opinion
19,Statement Opinion
20,Acknowledge
21,Statement Non Opinion
22,Statement Opinion
23,Acknowledge
24,Question
25,Statement Opinion
26,Statement Opinion
27,Statement Non Opinion
28,Statement Opinion
29,Statement Opinion
30,Acknowledge
31,Statement Non Opinion
32,Statement Opinion
33,Statement Opinion
34,Acknowledge
35,Others
36,Acknowledge
37,Acknowledge
1,Statement Non Opinion
2,Question
3,Statement Non Opinion
4,Question
5,Statement Non Opinion
6,Statement Opinion
7,Statement Opinion
8,Statement Non Opinion
9,Statement Non Opinion
10,Statement Opinion
11,Statement Non Opinion
12,Statement Opinion
13,Statement Non Opinion
14,Statement Opinion
15,Acknowledge
16,Statement Non Opinion
17,Statement Non Opinion
18,Agreement
19,Statement Non Opinion
20,Statement Opinion
21,Statement Opinion
22,Question
23,Statement Opinion
24,Backchannel
25,Statement Opinion
26,Acknowledge
27,Statement Opinion
28,Statement Opinion
29,Agreement
30,Statement Opinion
31,Statement Opinion
32,Statement Opinion
33,Question
34,Acknowledge
35,Statement Opinion
36,Statement Opinion
37,Statement Opinion
38,Statement Opinion
39,Question
40,Statement Opinion
41,Statement Non Opinion
42,Statement Opinion
43,Statement Opinion
44,Statement Opinion
45,Statement Opinion
46,Statement Opinion
47,Statement Opinion
48,Statement Opinion
49,Statement Opinion
50,Statement Opinion
51,Statement Opinion
52,Statement Opinion
53,Acknowledge
54,Statement Opinion
55,Backchannel
56,Agreement
57,Statement Opinion
58,Acknowledge
59,Statement Opinion
Each line corresponds to the numbered sentences in the conversation,
1,- **Greeting**
2,"Thank you so much, you're a real person, right, you're not like a recording? - **Question**"
3,- **Answer**
4,"Before I get into it, um your menu or whatever like where you choose the different thing depending on the- - **Statement Non Opinion**"
5,- **Statement Opinion**
6,- **Agreement**
7,"So is there any way to like bypass that because that is so, like I've been going around in circles - **Question**"
8,- **Statement Opinion**
9,- **Command**
10,- **Statement Opinion**
11,- **Statement Opinion**
12,"Um-, yes - **Apology**"
13,- **Statement Non Opinion**
14,- **Statement Non Opinion**
15,"Uh, I don't know where it came from and it's actually quite large, and I don't have the money for it so - **Statement Opinion**"
16,- **Statement Opinion**
17,"Uh, so i think - **Statement Non Opinion**"
18,"Okay, it was um- at the [GARBAGE] sorry, it was at a department store, I think it was Macy's or something - **Statement Non Opinion**"
19,- **Acknowledge**
20,"It was just a lot and I have thing in front of me right now, but- - **Statement Non Opinion**"
21,"Well, you know that's, that's what we have all of our protection plans for and everything like that so I mean it's - **Statement Non Opinion**"
22,So is there something I can do to get rid of it? - **Question**
23,- **Statement Opinion**
24,- **Command**
25,- **Command**
26,- **Acknowledge**
27,and- yeah - **Acknowledge**
28,"We could mail it to you as well, but- - **Statement Non Opinion**"
29,- **Statement Opinion**
30,"You can go online, print it out, and just fill out the form and um- send it to us um- you know, regarding the grievance and- - **Command**"
31,and it'll get taken off um- no problem you know - **Statement Opinion**
32,- **Acknowledge**
33,Cause I-I just don't know how someone could have gotten my charge information - **Statement Opinion**
34,- **Statement Non Opinion**
35,I mean we might - **Acknowledge**
36,- **Acknowledge**
37,So is there any- I mean what if they spend something again? - **Question**
38,"Uh, I mean have you been shopping around on the Internet and stuff? I mean that you gave- - **Question**"
39,I did buy one thing on ebay I don't know that might- - **Statement Non Opinion**
40,"Uh-ha, I mean usually sites are pretty well protected but sometimes I mean information gets out, so - **Statement Opinion**"
41,- **Statement Non Opinion**
42,"Oh, really? - **Question**"
43,"Maybe we'll, uh- - **Acknowledge**"
44,"Oh that'll be great 'cause I could just get a new number, would that be okay because that way I don't have to worry about it happening again? - **Question**"
45,it's a different number and everything - **Statement Non Opinion**
46,- **Agreement**
47,"It still goes to the same address, right? - **Question**"
48,- **Agreement**
49,And - **Statement Non Opinion**
50,- **Acknowledge**
51,And you know just I mean be careful in the future if um - **Command**
52,- **Acknowledge**
53,if you're ever online or anything like that I mean just make sure it's a secure site and - **Command**
54,"and never you know, give it to anyone out, never even give out your number to any like unreliable company that you haven't heard of or anything like that, all right? Because, um, we want to- we definitely want to help you out, but- - **Command**"
55,- **Acknowledge**
56,- **Acknowledge**
57,- **Agreement**
58,- **Statement Opinion**
59,- **Acknowledge**
60,- **Apology**
61,- **Acknowledge**
62,- **Greeting**
1,Question
2,Statement Non Opinion
3,Question
4,Statement Non Opinion
5,Question
6,Statement Non Opinion
7,Question
8,Statement Non Opinion
9,Question
10,Statement Non Opinion
11,Statement Opinion
12,Agreement
13,Statement Opinion
14,Statement Opinion
15,Question
16,Statement Opinion
17,Question
18,Statement Opinion
19,Question
20,Statement Opinion
21,Statement Opinion
22,Statement Opinion
23,Statement Opinion
24,Question
25,Statement Opinion
26,Statement Opinion
27,Command
28,Statement Opinion
29,Command
30,Question
31,Statement Non Opinion
32,Statement Non Opinion
33,Statement Non Opinion
34,Statement Opinion
35,Statement Opinion
36,Question
37,Question
38,Statement Non Opinion
39,Statement Opinion
40,Statement Non Opinion
41,Statement Opinion
42,Statement Opinion
43,Statement Opinion
44,Statement Opinion
45,Statement Opinion
46,Statement Opinion
47,Statement Opinion
48,Statement Opinion
49,Question
50,Statement Non Opinion
51,Question
52,Statement Opinion
53,Statement Opinion
54,Statement Opinion
55,Statement Opinion
56,Statement Opinion
57,Statement Opinion
58,Statement Opinion
59,Statement Opinion
60,Statement Opinion
61,Statement Opinion
62,Statement Opinion
63,Acknowledge
64,Command
65,Statement Opinion
66,Statement Opinion
67,Question
68,Statement Opinion
69,Question
70,Statement Opinion
71,Question
72,Statement Opinion
73,Question
74,Statement Opinion
75,Question
76,Statement Opinion
77,Statement Opinion
78,Command
79,Statement Opinion
80,Acknowledge
81,Command
82,Statement Opinion
83,Question
84,Statement Opinion
85,Statement Opinion
1,Question
2,Question
3,Statement Opinion
4,Statement Opinion
5,Statement Opinion
6,Question
7,Command
8,Statement Opinion
9,Question
10,Statement Opinion
11,Statement Opinion
12,Question
13,Command
14,Statement Opinion
15,Statement Opinion
16,Statement Opinion
17,Question
18,Statement Opinion
19,Statement Opinion
20,Statement Opinion
21,Question
22,Command
23,Acknowledge
24,Statement Opinion
25,Statement Opinion
26,Command
27,Statement Opinion
28,Command
29,Statement Opinion
30,Acknowledge
31,Statement Opinion
32,Question
33,Command
34,Question
35,Statement Non Opinion
36,Statement Opinion
37,Question
1,Statement Opinion
2,Statement Opinion
3,Statement Opinion
4,Statement Opinion
5,Question
6,Answer
7,Question
8,Statement Non Opinion
9,Acknowledge
10,Statement Non Opinion
11,Question
12,Statement Opinion
13,Statement Non Opinion
14,Statement Opinion
15,Question
16,Statement Non Opinion
17,Question
18,Statement Opinion
19,Statement Opinion
20,Statement Opinion
21,Statement Opinion
22,Statement Opinion
23,Statement Opinion
24,Question
25,Statement Non Opinion
26,Question
27,Statement Non Opinion
28,Question
29,Statement Non Opinion
30,Question
31,Statement Opinion
32,Command
33,Statement Opinion
34,Statement Opinion
35,Statement Opinion
36,Disagreement
37,Statement Non Opinion
38,Command
39,Command
40,Question
41,Statement Non Opinion
42,Question
43,Statement Opinion
44,Command
45,Statement Non Opinion
46,Statement Opinion
47,Statement Non Opinion
48,Acknowledge
49,Statement Non Opinion
50,Question
51,Statement Non Opinion
52,Backchannel
53,Statement Opinion
54,Statement Non Opinion
55,Statement Opinion
56,Statement Opinion
57,Statement Opinion
58,Statement Opinion
59,Statement Opinion
60,Statement Opinion
61,Question
62,Statement Opinion
63,Statement Opinion
64,Statement Opinion
65,Statement Opinion
66,Question
1,Question
2,Statement Opinion
3,Statement Opinion
4,Question
5,Answer
6,Question
7,Statement Opinion
8,Statement Opinion
9,Question
10,Statement Non Opinion
11,Statement Non Opinion
12,Question
13,Statement Non Opinion
14,Acknowledge
15,Statement Opinion
16,Agreement
17,Statement Opinion
18,Question
19,Answer
20,Question
21,Statement Opinion
22,Statement Opinion
23,Question
24,Statement Non Opinion
25,Question
26,Command
27,Disagreement
28,Statement Opinion
29,Acknowledge
30,Statement Opinion
31,Agreement
32,Command
33,Disagreement
34,Statement Opinion
35,Question
36,Statement Opinion
37,Statement Opinion
38,Statement Opinion
39,Statement Opinion
40,Statement Opinion
41,Statement Opinion
42,Statement Opinion
43,Disagreement
44,Backchannel
45,Statement Opinion
46,Statement Opinion
47,Statement Opinion
48,Question
49,Answer
50,Statement Opinion
51,Statement Opinion
52,Statement Opinion
53,Disagreement
54,Statement Non Opinion
55,Statement Opinion
56,Question
57,Statement Opinion
58,Statement Opinion
59,Statement Opinion
60,Statement Opinion
61,Statement Opinion
62,Statement Opinion
63,Statement Opinion
64,Statement Non Opinion
65,Question
66,Question
67,Statement Non Opinion
68,Statement Opinion
1,Question
2,Question
3,Statement Non Opinion
4,Statement Opinion
5,Disagreement
6,Statement Opinion
7,Statement Non Opinion
8,Statement Opinion
9,Question
10,Apology + Statement Opinion
11,Question
12,Disagreement + Statement Opinion
13,Question
14,Statement Opinion
15,Statement Non Opinion
16,Statement Opinion
17,Question
18,Question
19,Statement Non Opinion
20,Statement Opinion
21,Statement Opinion
22,Disagreement + Statement Opinion
23,Statement Opinion
24,Statement Non Opinion
25,Statement Opinion
26,Acknowledge
27,Statement Opinion
28,Statement Opinion
29,Disagreement
30,Statement Non Opinion
31,Statement Non Opinion
32,Statement Non Opinion
33,Statement Non Opinion
34,Statement Non Opinion
35,Statement Non Opinion
36,Statement Non Opinion
37,Statement Opinion
38,Acknowledge
39,Statement Non Opinion
40,Question
41,Question
42,Statement Opinion
43,Question
44,Answer
45,Question
46,Answer
47,Question
48,Answer
49,Question
50,Answer
51,Question
52,Answer
53,Question
54,Answer
55,Question
56,Answer
57,Question
58,Statement Opinion
59,Statement Opinion
60,Statement Opinion
61,Statement Opinion
62,Statement Opinion
63,Question
64,Agreement
65,Statement Opinion
66,Agreement
67,Statement Opinion
68,Agreement
69,Statement Opinion
70,Statement Non Opinion
71,Acknowledge
72,Statement Opinion
73,Statement Opinion
74,Disagreement
75,Statement Opinion
76,Statement Opinion
77,Question
78,Statement Opinion
79,Statement Opinion
80,Disagreement
81,Agreement
82,Statement Opinion
83,Statement Opinion
84,Question
85,Statement Non Opinion
86,Statement Non Opinion
87,Statement Non Opinion
88,Question
89,Agreement
90,Apology
91,Statement Non Opinion
92,Statement Non Opinion
93,Agreement
94,Backchannel
1,- **Statement Non Opinion**
2,- Fey - Do you think it's them? - **Question**
3,- **Statement Opinion**
4,- **Statement Non Opinion**
5,- **Statement Opinion**
6,- Fey - What are we going to do? - **Question**
7,"- Joey - We're all right darling, aren't we whatever happens? - **Question**"
8,- **Statement Opinion**
9,- **Statement Opinion**
10,- **Statement Opinion**
11,- **Statement Non Opinion**
12,- **Statement Opinion**
13,- Joey - What do we do if they suddenly walk in on us? - **Question**
14,- **Statement Opinion**
15,- **Statement Opinion**
16,"- Joey - Things that ought to matter dreadfully don't matter at all when one's is happy, do they? - **Question**"
17,- **Statement Opinion**
18,- **Disagreement**
19,- **Statement Opinion**
20,- Joey - Meaning that sacred and beautiful thing love? - **Question**
21,- **Agreement**
22,- Joey - What does it all mean that's what I ask- that's what I ask myself in my ceaseless quest for ultimate truth? Good God what does it all mean? - **Question**
23,- **Statement Opinion**
24,- **Statement Opinion**
25,- Fey - Who's they? - **Question**
26,Laugh at everything all their sacred shibboleths - **Statement Opinion**
27,- **Statement Opinion**
28,- **Statement Opinion**
29,- **Agreement**
30,"- Fey - Well, shall we always want to bicker and fight? - **Question**"
31,- **Statement Opinion**
32,"- Fey - Oh dear, should we like that? - **Question**"
33,- **Statement Opinion**
34,"- Fey - Well, what happens if one of us dies, does the one that's left still laugh? - **Question**"
35,- **Statement Opinion**
36,"- Fey - Well that's serious enough, isn't it? - **Question**"
37,- **Disagreement**
38,- **Disagreement**
39,- **Statement Opinion**
40,- **Command**
41,- **Command**
42,- **Disagreement**
43,- **Statement Opinion**
44,- **Statement Opinion**
45,- Joey - You remember that awful scene we had in Venice? - **Question**
46,- Fey - Which particular one? - **Question**
47,- **Statement Non Opinion**
48,- **Statement Opinion**
49,- **Statement Opinion**
50,- **Statement Opinion**
51,- Joey - How long did that row last? - **Question**
52,- **Statement Non Opinion**
53,- **Statement Non Opinion**
54,- **Statement Non Opinion**
55,"- Joey - That was a rouser, wasn't it? - **Question**"
56,- **Statement Non Opinion**
57,- **Statement Opinion**
58,- **Statement Non Opinion**
59,- **Statement Opinion**
60,- **Statement Opinion**
61,- **Statement Non Opinion**
62,- **Statement Opinion**
63,- **Statement Non Opinion**
1,Statement Non Opinion
2,Disagreement
3,Statement Non Opinion
4,Statement Opinion
5,Disagreement
6,Statement Opinion
7,Disagreement
8,Question
9,Statement Non Opinion
10,Statement Non Opinion
11,Question
12,Question
13,Statement Non Opinion
14,Question
15,Statement Opinion
16,Statement Opinion
17,Statement Opinion
18,"Agreement, Question"
19,Answer
20,Statement Non Opinion
21,Statement Opinion
22,Statement Non Opinion
23,Statement Opinion
24,Disagreement
25,Statement Opinion
26,Statement Opinion
27,Command
28,Acknowledge
29,Question
30,Acknowledge
31,Statement Opinion
32,Question
33,Statement Opinion
34,Statement Opinion
35,Command
36,Agreement
37,Disagreement
38,Agreement
39,Command
40,Statement Opinion
41,Statement Opinion
42,Statement Opinion
43,Disagreement
44,Disagreement
45,Disagreement
46,Disagreement
47,Statement Opinion
48,Question
49,Answer
50,Statement Opinion
51,Command
52,Statement Opinion
53,Statement Opinion
54,Statement Opinion
55,Disagreement
56,Statement Opinion
57,Disagreement
58,Question
59,Command
60,Statement Opinion
61,Statement Opinion
62,Agreement
63,Command
64,Question
65,Statement Non Opinion
66,Statement Non Opinion
67,Question
68,Statement Non Opinion
69,Statement Opinion
70,Command
71,Disagreement
72,Statement Opinion
73,Command
74,Statement Opinion
75,Command
76,Statement Opinion
77,Command
78,Statement Opinion
79,Statement Opinion
80,Statement Opinion
81,Statement Opinion
82,Statement Opinion
83,Disagreement
84,Disagreement
85,Disagreement
86,Statement Opinion
87,Command
88,Command
89,Statement Opinion
90,Statement Opinion
1,Statement Non Opinion
2,Statement Non Opinion
3,Backchannel
4,Acknowledge
5,Question
6,Statement Non Opinion
7,Disagreement
8,Question
9,Statement Non Opinion
10,Statement Opinion
11,Disagreement
12,Acknowledge
13,Statement Non Opinion
14,Disagreement
15,Disagreement
16,Acknowledge
17,Statement Non Opinion
18,Disagreement
19,Command
20,Disagreement
21,Statement Opinion
22,Disagreement
23,Statement Non Opinion
24,Others
1,Statement Opinion
2,Question
3,Statement Non Opinion
4,Acknowledge
5,Statement Non Opinion
6,Statement Non Opinion
7,Backchannel
8,Question
9,Statement Non Opinion
10,Disagreement
11,Backchannel
12,Statement Non Opinion
13,Statement Non Opinion
14,Statement Opinion
15,Disagreement
16,Backchannel
17,Statement Non Opinion
18,Statement Opinion
19,Statement Opinion
20,Acknowledge
21,Statement Non Opinion
22,Statement Opinion
23,Statement Non Opinion
24,Acknowledge
25,Apology
26,Disagreement
27,Statement Opinion
28,Statement Non Opinion
29,Statement Opinion
30,Statement Non Opinion
31,Others
32,Statement Opinion
33,Disagreement
34,Statement Opinion
35,Statement Opinion
36,Question
37,Statement Non Opinion
38,Statement Non Opinion
39,Statement Opinion
40,Question
41,Statement Opinion
42,Statement Opinion
43,Disagreement
44,Acknowledge
45,Statement Opinion
46,Question
47,Statement Opinion
48,Statement Opinion
49,Statement Non Opinion
50,Statement Opinion
51,Statement Opinion
52,Statement Opinion
53,Statement Opinion
54,Disagreement
55,Statement Opinion
56,Statement Opinion
57,Statement Opinion
58,Question
59,Statement Non Opinion
60,Question
61,Statement Opinion
62,Statement Opinion
63,Statement Opinion
64,Acknowledge
65,Statement Opinion
66,Apology
67,Apology
68,Acknowledge
1,**Statement Opinion**
2,**Statement Opinion**
3,**Question**
4,**Acknowledge**
5,**Backchannel**
6,**Statement Non Opinion**
7,**Statement Non Opinion**
8,**Question**
9,**Backchannel**
10,**Statement Non Opinion**
11,**Statement Non Opinion**
12,**Backchannel**
13,**Statement Non Opinion**
14,**Statement Opinion**
15,**Statement Opinion**
16,**Statement Non Opinion**
17,**Statement Non Opinion**
18,**Question**
19,**Question**
20,**Answer**
21,**Statement Opinion**
22,**Statement Opinion**
23,**Question**
24,**Answer**
25,**Statement Opinion**
26,**Question**
27,**Statement Opinion**
28,**Agreement**
29,**Statement Opinion**
30,**Statement Opinion**
31,**Question**
32,**Answer**
33,**Statement Opinion**
34,**Disagreement**
35,**Statement Non Opinion**
36,**Question**
37,**Statement Opinion**
38,**Statement Opinion**
39,**Statement Opinion**
40,**Statement Opinion**
41,**Statement Opinion**
(Each number corresponds to the sentence in the conversation,)
1,Statement Opinion
2,Statement Opinion
3,Statement Opinion
4,Disagreement
5,Statement Non Opinion
6,Statement Opinion
7,Statement Opinion
8,Command
9,Statement Non Opinion
10,Statement Opinion
11,Statement Opinion
12,Statement Opinion
13,Agreement
14,Statement Opinion
15,Disagreement
16,Statement Opinion
17,Statement Opinion
18,Statement Non Opinion
19,Question
20,Answer
21,Statement Opinion
22,Question
23,Statement Opinion
24,Statement Opinion
25,Statement Opinion
26,Agreement
27,Statement Opinion
28,Question
29,Answer
30,Statement Opinion
31,Question
32,Answer
33,Statement Opinion
34,Statement Opinion
35,Greeting
36,Statement Opinion
37,Statement Opinion
38,Agreement
39,Command
40,Acknowledge
41,Statement Opinion
42,Acknowledge
43,Backchannel
44,Backchannel
1,Statement Non Opinion
2,Apology
3,Statement Non Opinion
4,Question
5,Question
6,Statement Non Opinion
7,Statement Opinion
8,Question
9,Statement Non Opinion
10,Command
11,Statement Non Opinion
12,Statement Non Opinion
13,Statement Non Opinion
14,Statement Non Opinion
15,Question
16,Statement Non Opinion
17,Statement Non Opinion
18,Question
19,Statement Non Opinion
20,Statement Non Opinion
21,Statement Opinion
22,Statement Non Opinion
23,Question
24,Statement Opinion
25,Disagreement
26,Question
27,Statement Non Opinion
28,Statement Opinion
29,Command
30,Statement Non Opinion
31,Question
32,Command
1,**Question**
2,**Answer**
3,**Acknowledge**
4,**Statement Opinion**
5,**Statement Opinion**
6,**Statement Opinion**
7,**Statement Non Opinion**
8,**Backchannel**
9,**Statement Non Opinion**
10,**Statement Opinion**
11,**Statement Opinion**
12,**Statement Opinion**
13,**Statement Opinion**
14,**Statement Non Opinion**
15,**Statement Opinion**
16,**Statement Opinion**
17,**Statement Opinion**
18,**Statement Opinion**
19,**Backchannel**
20,**Statement Non Opinion**
21,**Question**
22,**Answer**
23,**Statement Non Opinion**
24,**Statement Opinion**
25,**Statement Opinion**
26,**Statement Opinion**
27,**Statement Opinion**
28,**Question**
29,**Answer**
30,**Statement Opinion**
31,**Statement Non Opinion**
32,**Statement Opinion**
33,**Statement Non Opinion**
34,**Question**
35,**Answer**
36,**Acknowledge**
37,**Statement Non Opinion**
38,**Statement Non Opinion**
39,**Answer**
40,**Statement Non Opinion**
41,**Statement Opinion**
42,**Statement Non Opinion**
43,**Statement Opinion**
44,**Statement Opinion**
45,**Backchannel**
46,**Statement Opinion**
47,**Question**
48,**Answer**
49,**Statement Opinion**
50,**Statement Opinion**
51,**Statement Opinion**
52,**Statement Opinion**
53,**Acknowledge**
1,Greeting
2,Statement Non Opinion
3,Statement Opinion
4,Statement Non Opinion
5,Question
6,Question
7,Statement Opinion
8,Statement Non Opinion
9,Question
10,Question
11,Statement Non Opinion
12,Question
13,Statement Opinion
14,Statement Non Opinion
15,Statement Opinion
16,Statement Non Opinion
17,Statement Non Opinion
18,Backchannel
19,Statement Non Opinion
20,Acknowledge
21,Statement Non Opinion
22,Statement Opinion
23,Statement Non Opinion
24,Question
25,Agreement
26,Statement Non Opinion
27,Statement Non Opinion
28,Statement Non Opinion
29,Statement Non Opinion
30,Statement Opinion
31,Statement Opinion
32,Agreement
33,Agreement
34,Statement Non Opinion
35,Statement Opinion
36,Question
37,Statement Non Opinion
38,Statement Non Opinion
39,Statement Opinion
40,Backchannel
41,Statement Non Opinion
42,Statement Non Opinion
43,Statement Opinion
44,Statement Non Opinion
45,Statement Opinion
46,Statement Opinion
47,Acknowledge
48,Statement Non Opinion
49,Statement Opinion
50,Statement Non Opinion
51,Acknowledge
52,Question
53,Agreement
54,Acknowledge
55,Statement Non Opinion
56,Statement Non Opinion
57,Statement Non Opinion
58,Disagreement
59,Acknowledge
60,Statement Non Opinion
61,Statement Opinion
62,Disagreement
63,Statement Opinion
64,Disagreement
65,Acknowledge
66,Statement Opinion
67,Disagreement
68,Statement Non Opinion
69,Statement Non Opinion
70,Statement Non Opinion
1,Command
2,Greeting
3,Statement Non Opinion
4,Apology
5,Disagreement
6,Command
7,Acknowledge
8,Statement Non Opinion
9,Disagreement
10,Command
11,Statement Non Opinion
12,Statement Non Opinion
13,Question
14,Disagreement
15,Statement Non Opinion
16,Statement Non Opinion
